#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5144       0.1777       0.8112       0.8551       0.8257
       3       1.6466       0.1926       0.9039       0.9189       0.9592
       4       1.6432       0.1944       0.8965       1.0047       1.0079
       5       1.7197       0.1846       0.9134       1.0308       0.9831
       6       1.7021       0.1732       0.9723       0.9963       0.9964
       7       1.7140       0.3077       0.8591       1.0479       0.9089
       8       1.6799       0.2951       0.9702       0.9845       1.0667
       9       1.6496       0.3051       0.8586       0.8112       0.7861
      10       1.6494       0.3068       0.9512       0.8556       0.8208
      11       1.6910       0.2981       0.9761       0.9629       0.9806
      12       1.5110       1.2834       1.5450       0.6376       1.0170
      13       1.4991       0.9151       2.4884       0.8421       0.7235
      14       1.4421       1.0727       2.2571       0.9791       1.4461
      15       1.3288       1.2294       2.0894       0.7268       0.6874
      16       1.6690       1.2100       1.4255       0.7343       0.6932
      17       1.5393       1.5260       0.6679       0.6159       0.5475
      18       1.4299       1.7388       1.3369       0.6247       0.8301
      19       1.2138       1.4939       1.0738       0.3871       0.8494
      20       1.1583       1.1605       0.9193       0.5783       0.8500
      21       0.9905       1.3804       0.9139       0.6293       0.7065
      22       1.2595       1.1819       1.1860       0.5010       0.8346
      23       0.8740       1.3236       0.7951       0.5403       0.4834
      24       0.9500       1.5555       0.8698       0.3365       0.2629
      25       0.8787       1.3215       0.7881       0.5364       0.6157
      26       1.0135       1.4064       0.7845       0.4345       0.2834
      27       1.0736       1.4019       1.6829       0.6236       0.7767
      28       1.0285       1.4427       0.9183       0.6644       1.3201
      29       1.2354       1.4594       0.8797       0.7765       0.4647
      30       1.0954       1.8165       0.8783       0.3927       0.2489
      31       1.1142       1.5378       1.1318       0.6027       0.5416
      32       1.0484       1.2787       1.0372       0.6826       1.0062
      33       1.1738       1.2718       1.1410       0.7288       0.5732
      34       1.1126       1.7442       0.9005       0.3916       0.5310
      35       1.2753       1.5640       0.9437       0.2234       0.7187
      36       1.9279       1.5157       1.2019       0.4533       1.1337
      37       1.6434       1.6089       0.8811       0.3871       0.7899
      38       2.2410       1.6104       1.0866       0.6946       0.2711
      39       1.9893       2.1479       1.3799       0.5669       0.3605
      40       1.5355       1.9721       2.5446       0.3671       1.0487
      41       1.4133       1.7972       1.7074       0.5516       0.7020
      42       1.3459       2.0410       1.6677       0.5902       0.9745
      43       0.9335       1.9694       2.0807       0.3485       0.4411
      44       1.5435       1.9033       2.3523       0.6116       1.1864
      45       0.8947       1.8635       0.5307       0.5267       0.5368
      46       1.2806       1.7428       1.7481       0.4912       0.3539
      47       1.4159       1.3805       0.7012       0.5902       0.8485
      48       1.6674       1.7454       1.0128       0.4125       0.8696
      49       1.7818       1.8561       0.3471       0.2732       0.2480
      50       2.5312       2.0182       0.7115       0.5778       0.5367
      51       3.6252       2.0187       1.3210       1.2550       1.6219
      52       3.5910       2.2555       0.7731       0.7876       0.7942
      53       3.1323       2.2197       0.9699       0.6318       0.7939
      54       3.3096       2.1808       1.0228       0.3777       0.7702
      55       3.4149       2.1008       0.5717       0.5025       0.4954
      56       3.0134       1.9378       0.5195       0.3851       0.4976
      57       2.0039       1.7218       1.0710       0.7914       1.2212
      58       2.6336       1.6818       1.2580       0.6820       0.7052
      59       2.7487       1.7022       1.1291       0.9470       0.9297
      60       2.4470       1.5637       1.6867       0.8818       1.1535
      61       1.9205       1.5087       1.3730       0.9703       1.3777
      62       2.4844       1.4979       0.9840       0.8235       1.0178
      63       2.2494       1.4109       1.3644       0.9696       0.7959
      64       1.8585       1.3991       0.8764       0.3418       0.5737
      65       3.4422       1.5517       2.7209       0.5608       0.8384
      66       3.3995       1.4784       2.0865       0.8453       0.7288
      67       3.7105       1.5806       2.9844       1.0302       0.6574
      68       4.1164       1.9278       2.8263       0.9590       0.6987
      69       5.3325       1.7689       3.0871       0.6175       0.6078
      70       4.1055       1.3933       2.9519       0.5903       0.6000
      71       3.2522       1.7262       2.8344       0.8607       0.7132
      72       3.7137       1.7578       2.8800       0.8533       0.8326
      73       4.7051       1.7653       2.7960       0.6282       0.4185
      74       5.1094       1.7714       2.9532       0.6589       0.6537
      75       6.5277       1.4908       3.4870       0.4633       0.6237
      76       6.2684       1.5108       3.5846       0.7918       0.6659
      77       5.1493       1.5340       2.8688       0.6173       0.4998
      78       4.0195       1.5555       3.2280       0.7380       0.8872
      79       2.8555       1.5920       3.0849       0.7330       0.7463
      80       3.7196       1.5532       2.9903       0.6934       0.4091
      81       3.6098       1.5189       2.8163       0.5101       0.4485
      82       4.7317       1.6253       3.0504       0.7216       0.6863
      83       4.3644       1.7417       3.0901       0.8132       0.9221
      84       4.5859       1.5640       3.1549       1.1468       1.4162
      85       4.6498       1.7754       3.0118       0.8341       0.5894
      86       4.3226       1.6892       3.1621       0.6780       0.5020
      87       5.3001       1.7087       3.6447       0.9649       1.0796
      88       3.9208       1.5287       3.0316       1.0592       1.0877
      89       4.8999       1.7042       3.1683       0.5148       0.4688
      90       4.1106       1.5878       2.9813       0.7358       0.5053
      91       3.6596       1.8226       2.7978       0.6914       0.8559
      92       3.4444       1.6754       2.2943       0.8918       0.9681
      93       3.1956       1.6822       2.1238       0.8513       0.7776
      94       3.8893       1.8693       2.9913       0.9997       0.6471
      95       3.3454       1.5547       2.6964       0.7796       0.5944
      96       5.2212       1.7686       3.1966       0.8315       0.7111
      97       4.7664       1.8635       2.7152       0.9531       0.7770
      98       4.5629       2.0167       2.7373       0.7951       0.7455
      99       5.1176       2.0206       2.9600       1.0037       0.7166
     100       4.6944       1.9708       2.9510       1.0734       1.0218
     101       4.6662       2.1754       3.2031       1.1729       1.1517
     102       4.4801       1.8876       2.9933       0.7580       0.8796
     103       4.6208       2.0361       2.9167       0.7835       0.6308
     104       5.0277       2.4586       3.1610       0.6958       0.7163
     105       4.5531       2.0985       2.9554       0.6615       0.6678
