#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0       30    0.150    1.032    0.253      174    2.853
       1       22    0.110    0.854    0.152      117    2.619
       2        8    0.040    0.812    0.150      132    3.589
       3        7    0.035    1.055    0.368      149    3.662
       4        6    0.030    0.828    0.120       67    2.842
       5        6    0.030    0.824    0.143       90    2.370
       6        4    0.020    0.820    0.093      165    2.763
       7        3    0.015    0.717    0.016       13    2.353
       8        2    0.010    0.702    0.000       14    2.317
       9        2    0.010    0.799    0.000       19    2.311
      10        2    0.010    0.637    0.000       27    2.553
      11        2    0.010    0.763    0.000       38    2.773
      12        2    0.010    0.775    0.000       47    2.960
      13        2    0.010    0.709    0.000       76    2.977
      14        2    0.010    0.758    0.000       97    2.356
      15        2    0.010    0.783    0.000      155    2.677
