#Frame           CRBN        GSPT1
     348       1.6669       9.0194
     349       2.0432       8.0554
     350       1.8826       6.2936
     351       1.8011       5.9037
     352       2.0233       5.9528
     353       1.7818       7.3718
     354       2.1548       8.9038
     355       1.8222       6.6103
     356       1.9302       7.1260
     357       1.9198       5.5697
     358       1.9962       6.3793
     359       2.0280       5.9994
     360       1.9920       6.4781
     361       2.2516       7.3275
     362       2.0853       7.2055
     363       2.0420       5.5030
     364       2.1064       6.6691
     365       2.2224       7.4116
     366       2.5185       7.0860
     367       2.1593       7.3623
     368       2.4665       8.1441
     369       2.1828      10.1196
     370       2.2179       7.0259
     371       2.8887       7.5769
     372       2.8964       8.4272
     373       2.7074       8.4755
     374       2.6673       7.0218
     375       2.1626       9.4481
     376       2.1485       9.1785
     377       2.3092       8.7100
     378       2.1880       9.2533
     379       1.9592       9.2736
     380       2.1124       8.9952
     381       2.0977       9.2747
     382       2.2453       6.5983
     383       1.9585       8.5197
     384       1.8089       8.4656
     385       2.0657       9.9042
     386       2.0503       8.4919
     387       1.9984       6.4609
     388       2.1546       6.3224
     389       2.0093       4.3717
     390       1.8510       4.8539
     391       2.0763       4.9185
     392       2.1760       5.3260
     393       2.1110       4.4118
     394       2.2240       5.5632
     395       2.3085       7.4801
     396       2.2618       7.1930
     397       2.4066       8.1877
     398       2.5169       8.8059
     399       2.5131       8.7104
     400       2.2772       9.3937
     401       2.2062      10.1821
     402       2.2681      10.5251
     403       2.3700      10.4342
     404       2.5094       9.9888
     405       2.2196       9.5468
     406       2.6849       8.9143
     407       2.3379       7.3849
     408       2.3832       7.2444
     409       2.5015       7.3389
     410       2.7751       8.0964
     411       2.3703       8.2969
     412       2.6664       9.1045
     413       2.7226       9.0353
     414       2.5385       9.0685
     415       2.7358       9.5904
     416       2.6112      11.1820
     417       2.7281      11.7800
     418       2.6756      10.5388
     419       2.5004      11.1652
     420       2.5393      12.0491
     421       2.3171      12.4755
     422       2.7601      10.3539
     423       2.8963      11.0346
     424       2.6866      10.7935
     425       2.7785      11.2632
     426       2.5028       9.1475
     427       2.4357      10.6412
     428       2.6470      11.3877
     429       2.4926       8.8432
     430       2.5994      11.5316
     431       2.5825      12.7997
     432       2.6476      12.2740
     433       2.5200      12.0932
     434       2.7558      12.1314
     435       2.5439      12.2984
     436       2.6225      11.3454
     437       2.4933      12.0056
     438       2.7130      10.6943
     439       2.9421       8.7871
     440       2.7979       8.6872
     441       3.1812       9.9755
     442       2.9701       9.6511
     443       3.0405       9.2055
     444       2.9403       9.2069
     445       3.0549       7.4744
     446       2.7463       9.4631
     447       2.6607      10.3193
     448       2.7193      11.1687
     449       2.9394      10.2870
     450       2.8386      11.0230
     451       2.7204      11.2377
     452       3.2254      12.7465
     453       2.7374      11.8205
     454       2.9235      13.0040
     455       2.6813      13.6757
     456       2.6329      13.9581
     457       3.2045      11.7213
     458       3.3912      11.0223
     459       2.9965      11.6318
     460       3.1739      12.0914
     461       3.6892      11.5619
     462       3.1914      13.4069
     463       2.7872      12.1772
     464       2.8935      10.0325
     465       2.6193      13.0174
     466       2.5465      13.3519
     467       3.0271      10.9451
     468       2.7607      10.2154
     469       2.6640      11.2272
     470       2.5727      11.5193
     471       2.6956      10.3886
     472       2.4607       9.7795
     473       2.7647       8.8113
     474       3.0328       7.8944
     475       2.7628       7.2005
     476       3.0387       7.4345
     477       2.2061       7.0747
     478       2.7145       7.3394
     479       2.1365       7.4129
     480       2.7430       7.7076
     481       2.4145       7.3415
     482       2.2575       7.6990
     483       2.4342       6.6578
     484       2.5635       7.3037
     485       2.6383       8.3541
     486       2.8099      10.0145
     487       2.5887       9.5444
     488       2.2489      12.6823
     489       2.3725      10.2465
     490       2.4647      10.7671
     491       2.8131      10.7186
     492       2.5449      10.3490
     493       2.5552      10.3511
     494       2.6928       8.5346
     495       2.2800       7.8131
     496       2.5563       8.2160
     497       2.5088       9.1887
     498       2.4088       7.8622
     499       2.5280       7.5064
     500       2.6934       8.7125
     501       2.8419       8.4703
     502       3.1066       9.7266
     503       2.8177      10.4035
     504       2.8354      12.2049
     505       2.9356      11.7909
     506       2.8496      11.0375
     507       3.0086      11.6082
     508       2.7426      10.9026
     509       2.7325      11.2238
     510       2.4932       9.8650
     511       2.6988       8.8893
     512       2.4604       8.2719
     513       2.7328      11.3050
     514       2.6362      11.4363
     515       2.6856      12.1065
     516       2.5401      11.6278
