#Frame           CRBN        GSPT1
     279       2.1389       5.5759
     280       1.9557       5.1020
     281       1.9587       6.6705
     282       2.0594       6.4682
     283       2.1551       6.0022
     284       2.1074       4.8847
     285       1.8871       6.3763
     286       1.6917       6.5961
     287       2.0693       8.0089
     288       1.8866       9.3064
     289       1.8622       8.2441
     290       1.9445       6.8986
     291       1.9770       5.8008
     292       2.1557       5.5743
     293       1.8496       7.1403
     294       1.9513       7.9522
     295       1.6035       5.6949
     296       1.6909       4.9466
     297       1.6498       6.9307
     298       1.7889       6.3164
     299       1.8288       5.1962
     300       1.9299       4.9170
     301       1.8022       5.1453
     302       1.8126       5.7099
     303       1.9622       5.7982
     304       2.2912       6.9726
     305       2.3029       6.6076
     306       2.0477       6.0830
     307       1.8202       6.3261
     308       2.0456       7.0486
     309       2.1673       6.7763
     310       2.1193       6.4875
     311       1.9707       7.4996
     312       2.6839       8.3781
     313       2.4449       8.1511
     314       2.9054       8.6188
     315       2.6093       7.5020
     316       2.4302       8.3784
     317       2.3020       8.2911
     318       2.3160       9.1301
     319       2.5289       8.2698
     320       2.5088       9.0914
     321       2.5387       8.5353
     322       2.3595       6.3387
     323       2.7322       7.1950
     324       2.4549       8.0204
     325       2.8497       6.6347
     326       2.1865       6.6270
     327       2.2822       5.4544
     328       2.2969       6.6273
     329       2.2371       7.5510
     330       1.9177       7.3523
     331       2.1927       9.3257
     332       1.8895      10.3913
     333       2.2138       9.2915
     334       2.2529       9.2982
     335       2.1717       9.7553
     336       1.9648       8.6673
     337       2.1564       8.3297
     338       2.2921       9.1936
     339       1.9387       8.5610
     340       2.0238       9.4073
     341       1.9528      11.1285
     342       2.0318      11.7481
     343       1.8752      10.5870
     344       1.9765      10.9542
     345       1.7741      12.9359
     346       2.0286      11.9548
     347       1.9798       8.1017
     348       2.3523       9.6171
     349       1.8891       9.3663
     350       1.6975       9.9137
     351       1.9552      10.1189
     352       2.0640      10.9215
     353       1.9935       9.3099
     354       2.0879       9.6821
     355       2.1218      10.0799
     356       2.2284       9.9406
     357       1.9382       9.7873
     358       2.1379       9.9710
     359       2.0946       8.7678
     360       2.1191       8.0975
     361       2.0219      10.7727
     362       2.0654      11.4636
     363       1.8622      10.4185
     364       2.2164      12.9045
     365       2.4596      12.7495
     366       2.2979      11.4792
     367       2.3523      11.5001
     368       2.3367       8.2720
     369       2.2246       9.8230
     370       2.3129       9.7787
     371       2.2809       7.6160
     372       2.5729       8.4119
     373       2.6869       8.7910
     374       2.5754       9.0490
     375       2.5152       8.1661
     376       2.9630       7.7436
     377       2.4580       6.0752
     378       2.4213       5.5609
     379       2.2071       5.5141
     380       2.7224       6.9208
     381       2.6284       6.8221
     382       2.1098       7.2587
     383       2.3796       6.0997
     384       2.2088       6.4962
     385       2.4249       7.4380
     386       2.7816       6.3675
     387       2.7913       7.4153
     388       3.3538       8.7066
     389       2.6028       6.6023
     390       2.5830       5.8409
     391       2.8206       6.9360
     392       2.6119       7.9167
     393       2.3727       8.6106
     394       2.7853       7.2053
     395       2.4430       7.2346
     396       2.2519       6.3924
     397       2.0909       7.2576
     398       2.3223       8.0479
     399       2.3547       7.8872
     400       2.3311       9.7788
     401       2.4894       8.9262
     402       2.3380       8.7285
     403       2.5632       9.8464
     404       2.2561       6.7635
     405       2.3695       6.8131
     406       2.2932       9.4244
     407       2.1913       8.6759
     408       2.2718       9.0799
     409       2.0845       8.1824
     410       2.0513       9.3439
     411       2.3083       9.9758
     412       2.2712       9.9289
     413       2.1221      10.0891
     414       2.3229      10.3099
     415       2.0161       7.9237
     416       2.0658       9.3363
     417       1.9360       8.4012
     418       1.9851       9.4929
     419       2.2451       9.4767
     420       2.0233       9.8504
     421       2.1731       9.6710
     422       2.1935      10.4459
     423       2.2857       9.7427
     424       1.8598       9.7944
     425       1.8941       8.5094
     426       1.8029       8.9923
     427       2.0473       9.7855
     428       1.9986       8.1106
     429       2.1709       8.7172
     430       1.7861       9.3631
     431       1.7796       9.8059
     432       1.8205      10.3225
     433       1.7422       8.9478
     434       1.8310       8.4108
     435       1.7951       9.5532
     436       2.0125       9.2622
     437       2.0420      10.2912
     438       2.2981       9.8666
     439       2.3298      11.5768
     440       2.3792      10.5712
     441       2.5802      13.1655
     442       2.3781      11.7431
     443       2.9472      10.1430
     444       2.5862      10.8855
     445       2.4175      10.3906
     446       2.5321      11.1623
     447       2.5070      11.5883
     448       2.1959       8.9108
     449       2.2605      10.8061
     450       2.4279      10.6377
     451       2.0504      14.0947
     452       2.0137      14.6825
     453       2.2566      14.8815
     454       2.5203      13.0246
     455       2.6250      13.3449
     456       3.0373      12.4807
     457       2.6815      11.9207
     458       2.6700      11.8369
     459       2.4845      12.1708
     460       2.9053      12.4354
     461       2.7858      12.0179
     462       2.9678      10.3520
     463       3.4436      10.6132
     464       3.1584      10.4179
     465       3.2262       8.7553
     466       3.7103      10.0177
     467       3.4649       9.5488
     468       2.8134      10.2308
     469       3.1025       9.2242
     470       3.2354       8.8524
     471       2.9577       8.8856
     472       3.0845       8.1915
     473       3.7598       9.0174
     474       4.0433       8.9721
     475       3.3468       9.0739
     476       3.4262       7.9968
     477       3.1764       6.7830
     478       2.8727       5.4543
     479       3.6693       7.8642
     480       3.2246       6.9693
     481       3.4028       8.5923
     482       3.1871       8.6318
     483       3.4679       9.5892
     484       3.4903       8.4428
     485       3.2876       9.4315
     486       3.7464       9.7891
     487       3.2219       6.8683
     488       3.8913      10.8482
     489       3.5441      12.1665
     490       3.8253      13.7608
     491       3.9672      14.0919
     492       4.4373      11.2229
     493       3.9161      11.3988
     494       3.5684       9.2790
     495       3.8638       8.8088
     496       3.8417       7.7585
     497       4.2702       8.4347
     498       3.5792       8.7491
     499       3.8528       9.9420
     500       3.3113       9.2724
     501       3.4478       9.3024
     502       2.9432       8.1932
     503       2.9069       8.0024
     504       3.7276       7.3443
     505       3.7508       9.5578
     506       3.7964       9.0451
     507       3.0633       8.8055
     508       3.7421       9.5970
     509       3.5363       8.6761
     510       3.3256       7.0131
     511       3.3474       7.3474
     512       3.3552       7.9466
     513       3.4285       9.7274
     514       3.6663       9.0835
     515       3.9454      11.2036
     516       3.1684       9.4943
