#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4732       0.2014       0.7687       0.8089       0.7767
       3       1.7111       0.1774       0.8323       0.9986       0.9002
       4       1.7241       0.1873       0.7862       0.9666       0.8795
       5       1.7190       0.1923       1.0227       1.0540       1.1592
       6       1.7340       0.1863       0.8992       1.0612       1.0732
       7       1.6353       0.3509       0.8113       0.7414       0.6924
       8       1.5984       0.2998       0.7872       0.8859       0.8308
       9       1.5991       0.3369       0.7749       0.8209       0.8011
      10       1.6091       0.3496       0.5849       0.7823       0.6675
      11       1.6483       0.3366       0.8546       0.9612       0.9134
      12       1.5979       0.7395       0.9091       0.8905       0.8605
      13       1.1303       1.0533       1.1099       0.4651       0.7985
      14       1.4451       0.9966       1.0753       0.9544       0.7719
      15       1.2951       1.2711       0.9491       0.7695       0.5730
      16       1.2214       1.3350       1.1210       0.8015       0.7848
      17       1.4530       1.1824       1.2813       0.7660       0.6221
      18       1.5001       1.3530       1.3369       0.7206       0.8821
      19       1.3856       1.3429       1.5285       0.6907       0.6511
      20       1.1749       1.5265       1.3009       0.4630       0.5301
      21       1.3361       1.7669       1.5405       0.9884       1.0930
      22       1.9203       1.3413       1.2483       0.6675       0.4093
      23       1.6209       1.4656       1.5563       0.6849       0.5371
      24       1.3833       1.4328       0.7781       0.8455       0.7279
      25       1.4181       1.1145       0.9976       0.4607       0.4045
      26       1.9533       1.0779       1.4523       0.5623       0.5163
      27       2.0394       1.0716       0.6411       0.5506       0.6790
      28       0.9890       1.0025       0.8239       0.5414       0.1435
      29       1.1820       1.0880       0.6269       0.5189       0.4058
      30       1.4880       1.1708       0.4317       0.7110       0.5626
      31       2.5788       1.0409       0.8072       0.5469       0.3115
      32       2.7026       1.0622       0.5804       0.8355       0.5088
      33       2.0791       1.0215       0.7358       0.6595       0.4088
      34       2.3141       0.9274       0.9452       0.8294       0.8992
      35       1.7053       1.2083       0.5795       0.7814       0.5229
      36       1.4969       1.0672       0.8939       0.4844       0.4697
      37       1.7565       1.1072       0.4964       0.5857       0.6470
