#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0       31    0.155    0.980    0.241       61    3.128
       1       30    0.150    1.090    0.264      117    2.786
       2       17    0.085    0.869    0.151       17    2.735
       3       12    0.060    0.849    0.151      184    2.510
       4        5    0.025    0.825    0.133      133    2.535
       5        5    0.025    0.793    0.119      154    2.393
       6        4    0.020    0.891    0.118      178    2.301
       7        3    0.015    0.836    0.088      171    2.401
       8        3    0.015    0.692    0.055      189    2.667
       9        2    0.010    0.766    0.000        3    3.127
      10        2    0.010    0.729    0.000       21    2.612
      11        2    0.010    0.789    0.000       74    3.093
      12        2    0.010    0.774    0.000      125    2.467
      13        2    0.010    0.725    0.000      155    2.655
      14        2    0.010    0.773    0.000      174    2.297
      15        2    0.010    0.800    0.000      198    2.851
