#Frame           CRBN        GSPT1
     150       1.4441       4.5192
     151       1.4670       4.9201
     152       1.4647       4.5351
     153       1.4948       5.7465
     154       1.6432       4.2886
     155       1.6268       4.3084
     156       1.4005       3.9834
     157       1.4570       4.9182
     158       1.3576       5.7369
     159       1.3871       4.5572
     160       1.2522       5.2538
     161       1.4541       4.6217
     162       1.4753       4.1688
     163       1.3292       5.0561
     164       1.1891       5.6261
     165       1.4120       5.2069
     166       1.3338       7.1645
     167       1.3726       4.6856
     168       1.8262       5.0356
     169       1.5663       5.1118
     170       1.4030       5.0428
     171       1.5633       4.3830
     172       1.4535       4.8807
     173       1.6037       4.7220
     174       1.4147       5.8210
     175       1.3488       5.1360
     176       1.6327       5.1835
     177       1.4404       6.0850
     178       1.6989       4.9523
     179       1.4233       4.9532
     180       1.6308       5.2641
     181       1.4987       5.2833
     182       1.3385       4.8676
     183       1.5452       5.2252
     184       1.5169       4.8147
     185       1.6837       5.7595
     186       1.7027       5.5951
     187       1.4033       5.3213
     188       1.4280       5.6832
     189       1.7657       5.6431
     190       1.5656       4.6265
     191       1.5205       6.1002
     192       1.3679       6.1572
     193       1.4995       7.0747
     194       1.6015       6.3490
     195       1.7204       6.0891
     196       1.5561       6.8223
     197       1.5450       6.1584
     198       1.7527       6.2232
     199       1.7212       6.0411
     200       1.8394       6.4356
     201       1.7122       5.7156
     202       1.7170       5.5731
     203       1.5445       6.7764
     204       1.5814       5.7782
     205       1.4877       6.2777
     206       1.7886       7.5476
     207       1.5037       7.7960
     208       1.5692       7.1728
     209       1.7000       5.4051
     210       1.4238       6.9171
     211       1.5578       7.3506
     212       1.5212       6.1672
     213       1.5280       6.4046
     214       1.5667       6.1800
     215       1.6351       5.6979
     216       1.6818       5.1608
     217       1.5462       5.5986
     218       1.7510       5.0771
     219       1.6541       5.7558
     220       1.6817       5.5707
     221       1.5513       5.6093
     222       1.6782       5.8384
     223       1.6030       5.1600
     224       1.7032       6.2213
     225       1.5846       5.0150
     226       1.7807       5.5301
     227       1.4745       5.8544
     228       1.4047       6.3309
     229       1.4771       7.0966
     230       1.6151       6.5123
     231       1.5592       5.5946
     232       1.7129       6.0533
     233       1.6252       6.2751
     234       1.6378       6.2697
     235       1.6594       5.8834
     236       1.5169       5.5916
     237       1.6118       6.5064
     238       1.4042       7.9673
     239       1.6536       5.6899
     240       1.5901       5.0136
     241       1.5222       6.9617
     242       1.5939       6.0642
     243       1.7439       6.6185
     244       1.5756       7.3958
     245       1.4543       7.0643
     246       1.8150       7.4932
     247       1.7108       6.4951
     248       1.8966       6.2543
     249       1.8634       6.3817
     250       1.7775       5.8228
     251       1.7656       5.4368
     252       1.7232       5.5599
     253       1.7830       6.9424
     254       2.0738       6.3437
     255       2.2996       6.4977
     256       1.7627       7.4722
     257       1.8205       8.6328
     258       2.1742       7.6455
     259       1.7358       6.9828
     260       2.0758       7.1166
     261       1.7597       8.3679
     262       1.5583       8.7164
     263       1.4835       8.5605
     264       1.7384       8.8058
     265       1.6947       8.1296
     266       1.7647       8.0791
     267       1.7810       7.4284
     268       1.9321       7.8242
     269       1.8593       8.4540
     270       1.9705       8.9865
     271       1.7550       8.9492
     272       1.8092       8.8844
     273       1.7865       8.7209
     274       1.5871       6.9918
     275       1.9096       7.9873
     276       1.5723       7.4575
     277       1.7246       7.3524
     278       1.6615       7.4927
     279       1.9477       7.5648
     280       1.8733       7.1089
     281       1.7900       7.3763
     282       1.6879       7.8626
     283       1.6366       6.9206
     284       1.8094       7.0229
     285       1.6962       7.5434
     286       1.7578       6.6454
     287       1.6313       8.3612
     288       1.8867       7.4625
     289       1.8641       6.8054
     290       1.9917       6.4512
     291       2.0368       7.2047
     292       1.8264       6.7288
     293       1.6907       7.4516
     294       1.8795       6.1139
     295       1.7840       6.4558
     296       1.7892       6.5866
     297       1.6758       5.6571
     298       2.0987       7.0701
     299       1.9101       7.0656
     300       1.7858       6.7394
     301       1.8186       7.0006
     302       1.8612       7.4915
     303       1.7517       6.9665
     304       1.7781       7.8469
     305       1.7953       7.0139
     306       2.1220       8.1101
     307       2.0427       8.3655
     308       1.7479      10.3231
     309       2.0045      10.5523
     310       2.0344      10.6068
     311       1.8305      10.4911
     312       1.8975       8.6831
     313       1.8039       9.3188
     314       1.7434       9.1074
     315       1.9016       8.9570
     316       2.0119       7.9163
     317       1.8500       8.5266
     318       1.8164       8.7419
     319       1.7855       7.5358
     320       1.7559       6.6349
     321       1.7749       7.8249
     322       1.8954       6.9441
     323       1.9052       8.7822
     324       1.8397       7.2326
     325       1.8988       7.0189
     326       1.9909       7.0469
     327       1.8866       7.5356
     328       2.0230       7.0422
     329       2.0451       6.5761
     330       2.2888       7.2893
     331       2.2095       7.0150
     332       2.2944       7.8629
     333       2.2137       7.1272
     334       2.4434       7.8529
     335       2.3481       7.4314
     336       2.4298       8.7185
     337       2.2798       7.3426
     338       2.2227       8.1428
     339       2.2026       7.6291
     340       1.9068       7.9994
     341       2.5491       7.9719
     342       2.3065       7.0311
     343       2.3677       6.1680
     344       2.2199       5.6652
     345       2.3613       6.4934
     346       2.3627       6.2636
     347       2.8122       6.9134
     348       2.6720       6.3971
     349       3.0506       6.5105
     350       2.8502       7.0370
     351       3.4394       7.9238
     352       3.1676       8.5977
     353       2.9467       8.0489
     354       2.6444       7.2300
     355       2.6610       6.5173
     356       2.5926       6.8516
     357       2.3086       5.9446
     358       2.4075       5.6534
     359       2.4873       6.3259
     360       2.3902       6.0047
     361       2.3370       6.6013
     362       2.3983       6.4514
     363       2.2519       5.1356
     364       2.0163       5.7250
     365       2.1238       5.8595
     366       2.0162       5.6812
     367       2.1672       6.4398
     368       2.1340       6.0870
     369       2.3068       6.0823
     370       2.1235       6.2133
     371       2.1918       6.5136
     372       1.9272       6.0581
     373       1.9554       5.4400
     374       2.2939       4.5989
     375       1.7965       4.6011
     376       2.2734       5.6823
     377       1.8887       6.2329
     378       2.2192       6.5414
     379       2.1613       6.6070
     380       2.1203       5.6344
     381       2.4312       4.9082
     382       2.1478       6.6507
     383       2.6997       5.9438
     384       2.3534       6.6180
     385       2.5951       7.7314
     386       2.2227       7.6034
     387       2.7525       7.2956
     388       2.3828       7.1982
     389       2.3223       7.1794
     390       2.5433       7.0464
     391       2.5262       7.0355
     392       2.2704       6.7437
     393       2.6001       7.4632
     394       2.7094       7.8529
     395       2.4662       6.9309
     396       2.6914       7.1658
     397       2.3936       6.3248
     398       2.3727       5.7344
     399       2.4658       6.3068
     400       2.6201       6.7337
     401       2.5172       6.5715
     402       2.6293       7.2251
     403       2.5102       6.8384
     404       2.2614       6.8356
     405       2.5218       6.6393
     406       2.4406       6.4442
     407       2.5408       7.5926
     408       2.5803       7.2674
     409       2.7439       7.9123
     410       2.3870       7.6525
     411       2.2860       6.0355
     412       2.0922       6.6750
     413       2.1075       7.0606
     414       2.0469       6.6211
     415       1.9578       7.1976
     416       1.9415       8.0491
     417       2.4456       8.9680
     418       2.3932       8.4116
     419       1.9334       7.3836
     420       2.2373       7.4697
     421       1.9966       7.6420
     422       1.8491       7.4512
     423       2.0226       6.7961
     424       2.0652       7.8542
     425       1.6874       6.8628
     426       1.7952       7.3418
     427       2.0787       7.0681
     428       2.2585       6.6396
     429       2.1307       5.7558
     430       2.1995       5.4376
     431       2.3757       6.5682
     432       2.3455       5.2275
     433       2.3581       6.6605
     434       2.2354       6.3587
     435       2.0083       6.8751
     436       2.0281       7.1450
     437       2.2886       6.0407
     438       2.3417       6.6597
     439       2.0670       6.0607
     440       2.3615       5.0768
     441       2.3997       4.2314
     442       2.4168       4.3074
     443       2.4048       4.5468
     444       2.5129       5.6882
     445       2.9352       5.0955
     446       2.5702       5.5468
     447       2.2167       5.7556
     448       2.2179       6.4883
     449       2.4692       5.1638
     450       2.4289       4.9556
     451       2.6021       6.2472
     452       2.5995       6.1884
     453       2.5412       5.5299
     454       2.5168       5.8087
     455       2.6915       5.7854
     456       2.5597       6.4540
     457       2.9329       8.3355
     458       2.4113       7.8495
     459       2.5883      10.3976
     460       3.1177       9.6566
     461       2.6557       8.7108
     462       2.6651       8.1749
     463       2.4888       7.7080
     464       2.8735       7.4942
     465       2.4437       6.7280
     466       3.0029       5.5843
     467       2.9827       5.2244
     468       2.9226       4.9653
     469       3.3081       5.2613
     470       3.1430       4.2767
     471       3.2205       4.5127
     472       2.9201       5.7707
     473       3.2378       7.2874
     474       2.6194       5.7337
     475       2.7379       7.4072
     476       2.7405       6.9415
     477       2.3809       8.4445
     478       2.2813       7.2025
     479       3.0629       9.9302
     480       2.7307       6.4048
     481       2.5450       5.4298
     482       2.8739       5.4620
     483       2.7032       5.2831
     484       2.8164       5.0809
     485       2.4801       6.5893
     486       2.8166       5.9039
     487       2.7781       4.6473
     488       2.4257       5.1091
     489       2.6622       4.6260
     490       2.4858       3.9898
     491       2.5828       4.1319
     492       2.4531       2.8561
     493       2.0295       4.4004
     494       2.5595       5.7871
     495       2.3522       5.2588
     496       2.7071       4.4391
     497       2.7160       3.7489
     498       3.0184       5.7846
     499       2.8197       4.2074
     500       2.5271       5.5293
     501       2.7509       6.0660
     502       2.5017       5.7344
     503       2.7504       5.7010
     504       2.9104       6.5031
     505       2.9598       6.6736
     506       2.8584       7.1307
     507       2.6552       6.6910
     508       3.1361       8.4588
     509       2.9726       7.3475
     510       2.7535       5.4248
     511       2.8933       6.2230
     512       2.7003       3.7557
     513       3.2403       4.8864
     514       2.9644       5.1673
     515       3.3172       4.9598
     516       3.1083       4.1275
