#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
     218       3.1178       1.7257       2.1194       0.5393       0.6195,     218       4.4639       2.2438       1.4051       0.9533       0.9560,     218       1.5881       1.5920       0.6491       0.4519       0.5959,     218       3.6208       1.8684       1.1797       0.7156       0.9480,     218       2.3412       2.6565       1.7711       0.7051       0.6366,     218       2.9121       2.2871       1.6415       0.9546       0.7531,     218       3.1017       1.7578       1.2072       1.0901       0.9235,     218       2.1333       1.5386       1.1804       0.6735       0.2970,     218       3.8393       1.7777       1.5103       0.4554       0.7523,     218       3.7031       1.9216       1.0509       0.7327       0.6594
     219       2.6688       2.1930       2.1089       0.2806       0.4418,     219       5.1494       2.0871       1.7174       1.0669       1.1000,     219       2.3056       1.8436       2.0844       0.2743       0.9247,     219       3.4257       1.9235       1.6649       0.7226       0.4856,     219       2.7426       2.5196       1.6309       0.7578       1.2318,     219       3.0466       2.0384       0.8883       0.7390       0.5060,     219       3.9255       1.9982       1.1071       0.9549       1.0875,     219       3.1059       1.7721       2.0953       0.4783       0.6508,     219       2.9869       1.5509       1.1087       0.6608       0.3920,     219       3.1703       2.0090       1.3566       1.1432       1.0474
     220       2.8559       1.9330       2.3165       0.6636       0.7355,     220       5.0141       2.0445       1.9668       0.9582       0.8359,     220       2.2027       1.6594       1.7209       0.7205       0.8914,     220       3.7785       2.2308       1.4420       0.5799       0.9737,     220       2.2656       2.4606       1.2309       1.0395       0.8946,     220       2.7119       2.3053       1.1284       1.0597       0.8760,     220       3.9001       1.8431       1.4973       0.8336       0.9673,     220       2.8581       1.7071       2.3637       0.4924       0.3884,     220       2.5136       2.1491       3.2764       0.4582       0.1851,     220       3.0217       1.5700       0.8914       0.6586       0.3424
     221       2.1047       2.0043       1.6874       0.5137       0.3991,     221       4.7704       1.8861       2.0638       0.9677       0.9345,     221       2.0408       1.5345       1.3753       0.3561       0.8976,     221       3.2457       2.4405       1.7259       0.7164       0.3245,     221       2.7866       2.4855       0.6591       0.5513       0.4383,     221       2.5907       2.2207       0.7935       0.7957       0.9300,     221       2.3471       1.9323       1.1955       0.9740       0.8194,     221       3.3117       1.6090       2.2385       0.6173       0.7141,     221       2.8006       2.0268       3.0066       0.6531       0.3742,     221       2.9466       1.8473       1.0602       0.5816       0.4836
     222       2.5587       2.2098       1.4389       0.5832       0.7177,     222       3.1900       2.3818       2.0321       0.9370       0.8909,     222       2.3704       1.5560       1.4613       0.3245       0.5759,     222       2.8410       2.1284       2.1255       1.0734       0.8618,     222       3.8391       2.8445       1.1214       0.7621       0.8988,     222       2.3820       2.0012       2.2991       0.8637       1.2338,     222       4.3138       2.1125       1.5139       1.3102       1.2876,     222       2.8415       1.5423       2.0683       0.3925       0.9343,     222       3.7356       2.1378       3.6997       1.3189       1.0551,     222       4.0237       1.7127       1.5505       0.3849       0.4051
     223       1.6108       2.0387       1.7600       0.5779       0.3770,     223       3.0610       2.6685       1.7246       1.0901       1.7183,     223       1.5231       1.5578       1.9498       0.4221       0.5759,     223       2.8636       1.8887       1.8027       1.2369       1.2391,     223       2.3239       2.0628       0.8773       0.7523       0.6621,     223       2.5846       2.2703       1.3456       0.5695       1.0581,     223       2.9634       2.3498       1.5882       0.9177       1.0706,     223       2.3150       1.5153       1.5133       0.3129       0.4818,     223       3.1618       1.9046       3.3797       0.3888       0.7090,     223       3.9952       1.8988       1.0914       0.3109       0.5289
     224       2.9891       1.8599       1.9921       0.4750       1.3532,     224       2.6050       2.3173       2.1518       1.0810       1.0894,     224       1.8246       1.8154       1.8026       0.3899       1.1819,     224       3.3099       2.1548       2.4395       1.6750       1.8444,     224       2.7698       2.3834       0.5087       0.9099       0.4034,     224       2.9518       2.3757       0.9044       0.8713       0.9211,     224       3.4976       2.0323       1.4663       0.7534       1.2454,     224       2.4495       1.6496       1.8178       0.6060       0.9041,     224       3.6628       2.1050       3.0037       0.9926       0.9095,     224       3.4334       2.1376       1.3178       0.6918       0.4924
     225       2.6728       1.8552       1.6934       0.5954       1.0577,     225       2.0605       2.2317       2.0769       1.3760       1.9214,     225       1.8294       1.8475       2.8730       0.7514       0.9439,     225       3.0728       2.0019       1.3180       0.9406       0.5427,     225       2.7020       2.4738       1.1331       0.8483       0.7592,     225       3.0186       2.6938       0.8899       1.0271       0.9967,     225       2.6368       1.8215       1.1652       0.3781       0.3742,     225       2.0209       1.6932       0.9549       0.7589       0.5776,     225       3.4923       2.1081       3.7005       0.8152       0.8774,     225       3.2727       1.9795       0.9267       0.5706       0.6899
     226       2.3176       2.1569       1.7649       0.6099       1.1962,     226       3.2875       1.9673       2.0628       0.8136       1.2714,     226       1.8995       1.8114       1.3525       0.6383       0.9319,     226       3.3507       2.2553       1.7424       0.6138       0.7193,     226       1.9612       2.6693       0.6792       0.6570       0.5299,     226       2.9387       2.2263       1.5997       0.8885       1.0666,     226       4.3483       1.7704       1.6390       0.8418       1.0609,     226       2.8469       1.8449       1.2174       1.2114       1.1076,     226       3.9752       1.8799       2.6808       0.8281       1.2307,     226       3.0050       1.9054       0.5342       0.5445       0.4727
     227       1.9051       2.0939       2.0893       0.4919       1.2796,     227       3.6142       2.0751       2.1015       0.9251       0.8381,     227       2.1326       1.6819       1.2681       0.5649       0.7610,     227       3.3358       2.2934       1.0098       0.5265       0.4069,     227       2.1622       3.4176       1.1601       0.9088       1.1822,     227       2.9355       2.0073       1.8669       1.1106       1.0871,     227       4.0101       1.8656       1.4810       0.9283       0.7246,     227       2.5469       1.8928       1.7774       1.0848       0.6533,     227       2.6032       2.1266       3.2329       0.8393       0.6877,     227       2.6973       1.9812       1.0821       1.4431       1.5393
     228       2.0695       2.3188       2.9213       0.4542       1.1220,     228       2.9120       2.5208       1.9504       0.7953       1.1284,     228       1.8005       1.5954       1.1730       0.8767       1.0279,     228       3.5033       1.9981       1.2728       0.2791       0.5267,     228       1.9922       3.1364       0.4282       0.5984       0.1506,     228       2.7876       2.0914       1.5831       0.9926       0.6798,     228       4.0957       1.9408       1.6177       0.6935       1.2953,     228       3.8243       1.6992       1.5374       0.9781       1.3106,     228       3.0656       2.0394       1.3561       0.4371       0.6786,     228       2.9008       1.9814       1.0284       0.5756       0.6223
     229       2.6069       2.2869       1.6599       0.6443       1.2031,     229       4.1823       2.2096       1.7189       0.7395       0.4794,     229       1.9595       1.6215       1.3005       0.7197       0.8546,     229       3.1292       1.9634       1.1037       0.8546       1.0960,     229       2.0631       2.9193       1.0353       0.6825       0.7864,     229       3.0263       2.3027       0.9277       0.7141       0.4942,     229       3.6639       2.0259       1.4866       0.7378       0.5642,     229       2.6073       1.6709       1.0123       0.7087       0.7764,     229       4.6323       2.5937       2.1020       0.5775       0.5544,     229       2.9243       2.4852       1.0619       0.7503       0.6679
     230       2.8421       1.8763       1.8357       0.5430       0.3836,     230       2.9379       2.2972       2.3370       0.7946       1.1699,     230       3.3769       1.5220       2.0409       1.1120       1.2744,     230       3.7312       1.9577       2.0065       0.7054       0.1466,     230       2.5561       3.8616       1.5229       0.8518       0.8228,     230       2.9487       2.2403       1.5313       1.0126       0.8851,     230       4.4323       1.8603       1.5962       0.8306       1.2299,     230       2.7216       1.8952       1.0485       1.1364       1.0193,     230       2.9422       2.5992       2.0752       0.6762       1.0345,     230       3.6277       2.0679       2.4634       0.2044       0.9260
     231       3.3782       2.4567       1.5611       0.4190       0.7447,     231       2.4451       1.9829       2.1081       0.7843       0.9219,     231       2.8199       1.4775       1.9194       0.9998       1.1856,     231       3.3332       2.2111       1.3870       0.6364       0.5789,     231       2.7645       3.6157       1.5613       0.7037       0.6754,     231       2.6422       2.4058       1.4662       1.1167       1.0520,     231       4.2562       2.0278       1.2234       0.8368       0.9684,     231       1.7830       1.7038       1.9836       0.9263       1.2510,     231       3.0311       1.7982       1.1254       0.7772       0.5662,     231       4.2739       2.3315       1.9514       1.0209       0.8430
     232       2.8553       2.3633       1.7401       0.3581       0.6646,     232       3.0671       1.8886       2.6246       1.0720       0.9096,     232       3.0171       1.6980       1.4811       0.4141       0.6100,     232       2.9925       2.0015       1.5188       0.8281       0.4559,     232       1.5967       2.8803       1.4832       0.5925       0.6279,     232       3.0998       2.2189       1.0383       0.8070       0.7140,     232       3.3170       1.7148       1.2438       0.6505       0.8667,     232       2.7942       1.9198       1.4299       0.9047       0.6413,     232       3.5304       2.0962       1.5443       0.7095       0.7866,     232       2.7755       1.9493       1.0108       0.7887       0.6202
     233       2.4170       2.2918       2.9858       0.4500       0.9994,     233       3.4175       2.0490       1.9408       0.9163       0.6673,     233       1.9809       1.5999       1.8301       0.5592       0.6692,     233       3.5242       2.0642       2.4964       0.8804       1.2493,     233       1.8933       2.8856       2.3824       0.8283       0.6388,     233       3.8877       2.2119       2.2870       0.5567       0.2937,     233       3.2522       1.8135       1.2754       0.5839       0.7415,     233       3.1022       1.7567       1.4684       1.1906       0.8593,     233       4.0403       2.1286       1.5141       0.3165       0.5097,     233       2.6641       2.3772       2.3002       0.6544       0.6159
     234       2.6023       1.9298       2.1312       0.7782       1.2296,     234       2.6710       2.1348       1.9617       0.9305       1.6937,     234       1.6302       1.3583       0.7966       0.2985       0.2245,     234       3.1488       1.9469       1.8115       0.4154       0.7496,     234       2.4935       3.3300       2.6213       0.5789       0.8408,     234       2.8650       2.4995       1.2762       0.9185       0.8635,     234       4.3759       1.9237       1.2163       0.8854       0.9471,     234       2.3988       1.7668       1.0360       0.6941       0.5075,     234       3.3297       1.8069       1.3454       0.4533       0.5675,     234       2.6461       2.5946       2.2531       0.7096       0.5610
     235       2.2946       2.0908       1.9015       0.4995       0.6397,     235       2.7172       1.8420       2.3487       0.5709       1.2760,     235       2.7201       1.9558       1.4800       0.6658       0.5343,     235       2.9443       2.2189       1.6836       0.8455       0.5655,     235       1.9882       3.3591       1.9054       0.7637       0.6159,     235       2.4980       2.5462       1.5074       0.6842       0.4974,     235       3.5670       1.7132       1.5399       1.0218       0.8146,     235       2.1749       1.6248       1.0291       0.5918       0.4417,     235       3.0453       1.7372       1.0514       0.7078       0.7552,     235       2.4972       2.0784       1.1443       0.9540       0.7488
     236       1.9688       2.5737       1.5338       0.6685       0.9186,     236       3.3759       2.2530       1.9334       0.7087       1.6338,     236       2.6754       1.8961       2.8495       0.8492       1.1258,     236       2.9730       2.1310       1.5936       0.6758       1.0284,     236       3.2194       3.7015       2.4631       0.5736       0.7203,     236       2.7319       2.4147       1.3258       0.9872       0.7118,     236       2.8937       1.8841       0.3961       0.4199       0.1695,     236       3.1294       1.8392       0.8399       0.8817       0.6449,     236       3.2483       2.1025       0.8936       1.1198       0.9952,     236       2.6026       2.1391       1.2931       0.8014       1.5198
     237       2.5152       2.3332       1.9073       0.5738       0.4028,     237       2.0447       1.9951       2.4218       0.8963       1.9936,     237       2.7665       1.9364       3.1283       0.7215       1.1326,     237       3.8831       2.2523       1.4331       0.9249       1.2313,     237       3.1655       3.6370       2.7233       0.5862       0.7998,     237       2.8548       2.2898       1.2853       0.5076       0.6426,     237       3.5060       1.7618       1.2117       0.7856       0.4532,     237       2.8591       1.6587       1.1689       1.0491       0.9425,     237       2.6937       2.1957       1.5575       0.4795       0.4740,     237       2.3706       2.2344       0.8155       0.6888       0.6387
     238       2.5588       2.5905       2.2196       0.4946       0.6231,     238       2.4222       2.1134       2.2442       0.8332       0.7425,     238       2.7703       1.8428       1.5498       0.6834       0.9017,     238       3.1834       2.2462       1.5252       0.7836       1.7557,     238       3.1775       3.0879       1.8902       0.6187       1.3253,     238       3.0297       2.3366       1.6351       0.9483       0.6754,     238       2.2441       2.0341       1.2841       0.5649       1.4468,     238       2.8116       1.7434       1.3836       1.2637       0.8917,     238       3.8313       2.0709       1.1238       0.7338       0.5182,     238       3.1977       2.0916       1.4554       1.0659       1.0424
     239       1.5432       2.2419       1.3594       0.4883       0.8097,     239       2.3628       2.1748       2.6733       0.9282       1.5703,     239       2.5230       1.9121       0.6086       0.7146       1.1179,     239       3.6138       1.8297       1.5162       1.0839       0.7558,     239       3.2749       2.9321       1.3215       1.2904       1.1591,     239       2.9447       1.8528       0.8985       0.5736       0.4655,     239       3.6021       1.7941       1.5317       0.7978       1.3536,     239       3.4816       1.4367       2.6719       0.8186       1.1912,     239       4.0412       2.2316       1.0345       0.8836       0.7279,     239       3.5027       2.0722       2.6731       0.6327       0.9670
     240       2.5667       2.3374       2.0206       0.7293       1.3422,     240       2.1078       2.4040       1.8511       0.7198       0.6126,     240       1.8128       1.5454       1.8228       0.5974       0.7826,     240       3.3782       2.2005       1.9594       0.6567       0.6056,     240       3.6135       3.4888       0.9111       0.5162       0.3545,     240       4.2186       2.6379       1.4301       0.7552       0.5540,     240       4.7638       1.8251       1.4446       0.5414       0.5136,     240       2.5849       1.6322       1.6415       0.7893       1.2276,     240       4.5187       2.3163       1.6401       0.5087       0.7293,     240       3.4088       2.1451       2.8346       0.6137       0.8690
     241       2.6055       2.3073       2.5875       0.8636       1.2869,     241       1.5838       2.2174       1.7828       1.0462       0.9798,     241       2.0447       1.7986       1.8714       0.7833       1.0883,     241       4.1489       2.0504       2.4419       0.6836       0.6814,     241       3.4282       2.8752       1.0226       0.9398       0.8867,     241       3.2100       2.4128       1.2385       0.7134       0.7142,     241       3.1068       1.9168       1.0050       0.7764       0.5885,     241       3.7843       1.8623       2.2283       0.7977       0.4693,     241       4.4954       2.0806       0.8597       0.4987       0.4786,     241       3.1260       2.0389       2.4200       1.0172       0.7643
     242       1.8695       2.3705       1.4635       0.7180       0.3331,     242       1.8474       2.3575       1.9643       0.7426       1.2530,     242       2.2609       1.9685       2.1534       0.5649       1.1094,     242       4.2676       1.8719       1.4467       0.6775       0.5119,     242       2.7247       2.3660       1.4305       0.6437       0.6470,     242       2.6465       2.4028       1.4765       0.7234       0.8726,     242       4.9033       1.7225       1.1343       0.8838       0.9603,     242       3.7963       1.5912       2.9143       0.8065       0.6611,     242       4.7222       1.9819       1.1913       0.7332       0.9210,     242       3.9993       1.8517       2.6525       0.7362       0.4443
     243       1.9360       2.2321       1.3758       0.6850       0.7478,     243       1.3142       2.0779       2.0741       0.9794       0.9904,     243       2.3997       2.0453       1.5989       0.8955       0.9995,     243       5.0608       2.0334       1.5790       1.0664       0.9213,     243       2.7712       2.8502       0.9483       0.7145       0.8703,     243       2.4294       2.3558       1.2246       0.8327       0.6388,     243       5.0538       1.9421       1.4189       0.9964       0.7101,     243       3.7991       1.5117       0.9075       0.6561       0.4564,     243       4.8113       2.3057       1.0801       0.7676       0.9328,     243       4.6255       2.4157       2.4854       0.4886       0.6824
     244       2.1036       1.9463       2.1067       0.6250       0.6461,     244       1.6687       1.8839       2.0381       0.6766       0.7860,     244       1.7041       2.1760       2.1793       0.3735       0.3403,     244       4.4902       1.8463       1.5968       1.0304       0.8061,     244       2.6504       2.3405       1.2490       0.6176       0.8232,     244       2.9004       2.2875       2.6696       1.0141       0.6385,     244       3.9547       1.9292       1.2274       0.9097       1.3470,     244       3.6882       1.6092       1.0346       0.9380       1.9957,     244       6.0769       2.2501       1.3347       0.7070       0.4417,     244       6.0246       2.3384       2.7033       1.1240       2.1524
     245       1.6909       1.9754       1.7755       1.3046       1.1691,     245       2.7705       1.9354       1.9881       0.7822       1.3176,     245       2.4128       1.7437       2.6936       0.7262       0.3996,     245       4.0109       1.6128       1.9872       0.9585       0.7538,     245       3.3758       2.6624       1.2671       0.8913       0.8576,     245       2.8620       2.0539       1.3034       0.9093       0.6119,     245       3.9695       1.8457       1.2436       0.7341       0.7513,     245       3.7172       1.7499       1.1561       0.9110       0.6032,     245       4.5003       1.7185       1.4964       0.4451       0.5033,     245       5.4310       2.3651       2.4393       0.9405       1.0753
     246       1.3657       1.9121       1.8081       0.8574       0.3137,     246       2.9224       2.3378       2.7999       0.5290       1.3837,     246       2.1724       1.5947       1.7821       0.5286       0.7963,     246       4.1766       1.6455       0.8013       0.7085       0.6391,     246       4.3806       3.1536       1.3563       1.1488       1.4817,     246       2.5264       2.2163       1.0444       0.9469       1.2187,     246       4.5827       1.8486       1.5125       1.2546       1.0973,     246       3.6973       1.6941       1.7993       0.3407       0.4886,     246       4.8756       1.9327       1.6460       0.9898       0.6364,     246       4.1781       2.2180       2.4775       0.3632       0.4220
     247       2.5687       2.0801       1.2417       0.5788       0.9508,     247       1.6812       2.3567       2.0217       1.0588       2.3554,     247       2.5661       1.5225       1.1435       0.5445       0.4588,     247       3.5285       2.0650       1.6852       1.1550       1.3717,     247       3.8972       3.3300       0.8799       0.7243       0.5838,     247       3.3854       2.1261       1.2184       0.5708       0.3054,     247       4.5036       1.8877       1.5634       1.1546       0.9071,     247       4.3765       1.5651       1.1300       0.9780       0.7506,     247       5.6655       1.7023       1.2314       0.7605       0.5602,     247       4.5682       2.1852       2.6514       0.9257       0.9337
     248       2.2073       2.0167       1.7092       0.4608       0.7506,     248       1.9304       2.2994       2.0760       0.9569       1.7081,     248       2.2214       1.6140       0.8144       0.5526       0.5971,     248       3.2339       1.6099       2.8225       1.1199       1.0930,     248       3.3465       3.2627       0.9997       1.0033       1.2579,     248       3.0792       2.1295       1.2044       0.5028       0.9593,     248       4.6185       1.8713       1.4949       0.6942       0.9061,     248       3.0532       1.7598       0.9895       0.6729       1.0608,     248       4.6328       2.2576       1.5855       0.5386       0.7465,     248       3.6949       2.0479       1.2244       1.1898       0.7899
     249       1.9877       2.0253       1.6055       0.3019       0.6425,     249       1.8058       2.0463       1.9432       0.6914       0.8322,     249       2.0875       1.6597       0.7103       0.5442       0.6549,     249       3.4291       1.5388       2.0396       0.7888       1.1635,     249       3.7456       2.9504       1.2759       1.2480       1.1647,     249       3.1820       2.2351       1.6158       0.6394       0.9288,     249       3.8365       1.9735       1.3185       0.5843       1.0351,     249       3.4501       2.0071       1.8660       0.8352       1.3170,     249       4.8345       2.6902       2.6732       0.7975       0.9062,     249       3.6547       2.1228       1.3908       0.9519       0.8624
     250       1.3572       2.1473       1.9578       0.4750       0.8469,     250       2.0914       2.1792       2.0217       0.7820       1.1042,     250       2.1022       1.8155       0.7906       0.6406       0.5489,     250       3.2262       1.9200       1.0592       0.9988       0.8581,     250       3.7410       2.8221       1.0047       0.3166       0.5929,     250       3.6680       2.1810       1.2994       0.5988       0.8612,     250       4.8137       1.7904       1.7616       1.0925       0.6621,     250       4.5897       2.2216       1.6051       0.9256       0.5899,     250       4.2630       1.8747       1.3700       0.5165       0.6680,     250       3.9395       1.9304       1.1655       1.0263       0.7048
     251       1.3513       2.4275       1.7957       0.6442       0.3631,     251       1.8095       2.3965       1.9405       1.2535       1.7522,     251       2.6708       1.5383       1.0200       0.6685       0.7684,     251       2.8861       1.7852       1.3078       0.6845       0.8121,     251       3.9558       2.7841       1.0681       0.7601       1.1159,     251       2.8263       2.2364       1.2673       0.2157       0.8444,     251       4.0076       1.7490       1.7105       0.7727       0.3160,     251       5.2669       1.7641       1.8452       1.2472       1.2128,     251       3.8854       1.9120       1.7252       0.5989       0.4301,     251       2.9151       1.8968       1.5400       1.1007       1.2060
     252       1.5341       1.7896       0.9150       0.4153       0.3935,     252       2.0605       2.3438       2.0019       0.7617       1.0399,     252       2.1292       1.5189       0.9152       0.7968       0.6413,     252       3.4239       1.9153       1.3328       0.6604       0.8924,     252       2.7995       3.5046       0.9799       0.7395       0.3294,     252       2.8565       2.2321       1.3713       0.5755       0.4131,     252       4.6834       2.0354       1.6186       1.0405       1.1625,     252       4.3726       2.0206       1.7496       1.2332       1.0777,     252       4.8286       2.2254       1.5890       0.7764       0.4132,     252       5.0701       2.2342       1.0593       0.5085       0.4448
     253       1.2726       2.0462       1.6789       0.6369       0.3603,     253       2.7489       2.1463       2.5590       0.6998       0.4065,     253       2.4045       1.3962       0.5290       0.3832       0.6441,     253       3.8660       2.0365       1.0125       1.0531       0.9290,     253       3.4578       3.2660       1.2215       0.8365       1.3958,     253       3.2757       2.4591       1.3019       0.8882       0.8842,     253       4.7061       1.9957       2.0505       0.4225       0.7071,     253       4.9360       1.8558       2.0005       1.0570       1.1716,     253       4.5418       2.3063       1.2301       0.6192       0.3669,     253       5.1890       1.8560       1.2864       0.5787       0.3936
     254       1.3567       2.3054       1.6901       0.8355       1.1899,     254       2.5883       2.3345       1.9966       0.7945       0.6737,     254       2.3577       1.2519       0.5339       0.5126       0.3717,     254       4.2842       2.0371       2.0702       0.7060       0.9194,     254       4.0611       3.5365       1.7670       0.6352       1.3565,     254       3.0537       2.3195       1.1128       1.2187       1.2245,     254       4.2685       1.9329       2.1505       0.5381       1.4278,     254       4.8774       1.8598       2.4518       0.7396       1.1362,     254       4.2440       2.6455       2.7026       0.7511       0.7804,     254       4.6991       2.1012       1.6559       0.8056       0.8689
     255       1.7472       2.1116       2.0446       0.9653       0.7643,     255       2.9156       2.6000       2.5104       0.8091       1.8254,     255       2.0642       1.5738       0.8749       0.7929       1.0144,     255       3.8590       1.9062       1.0882       0.8492       0.6872,     255       3.6470       3.2719       1.0764       0.9498       0.8221,     255       3.1927       2.6425       1.7264       0.6021       1.2884,     255       4.1759       1.8647       2.1375       0.5793       1.6394,     255       4.8200       1.8987       2.0127       0.8341       0.7434,     255       3.3646       2.2440       1.2048       0.7817       0.3702,     255       3.8647       2.0295       1.4699       0.6452       0.9034
     256       1.4549       2.4645       1.1442       0.7085       0.7392,     256       2.1049       2.4149       2.1483       1.0603       1.2331,     256       2.9989       1.2917       1.3812       0.9427       0.5476,     256       4.5459       2.1635       2.2735       0.6518       0.5104,     256       4.6354       3.7192       1.1940       0.8913       0.6694,     256       2.5619       2.3345       1.4272       1.0367       0.6697,     256       5.2515       1.9199       1.4921       0.9266       1.6867,     256       5.9670       1.8683       2.6676       1.1880       1.8572,     256       3.5205       2.4262       0.9983       1.0445       0.7822,     256       5.1088       2.5515       1.4693       0.5925       1.2418
     257       1.4191       2.1928       0.6681       0.7820       0.5510,     257       2.4080       2.5060       2.3673       1.1445       1.0444,     257       2.7230       1.6591       0.8882       0.9522       0.8162,     257       4.3885       1.6931       1.8734       0.8202       0.5236,     257       3.8983       3.7390       1.5087       0.9788       0.4204,     257       4.0540       2.2185       1.2963       1.4745       1.2800,     257       5.0938       2.2186       0.9286       0.9165       0.5779,     257       5.6892       2.0022       2.3591       1.5194       1.5197,     257       2.6058       2.7558       2.5110       0.8190       1.1431,     257       4.1467       2.0100       1.1405       0.4227       0.3194
     258       1.6195       2.3204       1.8133       0.6206       0.7008,     258       3.0265       2.3258       3.1246       1.2616       2.4983,     258       3.0518       1.9933       1.2200       0.8157       1.6481,     258       4.1573       1.6721       1.6885       0.8471       0.6124,     258       4.1235       3.0144       1.0366       0.8883       0.5175,     258       3.1614       2.1835       1.1504       0.5390       0.7206,     258       4.5349       1.7968       1.2912       0.5221       0.2435,     258       5.0618       2.3978       3.3185       1.3501       1.9961,     258       2.3250       2.5092       1.9057       1.0871       1.3589,     258       3.7299       1.9627       1.7721       1.0027       0.6639
     259       1.9295       2.3275       1.9531       0.6956       0.7001,     259       3.4768       2.4029       3.6079       1.5077       3.2446,     259       2.0737       2.0764       1.1933       0.5631       0.6790,     259       3.5710       1.8439       2.1053       0.9995       0.6508,     259       4.2616       2.9028       1.5464       0.5916       1.5256,     259       3.1809       2.2784       0.9551       0.9442       1.0803,     259       4.9431       2.2215       1.0611       0.8639       0.8182,     259       6.4315       2.2295       3.4976       1.1932       1.7132,     259       1.7660       2.4184       2.3831       0.9132       1.5059,     259       4.8573       2.0639       1.7406       0.4567       0.8942
     260       1.6230       2.0996       1.4284       0.5562       0.7984,     260       3.5190       2.1999       2.9575       1.0233       2.0827,     260       1.3725       1.9046       1.9995       1.0206       1.1678,     260       3.2990       1.9040       2.4505       0.5255       0.3814,     260       3.9543       2.5533       1.6104       1.4113       1.1534,     260       2.8350       2.5200       2.8043       0.6587       0.8281,     260       4.0030       2.0046       1.5264       0.5979       0.4638,     260       5.9299       2.1398       2.6310       1.1949       1.2144,     260       2.5484       1.9052       1.2180       0.9915       1.0562,     260       4.2661       2.2589       1.6872       0.4191       0.7374
     261       1.9319       1.7129       1.7167       0.7725       0.7991,     261       4.5329       2.0394       2.5378       0.7458       0.6618,     261       1.7699       2.0129       0.6904       0.7468       0.5399,     261       4.1699       1.8697       2.4925       0.9591       0.8709,     261       2.2626       2.6664       1.2173       0.4807       0.7864,     261       2.0121       2.4578       2.3403       0.7175       0.9116,     261       4.3798       1.9769       1.7173       0.7081       0.7975,     261       6.8718       1.9651       2.5023       1.4498       1.9120,     261       2.6068       2.0824       1.8728       0.8466       1.5563,     261       4.3460       2.0431       3.0346       1.4398       1.4985
     262       1.7812       1.9754       1.9699       0.5242       0.5356,     262       3.0393       1.9730       3.0064       1.3414       2.4985,     262       2.4367       1.9838       1.2484       0.9239       1.3432,     262       4.0037       1.6455       2.4112       0.7694       0.9115,     262       2.9468       2.4277       1.3679       0.6362       1.0570,     262       2.2304       2.2440       1.5887       0.8409       0.9508,     262       3.9723       1.9868       1.0828       1.0086       0.7415,     262       5.3118       1.8128       1.7804       1.1055       1.1547,     262       2.3545       2.2703       1.4781       0.5162       1.1915,     262       7.2602       2.1118       1.4889       0.6574       0.9588
     263       1.3819       1.9950       1.9737       0.3402       0.6941,     263       3.3188       2.1128       2.9379       0.9246       2.0184,     263       1.8324       1.8704       0.7819       0.6333       0.6420,     263       5.5021       1.8035       1.3974       0.7941       1.3446,     263       2.9900       2.1602       1.5641       0.5196       1.3011,     263       2.2221       2.2776       1.2074       1.0980       0.9270,     263       3.3956       2.1344       2.5742       0.6599       0.8795,     263       5.7515       2.1732       1.9637       1.0591       1.0857,     263       2.1974       2.1579       1.9785       0.6465       1.7256,     263       5.6033       1.7753       0.9270       0.3451       0.4528
     264       2.7307       1.8070       1.8905       0.7179       0.5144,     264       4.2121       2.0472       2.8173       0.9207       1.1244,     264       1.4250       1.7727       0.5611       0.5504       0.3936,     264       3.7509       1.6244       1.5716       1.4582       1.4226,     264       3.1619       2.4904       1.3827       0.7112       1.2970,     264       2.1644       2.2118       1.8087       1.1622       1.0959,     264       4.7441       1.7854       1.6663       0.9446       0.9040,     264       6.1382       1.9296       1.5083       1.0074       1.3301,     264       2.4957       1.9981       1.6696       0.5529       1.2140,     264       6.4354       2.2922       1.3779       0.8494       1.5072
     265       1.9629       1.9673       1.5487       0.5573       0.4026,     265       4.9494       2.5786       3.6568       1.3185       2.4446,     265       1.0163       1.8409       0.7005       0.6382       0.6121,     265       5.2824       1.5174       1.0774       0.4232       0.5959,     265       3.8270       2.2869       1.4545       0.4586       0.7762,     265       2.0635       2.6238       1.2712       1.1130       0.7511,     265       5.2291       2.1098       1.1143       0.6118       0.3494,     265       4.7973       2.0527       1.7247       0.8708       0.6573,     265       4.6719       1.9460       1.9803       0.9026       1.0764,     265       5.4449       2.3293       0.8750       0.8722       1.5031
