#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
      96       1.9721       2.8049       1.9386       0.4368       0.7711,      96       1.6834       1.6532       1.5144       0.4543       0.8310,      96       2.0595       1.3342       1.1242       0.5064       0.5772,      96       4.2681       1.8601       1.2588       0.9284       0.5920,      96       2.4156       2.2858       0.4687       0.4086       0.4596,      96       1.4759       1.9171       1.0117       0.3191       0.1588,      96       0.8920       1.4165       0.5519       0.6358       0.7157,      96       1.7626       1.5483       1.0533       0.6744       0.3662,      96       5.2212       1.7686       3.1966       0.8315       0.7111,      96       2.0679       1.2542       0.8940       0.6731       0.6667
      97       1.4347       2.7253       1.6931       0.3317       0.4486,      97       1.6116       2.3635       1.1103       0.5213       0.4369,      97       1.1983       1.3374       1.0498       0.7972       0.8332,      97       3.6537       1.7812       2.3730       0.7785       1.0384,      97       2.8294       2.6874       1.1460       0.6077       0.6845,      97       2.1875       2.1385       1.0864       0.6035       1.3259,      97       1.8036       1.3199       0.2792       0.4670       0.3338,      97       1.6113       1.5601       0.8939       0.5935       0.3695,      97       4.7664       1.8635       2.7152       0.9531       0.7770,      97       2.0785       1.4837       1.2376       0.5413       0.7360
      98       1.6367       2.6811       1.7211       0.8466       1.1443,      98       1.4086       2.2080       0.5423       0.6359       0.5049,      98       1.4970       1.4409       1.2820       0.4786       0.9971,      98       3.8034       1.8316       1.9248       0.4943       0.5380,      98       2.1035       2.6838       0.7921       0.8081       0.5962,      98       1.7892       1.7875       0.3619       0.5434       0.5984,      98       1.4037       1.4049       1.5877       1.0731       0.9847,      98       1.8572       1.6014       0.8926       0.3493       0.8526,      98       4.5629       2.0167       2.7373       0.7951       0.7455,      98       2.5881       1.7139       0.8357       0.6218       0.3888
      99       1.0590       2.8473       1.8783       0.8106       0.7092,      99       1.4491       2.0285       0.7108       0.5912       1.0366,      99       1.7705       1.2368       1.1169       0.5365       0.6998,      99       3.4896       1.7697       1.7594       0.5784       0.7728,      99       1.2321       2.3689       1.1208       0.7175       0.6893,      99       2.1445       1.8333       1.4744       0.4651       0.5836,      99       2.0493       1.6824       1.2891       0.8425       0.7438,      99       1.9468       1.5032       1.4224       0.7619       0.5659,      99       5.1176       2.0206       2.9600       1.0037       0.7166,      99       2.4970       1.8518       0.5270       0.6907       0.7276
     100       0.9956       2.3823       0.6968       0.3971       0.2999,     100       1.9681       1.7158       0.6592       0.6713       0.4936,     100       1.2908       1.1755       0.5030       0.6067       0.3050,     100       3.4635       1.7268       1.4654       0.5256       0.3721,     100       2.2000       2.8920       0.8209       0.6556       1.0394,     100       2.3061       1.9484       1.0174       0.2771       0.6079,     100       2.1181       1.8366       2.4267       0.7100       0.7131,     100       1.5163       1.6379       0.9427       0.7650       0.9093,     100       4.6944       1.9708       2.9510       1.0734       1.0218,     100       2.1116       1.9125       0.4697       0.4310       0.3239
     101       1.2967       2.4391       0.8617       0.3912       0.7241,     101       1.1206       1.7499       0.6759       0.5177       0.4400,     101       1.2986       1.2756       1.5658       0.6179       0.3565,     101       3.2023       1.7798       1.7239       0.9816       0.9677,     101       2.5636       3.0272       0.8672       0.5722       0.4315,     101       1.9725       2.0185       0.7998       0.3630       0.7208,     101       1.9835       2.1891       1.6367       1.0069       1.0074,     101       2.3125       1.8752       1.1439       0.9147       0.5617,     101       4.6662       2.1754       3.2031       1.1729       1.1517,     101       3.0092       1.2554       0.8702       0.5224       0.6483
     102       1.4370       2.5219       1.0112       0.5002       1.2575,     102       2.0325       2.0810       1.8558       0.5812       0.7858,     102       1.5308       1.2455       1.5504       0.7779       1.3571,     102       3.8490       1.5742       1.2059       0.7837       0.4274,     102       3.2201       3.1212       0.8353       0.3775       0.3082,     102       1.4658       1.9785       0.9395       0.5120       0.9172,     102       2.3295       1.8151       1.7334       1.0538       1.1706,     102       1.9381       2.0342       0.6733       0.8840       0.7231,     102       4.4801       1.8876       2.9933       0.7580       0.8796,     102       2.4837       1.4636       0.6464       0.5367       0.3502
     103       0.8739       2.6854       2.0532       0.7406       0.5446,     103       2.0426       2.0230       1.7741       0.4384       0.9232,     103       0.9695       1.2191       1.1288       1.0403       1.4726,     103       4.6099       1.7712       2.0073       1.3686       1.5569,     103       2.9413       2.9839       1.0781       0.3620       0.1109,     103       1.6287       1.6947       0.3751       0.5353       0.1155,     103       2.6473       1.9498       1.1517       1.3949       1.2334,     103       3.5761       2.3273       2.3017       0.8833       1.0227,     103       4.6208       2.0361       2.9167       0.7835       0.6308,     103       2.4937       1.3603       0.7764       0.9008       0.7521
     104       1.3211       2.9888       1.2126       0.3674       1.2157,     104       1.2655       1.7309       0.8904       0.3908       0.5308,     104       1.5091       1.2337       1.0717       0.6965       1.0483,     104       4.4515       1.9078       1.8880       1.3765       1.3527,     104       2.7432       2.9402       0.7179       0.4919       0.4156,     104       2.1618       1.7594       0.5170       0.4607       0.5675,     104       2.1657       1.6304       2.4850       1.3869       1.8396,     104       3.3515       2.2970       3.3865       0.8065       0.4059,     104       5.0277       2.4586       3.1610       0.6958       0.7163,     104       2.1123       1.3395       0.8498       0.6097       1.4265
     105       1.9087       3.0247       0.9301       0.7009       1.2367,     105       2.3773       2.1950       1.0345       0.6826       0.7763,     105       1.3549       1.2077       0.8168       0.6350       1.0493,     105       4.5703       1.8167       2.1867       1.0648       1.3207,     105       2.4088       3.2615       0.9197       0.3062       0.2878,     105       1.9781       1.6842       1.5857       0.4759       1.4664,     105       2.1246       1.6811       1.0107       0.8371       0.9413,     105       3.2860       2.4132       3.4107       0.7454       0.9742,     105       4.5531       2.0985       2.9554       0.6615       0.6678,     105       2.4975       1.2796       1.0860       0.5059       0.6993
     106       1.5976       2.5046       0.9576       0.5524       1.1286,     106       0.9667       1.8482       0.6245       0.6832       0.5190,     106       2.5236       1.2679       1.2975       0.3424       0.3536,     106       3.6621       1.7746       1.8481       1.2359       1.7363,     106       2.3674       3.2883       0.8960       0.6168       0.6285,     106       1.6847       1.5763       0.5580       0.4604       0.3434,     106       2.3520       1.9822       1.0135       0.8621       1.0916,     106       2.9239       2.1863       3.3190       0.8692       0.8234,     106       4.3592       2.0698       2.9189       0.5915       0.2467,     106       2.0081       1.3271       1.3009       0.3774       0.9151
     107       1.1088       2.6032       0.9841       0.6376       0.6659,     107       1.5390       1.8091       0.6991       0.5960       0.2217,     107       2.6997       1.1907       0.6923       0.7360       1.0636,     107       3.6796       1.6873       1.3444       0.7202       0.5298,     107       2.6183       2.7714       0.6335       0.5816       0.8546,     107       1.8299       1.7453       1.0451       0.4092       0.8061,     107       3.0565       1.5250       1.4631       1.1555       1.2415,     107       2.4276       1.9831       2.9533       1.1102       1.2412,     107       4.4525       1.7582       3.0250       0.9691       0.9767,     107       2.3974       1.4995       1.0652       0.3920       0.4154
     108       1.0476       2.6514       1.0991       0.7619       0.9729,     108       2.7634       1.8269       1.8159       1.1155       0.9697,     108       1.4825       1.2356       1.1771       0.6161       1.0978,     108       4.3154       1.7816       1.9229       0.6121       0.8256,     108       2.4996       2.4250       0.5775       0.6335       0.6763,     108       2.3377       1.6679       1.6314       0.2632       0.7600,     108       1.8170       1.5656       0.9229       1.0837       0.8885,     108       2.7163       1.9616       1.0817       1.0086       0.9153,     108       4.1590       1.8884       2.6907       0.9350       0.7342,     108       1.7054       1.5144       0.9786       0.7007       0.8578
     109       1.4929       2.5205       0.7395       0.4610       0.1338,     109       2.1238       2.1138       1.4446       0.7653       1.1948,     109       1.5642       1.1452       0.6796       0.6950       0.5937,     109       3.9723       1.8894       2.5181       1.0560       1.9240,     109       2.8270       2.2979       0.6209       0.4914       0.8857,     109       2.0092       1.6547       2.1393       0.7476       0.5219,     109       2.2328       1.8862       1.3209       1.0486       1.1139,     109       2.3813       2.0390       0.6724       0.5493       0.5230,     109       3.6290       1.8367       2.7453       0.6102       0.4181,     109       1.5014       1.5225       0.9406       0.5289       0.2217
     110       2.0087       2.6793       1.4003       0.6392       1.9198,     110       1.5974       1.8563       1.1294       0.7062       0.9343,     110       1.2002       1.3811       2.2548       1.0684       1.2722,     110       3.5449       1.8909       1.8335       0.5565       0.9082,     110       2.9171       2.5399       0.8111       0.5138       0.8814,     110       1.8926       1.7940       2.1888       0.4315       0.8174,     110       2.1059       1.7731       1.4435       0.7833       1.1525,     110       2.5706       2.0469       0.7597       0.6004       0.6635,     110       3.8715       2.3382       3.0973       0.8491       0.9951,     110       1.7834       1.5721       1.3346       0.2675       0.1165
     111       1.2305       2.1474       1.7567       0.4155       0.9546,     111       2.0137       1.6221       1.1412       0.5944       0.9797,     111       1.7126       1.1718       1.6707       0.6026       0.4940,     111       3.6275       1.7164       1.6169       0.6780       0.6138,     111       2.6773       2.2595       0.6356       0.5287       0.7796,     111       2.1716       1.6854       2.1700       0.8179       0.7669,     111       2.7007       1.4698       1.4311       1.0030       1.2877,     111       2.2684       2.0098       1.2115       0.9531       1.0005,     111       3.1148       1.9897       2.0460       0.9757       0.8648,     111       2.8043       1.5405       1.1109       0.6418       0.4861
     112       1.7131       2.4239       1.2089       0.3429       0.8529,     112       2.5498       2.1943       0.8559       0.7838       0.8538,     112       1.4627       1.3801       0.6286       0.4737       0.6207,     112       4.2038       1.8397       1.9852       0.5995       0.7629,     112       2.2863       2.8335       0.8988       0.6363       1.4425,     112       3.0655       2.0825       1.6939       0.7267       0.4803,     112       1.6642       1.6516       1.0431       0.7523       0.8385,     112       2.4208       2.0077       0.9654       0.6573       0.7267,     112       3.4405       2.1759       2.8105       0.7782       0.8191,     112       1.8758       1.7725       0.9619       0.6996       0.7265
     113       1.4435       1.7101       1.0043       1.0524       0.9560,     113       2.2194       1.9222       0.8609       0.6258       1.4206,     113       2.5109       1.1994       1.1799       0.2838       0.2948,     113       4.8613       1.9455       2.4065       0.6235       0.7630,     113       2.1255       2.5301       0.7259       0.5534       0.8702,     113       2.5648       1.8927       1.5660       0.7094       0.5703,     113       1.4250       1.5091       0.9069       0.7047       0.5184,     113       1.9988       2.0242       1.0881       0.8864       1.1173,     113       2.9597       1.7068       2.4896       0.8862       0.7005,     113       1.6012       1.6201       1.0951       0.9338       0.8449
     114       1.8364       2.1914       0.8933       0.2391       0.8171,     114       1.9459       2.0776       0.8593       0.3036       0.4018,     114       1.6966       1.2306       1.0553       0.5047       1.1495,     114       3.2439       2.3209       2.4400       0.5963       0.9637,     114       1.7488       2.2269       1.5415       0.7924       0.6830,     114       2.9641       2.0871       1.7119       0.5541       0.4165,     114       2.3422       1.3984       0.9786       0.7270       0.4035,     114       3.2418       1.6044       0.8998       0.5508       0.5403,     114       3.4467       1.7241       2.4390       0.8097       0.9022,     114       2.0385       1.8663       1.0836       0.5865       0.5137
     115       1.5992       1.9981       0.8227       0.6583       0.7048,     115       1.4602       1.9819       0.4902       0.5335       0.3880,     115       2.3451       1.2384       1.0639       0.5914       0.5006,     115       3.9123       2.0352       1.3314       0.5015       0.7549,     115       2.1454       2.2590       1.0848       0.5528       1.1695,     115       2.5031       1.9822       1.8919       0.8173       0.5148,     115       2.5376       1.5402       1.3245       0.7908       1.1339,     115       2.5985       1.8030       0.9629       0.7813       0.7848,     115       3.0631       1.7008       2.5174       0.5703       0.5938,     115       1.1676       1.4344       1.4838       0.7303       1.0608
     116       1.6091       2.2817       1.2942       1.1260       1.2779,     116       3.0468       2.2315       1.1001       0.5772       0.4843,     116       1.9527       1.4444       1.3053       0.2227       0.6197,     116       2.8997       2.0424       1.6942       0.5710       0.4787,     116       2.8239       2.2655       1.2255       0.5332       1.5974,     116       2.5928       1.7407       2.1540       0.5533       0.7752,     116       2.2330       1.5786       1.1577       0.8230       0.6149,     116       2.3304       1.6933       1.6264       0.5879       0.3504,     116       3.2260       1.6345       1.7961       0.7442       0.5993,     116       2.5428       1.7862       0.9016       0.5415       0.3656
     117       2.9691       2.4767       1.6063       0.4324       0.9129,     117       2.3297       1.9323       1.3000       0.8815       0.9992,     117       2.2230       1.3078       0.5510       0.4555       0.6800,     117       2.9931       1.9416       1.1516       0.6705       0.7251,     117       2.0331       2.1758       0.5234       0.4414       0.6989,     117       2.6704       1.5075       2.2483       0.6278       0.7989,     117       3.0207       1.5609       1.1966       0.6156       0.6445,     117       2.1594       1.9069       1.0183       0.4962       0.2610,     117       3.1934       1.9904       1.8104       1.0410       0.8168,     117       2.4612       1.9077       1.3926       0.8820       0.5284
     118       1.6709       2.3245       0.9886       0.4081       0.3498,     118       3.2824       1.9225       1.9126       0.6800       1.1077,     118       2.1733       1.2000       1.2022       0.1691       0.7782,     118       3.8324       1.9769       1.6111       0.5915       0.5446,     118       2.1034       2.3001       0.8633       0.6869       0.7233,     118       2.4321       1.5945       2.1826       0.7571       1.0158,     118       2.5757       1.2248       1.3053       0.4070       0.6850,     118       1.5466       1.5658       1.3348       0.8616       0.7017,     118       3.0982       1.8861       2.2942       0.7383       1.0394,     118       3.0407       1.9390       1.2635       0.5640       0.6460
     119       1.9231       2.4142       1.3386       0.4796       0.5483,     119       2.3671       1.8632       0.8471       0.7853       0.9424,     119       2.5247       1.4552       1.7168       0.5120       0.7445,     119       3.4460       1.9983       1.3614       0.5653       0.5603,     119       1.3766       2.1115       0.6376       0.4358       0.6577,     119       2.2667       1.9275       2.1523       0.6873       0.6354,     119       2.0276       1.6611       1.1816       0.7078       0.8320,     119       1.3501       1.7227       0.7582       0.5912       0.7314,     119       3.1167       1.7756       2.3712       1.0009       0.8362,     119       3.3236       2.1284       1.0536       1.0548       1.2747
     120       2.1752       2.0515       0.7824       0.9574       1.1034,     120       2.0652       1.6573       1.4156       0.4695       1.4692,     120       3.0871       1.4002       1.1760       0.5246       0.9787,     120       3.3676       1.9481       1.0274       0.7998       0.7453,     120       1.8153       2.3280       1.0088       0.6146       0.7978,     120       2.4976       1.9707       1.9688       0.5117       0.5722,     120       2.1935       1.4111       1.2978       0.6855       0.4266,     120       1.8959       1.7010       0.9161       0.6555       0.6309,     120       2.7381       1.7649       2.1953       1.0494       1.2203,     120       3.0928       1.6968       0.9088       0.6623       0.5476
     121       2.0542       2.1612       1.1033       0.4935       0.5094,     121       2.2591       1.8052       1.1204       0.3442       0.7618,     121       3.5708       1.5398       1.1796       0.4527       0.9802,     121       3.5121       1.9113       1.2420       0.5769       0.6945,     121       1.7188       2.0402       0.9308       0.7418       0.7039,     121       2.5389       1.9725       1.1342       0.5564       0.8429,     121       2.7700       1.5445       1.2693       0.5879       0.4776,     121       1.6799       1.6219       1.1488       1.0192       0.7474,     121       3.1029       1.8594       2.7952       0.9204       0.8553,     121       3.5895       1.9428       1.0436       0.7276       0.5245
     122       3.1385       1.8645       0.9798       0.3845       0.8122,     122       1.9372       1.4183       0.6269       0.5302       0.4624,     122       3.6744       1.3218       1.2210       0.5986       0.5627,     122       3.0872       1.9351       1.8627       0.5435       0.7755,     122       1.3586       2.4258       0.9049       0.4619       0.5229,     122       1.8374       2.0360       1.8130       0.5806       0.4761,     122       2.6605       1.2813       1.5372       0.6412       0.6458,     122       1.3331       1.6055       1.5350       0.6444       0.3517,     122       3.2302       1.7866       2.5458       1.0982       0.9109,     122       2.6897       1.7341       0.4739       0.4489       0.2959
     123       2.4157       2.0090       0.7546       0.5004       0.2179,     123       2.6355       1.7326       0.6804       0.6724       1.1538,     123       5.3842       1.1822       1.2829       0.3163       0.4897,     123       2.9770       1.9762       1.0811       0.6910       0.5947,     123       1.9882       2.7250       0.6783       0.4353       0.8694,     123       2.1856       2.2148       1.3187       0.5000       1.1348,     123       2.4983       1.7276       1.6739       0.5846       0.8062,     123       1.3287       1.5411       1.1165       0.8490       1.2243,     123       3.4938       1.9029       2.6720       0.9413       0.8544,     123       2.6339       1.7313       0.9325       0.4987       0.3155
     124       2.5334       1.5937       0.8580       0.3344       0.4596,     124       1.5937       1.5309       0.6718       0.4359       0.8323,     124       4.5314       1.2183       1.8021       0.3243       0.7924,     124       3.3495       2.0944       1.0166       0.7543       0.4923,     124       1.3131       2.0396       0.7304       0.4405       0.8039,     124       2.4761       1.8245       0.8565       0.5811       0.5306,     124       1.6445       1.4570       1.5748       0.9550       1.3345,     124       1.4830       1.6611       0.6110       0.6363       0.9634,     124       3.2324       1.7392       1.3963       0.7273       0.7278,     124       2.9512       1.2634       1.6173       0.5845       0.3951
     125       2.1783       1.6409       0.6830       0.3366       0.4578,     125       1.8200       1.7042       0.7204       0.6282       0.1574,     125       3.6088       1.2552       0.5737       0.4731       0.3762,     125       3.3572       1.8128       1.6891       0.7439       0.7887,     125       1.7702       2.6527       0.6831       0.5327       0.5621,     125       2.3409       2.0027       1.2171       0.5101       0.8776,     125       3.0513       1.6036       1.6427       0.7958       1.1856,     125       1.3305       1.7778       1.2283       0.7147       1.1523,     125       2.3757       1.9036       2.0385       0.8195       0.6372,     125       2.7862       1.5179       1.3786       0.6442       0.7269
     126       1.8192       2.0145       0.7397       0.4564       0.5146,     126       1.8002       2.0644       2.7058       0.5281       1.9940,     126       4.1502       1.4660       1.5187       0.4142       1.1084,     126       3.5374       2.0093       1.0444       0.7922       0.6930,     126       1.5469       2.5840       1.0300       0.3595       0.6925,     126       2.7525       2.0071       1.7671       0.4382       1.1656,     126       2.2504       1.7280       1.4231       0.8876       0.9520,     126       1.8665       1.8022       0.9043       0.8484       0.9477,     126       2.9651       1.8783       2.8566       0.7680       0.5109,     126       2.3578       1.4156       1.3456       1.0856       1.1213
     127       1.3628       1.8686       1.5869       0.2952       0.8529,     127       1.6130       1.5781       2.2766       0.5742       1.5780,     127       4.1038       1.3056       1.2549       0.4476       0.6231,     127       2.6058       1.9439       0.6789       0.4672       0.3087,     127       2.0378       1.9853       1.0756       0.5569       0.7884,     127       2.3541       2.3301       0.5661       0.5807       0.3782,     127       2.1293       1.6026       1.1772       0.9225       1.0542,     127       1.8136       1.7390       1.3375       0.8197       0.7291,     127       3.2882       2.0209       2.7793       1.3942       1.2402,     127       1.9625       1.4334       1.1158       0.6197       0.6216
     128       1.6261       1.5836       1.0676       0.4667       1.0062,     128       2.6309       1.8703       0.9017       0.7874       1.0036,     128       5.0636       1.2247       1.4677       0.2177       1.1649,     128       3.1795       1.8255       1.4532       0.8481       1.2490,     128       1.7177       2.3442       1.0428       0.4643       0.9554,     128       2.8275       1.8887       1.1941       0.5330       1.0007,     128       2.0267       1.6764       1.2878       0.9989       1.2312,     128       1.5057       1.7293       1.3151       0.5828       0.6550,     128       2.2682       1.8973       2.5991       0.9253       0.8672,     128       2.4240       1.6535       1.8697       1.4188       1.5076
     129       1.6363       1.8922       0.3809       0.5693       0.4099,     129       2.9915       1.8781       1.9426       1.0148       0.8072,     129       4.3128       1.4146       1.7506       0.4871       1.5789,     129       3.5134       1.5977       1.3615       0.7832       0.5558,     129       2.1397       2.5169       0.7943       0.4760       0.6719,     129       2.9760       1.7638       2.7555       0.2631       0.7912,     129       1.8946       1.5576       1.1831       1.0317       1.3022,     129       2.7320       1.6277       1.1209       0.5014       0.2524,     129       1.9260       1.7268       1.7950       0.9972       1.0754,     129       1.7864       1.8761       1.2738       0.7656       0.3784
     130       1.9474       1.7365       1.0175       0.3542       0.6319,     130       2.2002       1.5418       2.6499       0.6963       1.5969,     130       4.1407       1.4318       1.0403       0.7750       0.9633,     130       3.5445       1.6468       1.1247       0.9701       0.6969,     130       2.2539       2.6107       0.5569       0.4440       0.6391,     130       2.6062       1.8109       0.7944       0.7465       0.3853,     130       2.0807       1.5890       1.4886       0.7131       0.6089,     130       2.2487       1.6550       1.1670       0.8210       0.5668,     130       3.0241       1.8642       2.8690       1.0679       0.8416,     130       2.1036       1.5573       1.0790       0.8909       0.5858
     131       1.9307       2.0907       1.6486       0.6168       1.7705,     131       3.3690       1.8750       2.7757       0.5746       1.6470,     131       4.5774       1.4728       2.8253       0.3955       1.0314,     131       3.8856       1.8424       1.5321       0.4781       0.7580,     131       1.3306       2.8101       0.4921       0.5689       0.3546,     131       2.0737       1.6217       1.6585       0.6891       0.8938,     131       2.2741       1.6184       1.1255       0.6414       0.5466,     131       2.2809       1.4246       1.2485       0.6064       0.9406,     131       3.2160       2.1402       1.7009       0.5872       0.9218,     131       1.4714       1.8871       0.8722       0.6593       0.7773
     132       2.8528       1.9148       1.2681       0.6440       0.9536,     132       2.9435       2.2584       2.7258       1.2957       1.6007,     132       5.0646       1.4590       3.1621       0.6722       0.9941,     132       3.0771       1.7771       1.2727       0.4640       0.5072,     132       1.5319       2.4178       0.9739       0.4533       1.1535,     132       3.1043       1.9556       0.6066       0.5256       0.1533,     132       2.5369       1.6822       1.4215       0.9316       0.9621,     132       2.7748       1.6278       1.1737       0.5968       0.5612,     132       2.9506       1.6964       1.1153       0.9746       0.8452,     132       2.4408       1.6599       0.8917       0.6989       0.4898
     133       1.3546       1.9044       0.8371       0.3245       0.5360,     133       2.9460       2.2553       2.6011       0.7193       1.0137,     133       4.7732       1.2412       2.8518       0.6722       0.8805,     133       3.1381       1.6502       1.6369       0.7592       0.4193,     133       1.1570       2.5485       0.7515       0.6609       0.4287,     133       2.7575       1.8869       1.9561       0.5492       0.6542,     133       2.0987       1.9690       1.2725       0.5405       0.4136,     133       1.8492       1.5048       1.2266       0.6120       1.0788,     133       3.0357       1.7799       1.7112       1.2288       1.3136,     133       1.6947       2.0088       1.2131       0.6861       0.7935
     134       2.1875       2.1561       0.5639       0.6227       0.6813,     134       3.2629       2.0124       2.9225       0.3449       1.6208,     134       5.7084       1.2800       2.9808       0.4580       0.8920,     134       3.1866       1.7414       1.3892       0.5203       1.0594,     134       1.9706       2.1122       0.9217       0.7455       0.8102,     134       2.6640       1.8505       2.1200       0.7762       0.9501,     134       2.0025       1.9710       1.2508       0.8191       0.7068,     134       2.3124       1.5659       1.1993       0.5190       0.5936,     134       3.0617       1.8596       2.6744       1.0656       1.0501,     134       1.4503       1.6756       1.1454       0.5495       0.1834
     135       2.8488       2.0273       1.1392       0.5399       1.4066,     135       3.5159       2.3605       2.8982       0.6449       1.3869,     135       3.8492       1.2209       2.1095       0.8272       0.8751,     135       3.1643       1.8913       1.7314       0.7076       0.6561,     135       1.5816       2.1728       1.4063       0.7345       0.7238,     135       2.2313       1.8407       2.4242       0.8219       0.5579,     135       2.0297       1.7678       0.9607       0.7365       0.6903,     135       2.5960       1.4944       1.3510       0.6580       0.8348,     135       2.2930       1.6143       1.4124       0.7700       1.3780,     135       2.3248       1.6128       1.2448       0.8426       0.6810
     136       2.3772       2.0249       0.7238       0.5686       0.9601,     136       2.2455       2.1468       2.9330       0.8672       1.4602,     136       3.5993       1.2558       2.1322       0.7833       0.7654,     136       3.9239       1.7181       0.8728       0.5456       0.7221,     136       2.6219       2.4046       0.8293       0.9342       1.0212,     136       2.5051       2.1090       2.6613       0.9033       0.6046,     136       1.9971       1.2885       1.4200       0.9775       0.9043,     136       3.2381       1.6451       1.2933       0.6093       0.5402,     136       2.9791       1.9562       1.0779       1.0382       0.7713,     136       2.5673       1.8114       0.8603       0.8901       0.5392
     137       2.9071       2.1482       0.9840       0.6518       0.7617,     137       2.0211       2.1690       2.3949       1.0232       0.8346,     137       2.3221       1.2881       1.8271       0.6229       0.6443,     137       3.3600       1.8417       1.7103       0.5177       0.4553,     137       1.6615       1.8265       0.6222       0.3948       0.2750,     137       1.8551       1.8509       0.8507       0.5686       0.1860,     137       1.7062       1.3431       1.8697       0.8413       1.0290,     137       3.1883       1.6428       2.9936       0.5068       0.5646,     137       2.0766       1.8726       2.1664       0.6867       0.4594,     137       3.1370       1.9817       0.8179       0.5392       0.5412
     138       2.7153       2.0535       0.5494       0.5407       0.5962,     138       1.1107       1.8659       2.8560       1.2891       2.1765,     138       3.1948       1.2639       2.1524       0.6432       0.9094,     138       3.7601       1.8282       0.7608       0.5655       0.7430,     138       1.5236       2.4709       0.4014       0.5282       0.4551,     138       1.7952       2.1993       1.1678       0.2844       0.9183,     138       1.6033       1.6548       2.2063       0.6034       0.3585,     138       1.9824       1.8098       2.7985       0.4763       0.7133,     138       2.4704       1.7093       0.7415       1.0321       1.1293,     138       3.0806       1.6773       0.5615       0.4609       0.3139
     139       2.4249       1.7554       0.8950       0.4781       0.7768,     139       2.1984       1.7183       2.8538       1.2680       2.1623,     139       2.6179       1.3904       1.7354       0.5563       1.4689,     139       3.5326       1.9356       1.0242       0.9451       0.5864,     139       1.9054       2.5665       0.6645       0.6011       0.4681,     139       2.1933       1.9721       1.3946       0.9465       0.7124,     139       2.0119       2.0175       1.7524       1.2502       1.5232,     139       2.4772       1.7070       2.4294       0.9963       0.6693,     139       2.4666       1.7171       1.1371       0.6891       0.6726,     139       3.3678       1.7824       0.5797       0.3970       0.4199
     140       2.3982       2.1259       0.9635       0.6013       0.9871,     140       1.5596       1.9335       3.4519       1.2709       2.9144,     140       2.5082       1.2254       0.7681       0.4893       0.6223,     140       4.6362       1.8763       1.2243       0.8750       1.0838,     140       2.1721       2.5953       0.7550       0.6653       0.7685,     140       2.8489       1.7931       1.2136       0.6822       0.2643,     140       1.8400       1.7136       1.2800       0.8421       0.8473,     140       2.7303       1.5596       2.6527       0.5587       0.3440,     140       3.0795       2.0256       0.6751       0.6317       0.7354,     140       2.2161       1.7911       1.0093       0.8036       0.3601
     141       1.9571       1.6705       0.9031       0.7088       0.5321,     141       2.1405       2.3503       3.1099       1.5556       2.7263,     141       2.3622       1.3300       1.2894       0.6283       0.9652,     141       3.9139       1.8688       1.1840       0.6386       0.6514,     141       2.2507       2.3399       0.6441       0.6297       1.2262,     141       2.0558       1.6986       1.7459       0.6821       0.6327,     141       2.2037       1.8124       1.5823       0.9882       1.0517,     141       3.2295       1.8485       0.8587       0.5013       0.4128,     141       3.6453       1.9660       1.0290       0.4673       0.5009,     141       2.3318       2.1855       1.0127       0.7880       0.6934
     142       2.1331       2.0059       1.5252       0.4880       0.8263,     142       1.8457       2.6853       2.6814       0.7640       1.2407,     142       1.8714       1.3546       1.7621       0.5520       1.5793,     142       3.0107       1.8792       1.6625       0.8062       0.7262,     142       1.9180       2.3372       1.1987       0.8553       0.7404,     142       2.3550       1.6614       2.4551       0.6134       0.6852,     142       2.3006       1.9747       1.4472       0.9590       1.2233,     142       1.9668       1.7552       2.6011       0.6969       1.0186,     142       3.2997       2.1251       0.8928       0.8862       0.7906,     142       2.6983       2.2182       0.6842       0.6041       0.4952
     143       2.4094       2.4889       0.9570       0.5224       0.7602,     143       2.0140       2.3808       2.7251       0.9547       1.5294,     143       1.8395       1.3458       1.6278       0.4816       1.0963,     143       3.7274       1.9424       1.1312       1.0017       1.3349,     143       2.2518       2.2201       0.5518       0.7018       0.8569,     143       3.3136       1.3124       1.4078       0.5910       0.5186,     143       2.3448       1.8072       0.9978       0.6967       0.6843,     143       2.8636       1.7299       2.3090       0.6545       0.7180,     143       3.4432       2.0454       0.9352       0.6652       0.9719,     143       2.3291       1.8655       1.4181       0.4503       0.4419
