#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4213       0.2322       0.7503       0.6255       0.6325
       3       1.6151       0.2275       0.8386       0.6730       0.6448
       4       1.7015       0.2138       0.8353       0.7303       0.8539
       5       1.7361       0.2284       0.9692       0.7799       0.7030
       6       1.7050       0.2290       0.8263       0.7832       0.7250
       7       1.6498       0.3587       0.9053       0.5394       1.0487
       8       1.6219       0.3580       0.9842       0.5773       0.8380
       9       1.7166       0.3338       0.8447       0.4428       0.5774
      10       1.6814       0.3425       0.8065       0.6472       0.7184
      11       1.6244       0.3414       0.8217       0.6177       0.5726
      12       1.4370       0.7266       2.9528       0.4153       0.3845
      13       1.4635       0.7145       2.6100       0.5405       0.4567
      14       1.5572       0.7726       3.3565       0.7407       0.7826
      15       1.4788       0.8522       3.6965       0.9169       1.6379
      16       1.3829       0.8714       3.0201       0.5861       0.4460
      17       1.4490       1.2107       3.3918       1.0059       1.0465
      18       1.1512       1.1496       3.3208       1.7463       1.6227
      19       2.6866       1.2518       2.9924       1.0168       1.1923
      20       2.6688       1.3959       2.3233       1.1439       1.3835
      21       2.7750       1.5001       2.7321       1.0970       1.2396
      22       2.5485       1.6189       2.2232       1.1380       1.2870
      23       2.8926       1.6665       2.5008       0.9268       1.2757
      24       2.2222       1.6912       2.2149       1.2053       1.5718
      25       2.5043       1.3795       1.9032       0.8360       0.9416
      26       2.4176       1.4704       3.5743       1.3295       1.8063
      27       2.5493       1.5422       3.1607       1.1136       1.0689
      28       2.0325       1.4862       2.9780       0.6647       1.2585
      29       2.7148       1.5653       3.2691       1.4400       2.3746
      30       2.0244       1.6137       2.7594       0.9913       1.2142
      31       1.1028       1.4227       3.2594       0.9427       1.1001
      32       2.9808       1.5922       2.1326       0.4816       0.9782
      33       1.8683       1.6258       2.5187       0.7517       1.4830
      34       2.5547       1.6124       2.4059       0.7615       1.1710
      35       2.5171       1.5582       2.0095       0.9639       1.0958
      36       1.4388       1.5520       2.0455       1.1791       1.3696
      37       1.1596       1.7266       2.1820       1.1156       1.3361
      38       1.2175       1.8068       2.3561       0.6381       0.8054
      39       1.1609       2.0151       2.4099       0.8229       0.7898
      40       1.2093       2.5555       2.5994       1.2893       1.4044
      41       2.1028       2.2642       2.0516       1.0697       1.1455
      42       1.9242       1.6512       2.1171       1.2390       1.1289
      43       2.1623       2.0992       2.0923       1.2481       1.4185
      44       2.5617       2.0485       2.0422       1.1260       1.1776
      45       1.2743       2.0321       2.5334       0.9016       0.9164
      46       1.7056       1.9058       2.0919       0.8794       1.1018
      47       1.2563       2.2101       1.5492       0.8931       1.0557
      48       1.4828       1.8718       2.6966       1.2872       1.1647
      49       1.1797       1.7615       0.6976       0.7836       0.7455
      50       1.2850       1.9481       1.0922       0.9019       0.8047
      51       1.2681       1.9965       1.6867       0.9720       1.5491
      52       1.2419       1.9445       2.1427       0.9638       0.8593
      53       1.9004       1.8403       2.8437       0.9388       0.9968
      54       2.8947       1.9921       2.3163       0.7002       0.8575
      55       3.2367       2.0472       2.7391       0.5024       0.8286
      56       2.1216       1.8718       2.4643       1.1608       1.2022
