#Frame           CRBN        GSPT1
       1       0.0000       0.0000
       2       0.1705       1.5481
       3       0.1739       1.6617
       4       0.1790       1.7148
       5       0.1781       1.6459
       6       0.1809       1.6954
       7       0.3130       1.6886
       8       0.2934       1.6342
       9       0.3150       1.6426
      10       0.2991       1.7094
      11       0.2959       1.7069
      12       0.6855       1.4396
      13       0.7178       1.5175
      14       0.7430       1.5230
      15       0.7153       1.6871
      16       0.7993       1.4870
      17       1.1788       1.6420
      18       1.2067       1.2645
      19       1.2139       1.1380
      20       1.4432       1.1386
      21       1.3305       1.1990
      22       1.3023       1.1265
      23       1.4155       1.0713
      24       1.3922       0.9350
      25       1.3470       0.8600
      26       1.4468       1.0486
      27       1.4364       0.9948
      28       1.3748       1.3253
      29       1.4943       1.1598
      30       1.3906       1.5429
      31       1.2260       0.9883
      32       1.3753       1.1772
      33       1.1538       1.2700
      34       1.1774       1.1001
      35       1.2222       1.2724
      36       1.1582       1.4677
      37       1.5174       1.6678
      38       1.2922       2.4462
      39       1.2577       2.0480
      40       1.4172       1.5672
      41       1.3691       1.5752
      42       1.2205       1.6834
      43       1.2340       1.9475
      44       1.3812       2.5069
      45       1.5952       2.2447
      46       1.7428       1.9399
      47       1.3992       1.7889
      48       1.6159       2.4156
      49       1.2329       2.6960
      50       1.4653       2.4200
      51       1.3849       2.6769
      52       1.4221       2.0128
      53       1.4185       2.7941
      54       1.4629       2.1957
      55       1.3009       2.8390
      56       1.4716       2.9275
      57       1.4952       3.1405
      58       1.3442       3.4299
      59       1.4326       2.9713
      60       1.6811       2.4670
      61       1.5022       2.5480
      62       1.5536       2.5485
      63       1.6534       2.1747
      64       1.4684       2.8690
      65       1.5116       3.2646
      66       1.2183       3.8069
      67       1.3982       3.6092
      68       1.4496       4.1687
      69       1.3508       4.5920
      70       1.5724       4.4563
      71       1.5332       3.5194
      72       1.5113       3.7799
      73       1.3696       3.4207
      74       1.3931       3.1261
      75       1.6168       3.9936
      76       1.5701       3.9266
      77       1.6323       3.8849
      78       1.6447       5.1458
