#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.6100       0.1878       1.1811       0.8802       1.0975
       3       1.7621       0.1756       1.1585       0.8289       1.0815
       4       1.7858       0.1752       1.2331       0.9449       1.1738
       5       1.8418       0.1794       1.1982       0.8599       1.1951
       6       1.8075       0.1796       1.2867       0.8342       1.0964
       7       1.8328       0.2782       1.6530       0.8052       1.1405
       8       1.8010       0.2963       1.5345       0.7007       1.1007
       9       1.8154       0.3189       1.5484       0.7255       1.1221
      10       1.8370       0.3038       1.5113       0.7112       1.2041
      11       1.8404       0.2983       1.6337       0.8575       1.2261
      12       1.7938       0.6255       1.9741       0.6471       1.1061
      13       2.0866       0.7300       1.6239       0.6269       1.2049
      14       2.3081       0.7249       1.9731       0.8339       1.6070
      15       2.3420       0.8700       2.2531       0.3957       1.3011
      16       2.5949       0.8393       1.9322       0.5166       1.4431
      17       2.4128       1.0053       1.3719       0.6627       0.8937
      18       3.3355       1.0297       1.3262       0.4837       0.8598
      19       2.9270       1.0793       1.6507       0.7928       1.2390
      20       2.5263       1.1023       1.7236       0.7419       0.9876
      21       2.3816       1.0850       1.5524       0.8876       1.1526
      22       2.8588       1.1712       1.8593       0.5810       0.7141
      23       3.3372       1.2813       1.8139       0.3241       0.4424
      24       3.4826       1.3900       1.6894       0.2799       0.4891
      25       2.2761       1.2630       0.8414       0.4731       0.3674
      26       2.8352       1.3202       1.6206       0.3979       0.4910
      27       2.5650       1.2976       1.6015       0.3913       0.6458
      28       2.4862       1.4687       2.2028       0.3183       0.4457
      29       3.0404       1.4827       2.1369       0.4425       0.7357
      30       3.0814       1.5615       2.5608       0.5242       0.6937
      31       3.1149       1.5041       2.9013       0.4300       0.4234
      32       2.3088       1.4343       2.3714       0.2465       0.1822
      33       2.8142       1.5376       2.5207       0.5354       0.8573
      34       2.7431       1.5573       2.2559       0.3865       0.4840
      35       2.7136       1.5146       2.3574       0.3672       0.3910
      36       2.5384       1.7544       2.5043       0.2192       0.2076
      37       2.2271       1.6461       2.5414       0.3486       0.5213
      38       2.7857       1.6309       2.3748       0.4693       0.5292
      39       3.4155       1.6099       2.6310       0.4206       0.6950
      40       2.8516       1.7256       2.5639       0.4140       0.6995
      41       2.4251       1.7005       2.4385       0.5204       0.5117
      42       2.5406       1.6080       2.4835       0.4490       0.4085
      43       2.3120       1.6811       2.5195       0.2539       0.5614
      44       2.6256       1.4672       2.6253       0.4933       0.7272
      45       2.1025       1.6326       2.3588       0.4668       0.4877
      46       2.0671       1.5947       2.4516       0.2470       0.3578
      47       2.7035       1.7762       2.5291       0.5961       0.8347
      48       3.0065       1.7761       2.7894       0.3681       0.4282
      49       3.1637       1.5673       2.5357       0.5224       0.7288
      50       2.5295       1.5268       2.7136       0.4404       0.5278
      51       2.4921       1.7260       2.6667       0.4689       0.7418
      52       2.2631       1.7280       2.7350       0.5192       0.6403
      53       2.2161       1.4573       2.4627       0.4709       0.8102
      54       2.1265       1.6636       2.4562       0.3084       0.4882
      55       2.0335       1.5458       2.8173       0.5809       0.7540
      56       2.1032       1.5272       2.6654       0.5369       0.7131
      57       1.7319       1.5722       2.7838       0.3063       0.3355
      58       2.5381       1.6009       2.7701       0.5050       0.8524
      59       2.3147       1.4180       2.6784       0.3047       0.5989
      60       2.1443       1.4026       2.6785       0.6146       0.5985
      61       2.8726       1.6896       2.4327       0.4603       0.5181
      62       2.5288       1.5631       2.3520       0.5778       0.7831
      63       1.5981       1.4094       2.1775       0.4171       0.7592
      64       2.3392       1.4166       2.4752       0.3912       0.5126
      65       2.3685       1.4705       2.2563       0.2887       0.6272
      66       2.8773       1.7841       2.6959       0.3250       0.5026
      67       2.1841       1.6008       2.3322       0.3514       0.6740
      68       2.6420       1.6013       2.6448       0.6080       0.9098
      69       2.5916       1.7634       2.4477       0.2753       0.3524
      70       1.9183       1.8037       2.3354       0.2691       0.3154
      71       2.7940       2.0782       2.6031       0.5930       0.8389
      72       3.1371       1.6017       3.2346       0.3790       1.0708
      73       2.4655       1.7048       2.8684       0.4328       0.5299
      74       2.0303       1.5960       2.8104       0.4287       0.7017
      75       2.7022       1.8478       2.6551       0.4602       0.5397
      76       3.2729       1.9617       3.1837       0.4015       0.6462
      77       1.9345       1.7446       2.1990       0.4582       0.6043
