#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5437       0.2072       0.8840       0.6618       0.6554
       3       1.5986       0.2228       0.6999       0.7082       0.8120
       4       1.6844       0.2168       0.9072       0.7791       0.7361
       5       1.7335       0.2129       0.7914       0.7697       0.7006
       6       1.7280       0.2132       0.8666       0.8331       0.8285
       7       1.6338       0.3523       0.9097       0.5318       0.5522
       8       1.6422       0.3470       0.9301       0.7685       0.7590
       9       1.6442       0.3372       0.6198       0.5332       0.7787
      10       1.7192       0.3357       0.7857       0.7538       0.8314
      11       1.6395       0.3261       0.6761       0.6042       0.6983
      12       1.3430       0.8737       0.6957       0.4866       0.4320
      13       1.3153       0.9462       1.6901       0.7254       0.8289
      14       1.3766       1.0143       1.9052       0.7723       0.6708
      15       1.5168       0.9160       2.2119       0.5937       1.0531
      16       1.3817       0.9445       2.5562       0.8142       1.1043
      17       2.4810       1.5126       2.7545       1.5147       1.3536
      18       2.3060       1.3723       2.9106       1.1060       1.2362
      19       1.8913       1.8601       2.3488       1.5010       2.1010
      20       1.7621       1.7079       0.6251       0.9579       1.1843
      21       2.6789       2.0715       2.3795       1.4739       1.7678
      22       2.2641       1.6895       0.7381       0.6899       0.7151
      23       1.4512       1.5332       1.6712       0.6853       1.2160
      24       1.8337       1.7836       2.1440       1.2694       1.4125
      25       2.0443       1.8204       2.8086       1.2539       1.5620
      26       1.9230       1.8359       2.5914       1.3766       1.7289
      27       2.3434       1.9294       2.8836       1.2747       1.9900
      28       2.0082       1.6883       2.5152       1.3110       1.8099
      29       1.6418       2.1221       1.4588       1.2627       1.7808
      30       1.7716       1.7651       2.5985       0.7666       1.0410
      31       3.0889       1.7295       2.6885       0.9709       1.4192
      32       2.4599       1.7356       2.4444       0.7907       1.2644
      33       1.6834       1.8548       2.7083       0.9462       1.2237
      34       2.0975       1.8658       2.6251       1.5543       2.2897
      35       1.6818       1.7382       2.7502       1.3556       1.8762
      36       1.7294       1.7491       1.7617       0.7195       0.7833
      37       2.0783       1.7186       2.6563       1.2907       1.8987
      38       1.4910       1.9089       2.7272       1.3934       1.7412
      39       1.7502       1.8249       3.1540       1.2216       1.4885
      40       2.1668       1.6441       0.9318       0.9769       1.8509
      41       1.7523       1.5638       0.9957       1.1615       1.4343
      42       2.6178       1.8932       2.4299       1.5592       2.6308
      43       2.0995       1.8480       2.1406       1.5984       1.8840
      44       2.4414       1.7586       2.2332       1.4058       2.1197
      45       2.5692       1.7353       2.1961       1.1487       1.5812
      46       2.8350       1.7379       2.6654       1.7421       2.3215
      47       2.3726       1.6755       3.2113       1.5470       2.3549
      48       1.8652       1.8587       1.1387       1.3778       1.8849
      49       2.5809       1.8781       0.8204       1.1134       1.4868
      50       2.3585       1.7359       2.2524       1.4280       2.1034
      51       1.3643       2.0421       2.2390       1.6072       1.8955
      52       1.6137       1.8772       2.1997       1.2586       1.6953
      53       1.6419       2.1037       2.7331       1.1154       1.5179
      54       1.8326       2.3893       1.7707       0.8127       1.0989
      55       1.6565       2.3675       1.0890       1.3249       1.7041
      56       2.4942       2.5895       0.9341       1.1645       1.8175
