#Frame           CRBN        GSPT1
     102       2.0285       2.4143
     103       2.2846       2.6881
     104       2.0861       3.1630
     105       1.6571       2.9373
     106       1.9102       2.4957
     107       1.8767       2.2971
     108       2.0805       1.6613
     109       2.0139       2.1673
     110       2.2459       1.7148
     111       1.7359       2.5581
     112       1.8512       3.1136
     113       1.8491       2.6585
     114       2.0824       2.7512
     115       1.9077       2.7951
     116       1.7786       2.8874
     117       1.5617       3.4343
     118       1.7165       3.8555
     119       1.9958       4.4762
     120       1.6358       3.9660
     121       1.7582       4.7102
     122       1.5201       4.9368
     123       1.4983       4.9221
     124       1.7212       4.8003
     125       1.5713       6.0851
     126       1.6231       5.8430
     127       1.4613       5.0009
     128       1.7728       4.3447
     129       2.2008       3.9661
     130       1.7903       4.2320
     131       1.8835       5.1825
     132       1.8037       4.5194
     133       2.0248       4.2670
     134       1.8999       4.6475
     135       1.9583       5.7035
     136       2.0495       6.0206
     137       1.8946       5.2854
     138       1.8914       5.4345
     139       1.8562       6.2247
     140       2.2502       5.0420
     141       2.1127       5.3673
     142       1.7780       5.6143
     143       1.9900       6.1598
     144       1.9635       4.5691
     145       1.9120       5.2386
     146       1.7919       5.1694
     147       1.7783       5.3977
     148       1.6946       4.8101
     149       2.2716       4.8091
     150       2.0354       4.8365
     151       2.0106       4.2383
     152       1.8431       4.9266
     153       1.8459       5.3339
     154       1.8071       4.8894
     155       2.0013       4.8440
     156       1.9589       4.0837
     157       2.1079       5.2196
     158       2.0350       5.1562
     159       2.0489       4.5365
     160       1.9284       3.3778
     161       1.8164       3.4434
     162       2.1695       3.6066
     163       1.9475       4.1617
     164       1.5108       4.7492
     165       1.5821       5.1042
     166       1.9293       5.2677
     167       2.1918       5.1392
     168       2.1756       5.4200
     169       2.0557       5.0396
     170       1.9555       5.1971
     171       2.0369       6.5354
     172       2.0675       5.9987
     173       2.0770       6.6051
     174       1.8235       6.4433
     175       2.0434       6.3960
     176       2.0035       6.9751
     177       1.6787       8.0647
     178       1.9371       6.8821
     179       2.2168       6.7272
     180       1.9077       7.0989
     181       2.2616       5.7586
     182       1.7813       5.9968
     183       2.1872       6.5502
     184       1.7280       6.1844
     185       1.9286       5.6243
     186       1.9653       6.1542
     187       2.1077       6.0797
     188       2.2278       5.4365
     189       1.6529       6.0793
     190       1.5881       4.8744
     191       1.6782       5.1829
     192       1.6472       5.0170
     193       1.6815       4.7412
     194       1.5581       5.7256
     195       1.6328       5.1397
     196       1.8608       5.3733
     197       1.5019       5.5252
     198       1.5086       6.3985
     199       1.5192       5.6683
     200       1.5496       5.4136
     201       1.3903       5.9957
     202       1.3506       5.7739
     203       1.5613       5.7068
     204       1.4949       6.4031
     205       1.6483       5.5705
     206       1.6507       6.0158
     207       1.5665       6.0298
     208       1.6414       6.9739
     209       1.5674       7.0649
     210       1.5270       6.9609
     211       1.5748       8.7627
     212       1.4373       8.0703
     213       1.5594       7.6138
     214       2.0351      10.6856
     215       1.7601       9.6246
     216       1.7098       8.4758
     217       1.8215       8.4780
     218       1.9516       6.6098
     219       1.8581       6.9288
     220       1.7638       7.5901
     221       1.9621       8.7107
     222       1.6952       8.7284
     223       1.6268       7.9545
     224       1.6347       6.8282
     225       1.9676       7.1976
     226       1.6076       8.7207
     227       1.4790       8.7288
     228       1.7655       8.5813
     229       1.9141       8.0339
     230       1.7827       9.9730
     231       1.8927       8.7026
     232       1.8819       9.6908
     233       1.8699       9.9892
     234       1.8220      10.3465
     235       1.8730      11.3878
     236       1.7891       8.8026
     237       1.7150      10.2764
     238       1.8888       9.9283
     239       2.1390       9.6923
     240       1.9105       7.1249
     241       1.7626       7.1367
     242       1.8183       6.7788
     243       1.6217       7.6367
     244       1.9868       8.5025
     245       1.9320      11.2419
     246       1.8351       8.2623
     247       1.9177       6.8353
     248       2.0012       9.2724
     249       1.8237       9.6144
     250       2.0954      10.2913
     251       1.9173       8.8221
     252       1.4842       9.4226
     253       1.6934       9.4058
     254       2.0403      10.4190
     255       1.9680      11.0008
     256       1.7593       7.7584
     257       2.1922      10.6194
     258       1.9961       9.4982
     259       1.8760      10.0477
     260       1.9557       9.4933
     261       1.6896       8.0625
     262       2.2297       7.6460
     263       1.8284       7.5877
     264       1.9461       9.2035
     265       2.1890      10.3358
     266       2.1037      11.5502
     267       1.9027       9.3322
     268       2.0259       8.3899
     269       1.9973       7.7622
     270       2.0108       9.3509
     271       1.9893       9.4536
     272       1.6937       8.4191
     273       1.7386      11.3277
     274       1.7191      11.9411
     275       1.6387      11.7968
     276       1.6078      11.4796
     277       1.8324      10.9931
     278       1.9082       9.0844
     279       1.9131      11.4635
     280       2.0370       9.7478
     281       2.2467       9.8987
     282       2.1764      10.7273
     283       2.1240      11.9293
     284       2.2059      11.3289
     285       1.9830      10.4984
     286       2.2648      10.1763
     287       2.2906      10.3518
     288       2.0000      10.3089
     289       1.9159      10.6232
     290       1.9298      10.5128
     291       2.1575      11.4635
     292       1.8453      10.7146
     293       2.2513       9.5442
     294       1.8983       9.4353
     295       2.0942       7.2775
     296       2.2249       8.9132
     297       2.1189      10.4953
     298       1.7128       9.5704
     299       2.0333      11.4918
     300       2.1052      12.4271
     301       1.9994      11.1431
     302       1.9279      12.1069
     303       2.0349      12.9976
     304       2.0419      12.3356
     305       2.1848      14.5323
     306       2.2093      12.5189
     307       2.2565      13.9758
     308       2.1466      13.7236
     309       2.2280      14.1234
     310       2.1494      12.5025
     311       2.4752      13.6287
     312       1.9989      11.5659
     313       2.3845      13.0442
     314       2.3350      13.1448
     315       1.8620      11.2537
     316       2.2836      12.1673
     317       1.7741      12.1893
     318       2.0279      11.6105
     319       2.4405      11.7817
     320       2.0022      11.4501
     321       2.0321      12.7859
     322       2.3115      11.2632
     323       2.0338      10.4165
     324       2.0133      10.3791
     325       2.1863      11.8648
     326       2.5666      12.2826
     327       2.5756      11.3813
     328       2.3055      11.1581
     329       2.5417      10.4824
     330       2.5581      11.0857
     331       2.7638      10.3812
     332       3.2083      10.9819
     333       2.7087      12.0280
     334       2.8153      10.0195
     335       2.5765      10.8852
     336       2.4979      10.5431
     337       2.9077       8.9156
     338       2.0656       9.2022
     339       2.1266       6.8827
     340       2.3267       8.6631
     341       2.5580       8.4717
     342       2.8470       8.5719
     343       2.4088       9.4528
     344       2.7640       8.8736
     345       2.2258       8.2076
     346       2.1409       8.7934
     347       2.6964      10.2548
     348       2.7081      10.0691
     349       2.5998       9.8647
     350       2.6711       9.2284
     351       2.6760      10.7372
     352       2.7320       9.7371
     353       2.7851       9.2422
     354       3.2709      10.3330
     355       2.8056       9.8842
     356       2.9329      10.4141
     357       2.6307      10.8692
     358       2.6133       9.4082
     359       2.9129       8.7293
     360       2.7992       8.8635
     361       2.7888       7.1437
     362       2.9508       8.3001
     363       2.6091       9.9488
     364       2.5640       8.4908
     365       2.7968      11.1046
     366       2.4460       9.5004
     367       2.8214       8.9123
     368       2.5654       7.9964
     369       2.5322       7.7549
     370       2.3911       7.0168
     371       2.7927       8.2969
     372       2.0170       8.9470
     373       2.8163      10.5227
     374       2.2098       6.5651
     375       2.8371       7.6496
     376       2.8806      10.3178
     377       2.9649       9.0092
     378       2.8026       7.3528
     379       2.8293       9.5453
     380       3.1080       9.6541
     381       3.1634       9.9881
     382       3.3943       8.9571
     383       3.6434       9.5283
     384       3.6465       9.4575
     385       2.9857      10.0919
     386       3.1459      10.0489
     387       3.4140      11.0985
     388       3.4884      10.5472
     389       3.0522      10.3588
     390       2.9551       9.6507
     391       2.8326      10.1509
     392       3.2156      11.0893
     393       3.1421      11.6759
     394       3.1576      12.6934
     395       2.5234      12.0734
     396       2.6957      10.4082
     397       2.6922       9.9611
     398       2.8331       9.3752
     399       2.9295       9.2811
     400       2.4477       9.6536
     401       2.2665       7.8560
     402       2.2023       7.5193
     403       2.6418       8.6121
     404       2.0528       8.6875
     405       2.4439      11.0831
     406       2.2594       9.7970
     407       2.7687       9.1527
     408       2.3152       8.2873
     409       2.5086       9.5884
     410       2.6144      10.6735
     411       2.4301       9.7395
     412       1.9621       8.5899
     413       2.3922       9.0464
     414       2.6079       8.7757
     415       2.7968       9.0781
     416       2.9756       7.3851
     417       3.1411       9.6394
     418       3.0658      11.0078
     419       3.0822       9.9330
     420       3.2305      13.8693
     421       2.8264      10.3835
     422       2.6229       7.0632
     423       2.6547       9.1261
     424       3.0012       8.7431
     425       2.9999       7.9141
     426       2.7231       7.6995
     427       2.4773       9.2837
     428       2.8412       8.5334
     429       2.6982       7.8033
     430       2.3521       6.8572
     431       2.1989       7.9398
     432       2.2144       9.5888
     433       2.4294      11.3630
     434       2.4549      11.0355
     435       2.5747      10.0509
     436       2.6059       8.3249
     437       2.2535       7.9731
     438       2.8363       7.5787
     439       2.5160       6.8906
     440       2.8269       6.5715
     441       2.8588       8.1327
     442       2.5472       7.0551
     443       2.8725       6.8086
     444       2.8501       8.8098
     445       2.5012       8.1874
     446       2.5726       7.3591
     447       2.5904       6.9737
     448       2.9587       8.0207
     449       3.0305       7.9093
     450       2.9778       8.5806
     451       2.8418       7.3127
     452       2.8532       7.6423
     453       2.7018       8.1570
     454       2.3599       6.0122
     455       2.8536       6.7116
     456       2.5706       9.0480
     457       2.3854       8.1694
     458       2.6473       8.4299
     459       2.9389       7.9662
     460       3.1606       9.2374
     461       2.6919       9.9059
     462       3.0717       9.5374
     463       3.1892       7.5165
     464       3.1729       6.0582
     465       3.1784       4.3124
     466       2.8789       3.9789
     467       2.7446       3.9651
     468       2.5746       4.5686
     469       2.6057       6.3279
     470       2.8755       3.7959
     471       2.7938       4.0811
     472       3.2429       6.5966
     473       2.8060       8.0021
     474       3.0424       7.0762
     475       2.7339       8.0536
     476       2.6081       3.8956
     477       2.4076       5.4127
     478       2.5793       6.4301
     479       2.5828       5.9375
     480       2.5247       5.7119
     481       3.0320       7.0890
     482       3.4295       8.0069
     483       2.8246       8.9991
     484       2.7697       6.1256
     485       3.0079       7.9966
     486       2.8008       7.4242
     487       3.1389       7.7333
     488       3.9492       6.4528
     489       3.2369       6.3822
     490       3.0076       7.4938
     491       3.2446       8.0536
     492       2.6553       5.5867
     493       2.8161       4.7720
     494       2.9274       4.7641
     495       2.8903       4.5669
     496       2.8513       5.3426
     497       3.1376       5.0324
     498       2.5925       5.0383
     499       2.6288       4.9988
     500       2.8863       6.2984
     501       3.0505       4.5212
     502       2.8083       4.5877
     503       2.3879       4.6166
     504       2.3930       4.9898
     505       2.5574       3.9047
     506       2.5144       4.6320
     507       2.5463       5.1433
     508       2.6821       5.2314
     509       2.8531       4.7735
     510       3.1569       5.9144
     511       2.5869       4.6535
     512       2.6246       4.1208
     513       3.3165       4.1794
     514       3.2321       5.4812
     515       3.2976       3.9083
     516       2.8875       4.5861
