#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5065       0.2428       1.2794       0.7940       0.9425
       3       1.7031       0.2313       1.3652       0.8742       1.0695
       4       1.6989       0.2358       1.3819       0.9196       1.0191
       5       1.7251       0.2375       1.3500       0.8963       0.9923
       6       1.7130       0.2303       1.4096       0.9196       1.0509
       7       1.6421       0.4055       1.6986       0.7591       1.1282
       8       1.6720       0.3559       1.4996       0.7376       1.0173
       9       1.7146       0.3669       1.7179       0.7458       1.0157
      10       1.6117       0.3619       1.7458       0.6883       0.9543
      11       1.6790       0.3718       1.6333       0.8294       1.0253
      12       1.5091       0.9090       2.3580       0.6489       2.2411
      13       1.6889       0.8431       2.6321       0.9511       2.6687
      14       2.0541       0.9624       3.4096       0.5734       3.6949
      15       2.2369       1.1206       3.3488       0.9307       3.6589
      16       2.3368       1.1559       3.3348       1.0041       3.6386
      17       2.8752       1.3714       5.1606       1.1557       4.4333
      18       3.9015       1.3752       4.8796       1.3139       4.2040
      19       3.6645       1.6630       4.4123       0.9765       3.5073
      20       4.0106       1.5008       4.1338       0.9243       3.8062
      21       3.6877       1.3700       4.6346       1.2065       4.0120
      22       4.2129       1.2920       5.0034       1.2652       4.0753
      23       3.9453       1.2498       4.5953       1.0326       3.7193
      24       4.1856       1.5013       4.6675       1.0613       3.9542
      25       4.1138       1.3306       4.7837       1.0073       3.8069
      26       4.4006       1.3693       4.7236       0.9570       3.3893
      27       4.3589       1.5663       4.9329       0.9712       3.6607
      28       4.1060       1.4130       4.3057       0.8236       3.2763
      29       4.7642       1.5985       4.7205       0.7267       3.6670
      30       4.4054       1.6548       4.6814       1.2616       3.8652
      31       4.8215       1.6936       4.6616       1.0379       3.6742
      32       4.5527       1.8139       4.1908       0.9242       3.2458
      33       5.1156       1.7287       4.5423       0.9167       3.3402
      34       4.6412       1.8343       4.5495       1.0851       3.5487
      35       4.4034       2.0806       4.4655       0.9919       3.7940
      36       4.0346       1.7809       4.3815       0.7561       3.5237
      37       4.7257       1.6920       4.4545       0.8140       3.5386
      38       4.9819       1.5136       4.6597       0.9406       3.3903
      39       5.1754       1.6922       4.7448       0.8916       3.3997
      40       5.1163       1.6677       4.4744       0.6172       2.9871
      41       5.2610       1.7927       4.9719       0.7434       3.0108
      42       5.3674       1.8640       4.7296       0.9517       3.4429
      43       5.0643       1.5977       4.6936       0.8860       3.5957
      44       5.8893       1.8594       5.1439       1.0859       3.6276
      45       5.2785       1.7856       4.7080       0.8022       3.5882
      46       5.6833       1.6382       4.6596       0.7770       3.5322
      47       5.8706       1.9569       4.6135       0.8546       3.5187
      48       5.6716       1.9357       5.0142       1.0247       3.2270
      49       4.8514       1.8393       4.6094       0.9229       3.3490
      50       5.1389       1.7777       4.8094       0.9039       3.1694
      51       5.2381       1.7343       4.7073       0.6704       3.8333
      52       5.5633       1.7183       5.4317       0.8352       3.5092
      53       5.6836       2.1076       5.0552       0.7429       3.4285
      54       5.5921       1.8551       5.0919       0.8033       2.8294
      55       5.7146       1.8885       4.6559       0.9699       3.1491
      56       5.3440       1.8568       5.0051       1.0292       2.4978
