#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4569       0.2243       0.9007       0.8152       0.8255
       3       1.5994       0.2104       1.0000       0.8520       1.0485
       4       1.6972       0.2264       1.0620       0.7892       0.9283
       5       1.7298       0.2219       1.1632       0.9477       1.0210
       6       1.7481       0.2271       1.0021       0.9514       1.0599
       7       1.6919       0.3628       1.2390       0.6860       1.0679
       8       1.6375       0.3361       1.1335       0.6954       0.9192
       9       1.7139       0.3698       1.2144       0.7104       0.9358
      10       1.7137       0.3567       1.3489       0.6498       0.9392
      11       1.7397       0.3704       1.0659       0.7390       0.9705
      12       1.8168       0.8162       4.8371       0.5126       0.9800
      13       1.9727       0.9661       5.4338       0.7897       1.4239
      14       1.7213       1.1062       5.2288       0.7440       1.5648
      15       1.7674       0.9787       5.0765       0.7674       1.4274
      16       1.6432       1.0091       4.6245       0.7545       1.2305
      17       1.8621       1.2784       5.5830       0.8534       1.4498
      18       3.0349       1.2347       5.7504       0.7521       1.5590
      19       3.7822       1.3505       5.8083       0.6115       1.7146
      20       2.5358       1.3459       5.4411       0.5898       1.6979
      21       2.6472       1.4740       5.2738       0.6720       1.8790
      22       2.3321       1.3640       5.3414       0.7486       2.1240
      23       2.4591       1.2278       5.0908       0.9516       2.5131
      24       2.8795       1.5263       5.1611       0.7206       2.4565
      25       2.5289       1.2842       5.1008       0.5002       1.6606
      26       2.2475       1.7128       5.7040       0.3696       2.4045
      27       2.5034       1.4359       4.8738       0.6945       1.8523
      28       2.8602       1.3821       5.0408       0.3799       1.9387
      29       1.6278       1.7606       4.1890       0.7308       2.3959
      30       2.3701       1.5636       5.1949       0.5524       1.7728
      31       2.7989       1.6900       5.0882       0.7758       1.8392
      32       3.0749       1.7222       5.1020       0.4142       2.5433
      33       2.2560       1.6764       5.2599       0.6579       1.8486
      34       2.7571       1.7503       5.6819       0.4963       2.5576
      35       2.5708       1.7266       5.3946       0.8739       1.8036
      36       2.8314       1.7069       5.4518       0.5580       2.8045
      37       3.6147       2.0836       5.9311       0.7790       2.6703
      38       3.1202       2.2837       6.0793       0.5311       2.5782
      39       3.3396       2.1971       5.8059       0.7312       2.2953
      40       3.2005       2.2259       5.4022       0.4053       2.8032
      41       2.9338       2.1599       5.0880       0.4779       2.0396
      42       2.8213       2.3943       5.3548       0.6633       2.8355
      43       3.3511       2.1912       5.0936       0.7031       2.8014
      44       2.9067       2.1323       5.4643       0.7402       2.5436
      45       3.1129       1.8163       5.4835       0.2837       1.9640
      46       3.4515       2.3612       5.6653       0.6077       3.1046
      47       3.7943       2.0527       6.0375       0.7194       2.3199
      48       3.1116       2.0089       5.7373       0.6317       2.0776
      49       3.0621       1.7399       5.6789       0.6820       2.0957
      50       2.9151       1.9597       5.4197       0.9864       2.3236
      51       2.7052       1.9405       5.5803       0.9648       1.8884
      52       2.8805       1.9423       4.9856       0.6997       2.0925
      53       2.5461       1.8335       5.4700       0.3157       2.0882
      54       1.7772       1.8622       5.4983       0.8707       2.3715
      55       2.9505       1.6252       5.7689       0.6760       1.9319
      56       2.5844       1.9193       4.2073       0.8643       3.2584
