#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5151       0.2157       0.9884       0.9173       0.8762
       3       1.6942       0.2183       1.1344       0.9807       0.9471
       4       1.7293       0.2243       1.1824       1.0075       0.9679
       5       1.7335       0.2376       1.2558       1.0177       0.9403
       6       1.7047       0.2211       1.1293       0.9878       0.9510
       7       1.6941       0.3611       1.1138       0.5744       0.8632
       8       1.6190       0.3531       1.2383       0.8130       1.0163
       9       1.6437       0.3556       1.2693       0.6747       0.9530
      10       1.6848       0.3464       1.4928       0.7842       0.9793
      11       1.7173       0.3395       1.2841       0.7671       0.9444
      12       1.6475       0.8451       1.8142       1.0396       1.5093
      13       1.9276       0.8662       1.6021       0.8089       1.5559
      14       1.7485       0.9191       2.1914       0.6726       1.4804
      15       1.7810       0.9714       2.5701       0.7829       1.6898
      16       1.9471       0.8699       2.3859       0.9589       1.9901
      17       2.5755       1.3071       3.2962       1.2405       2.7223
      18       1.9642       1.4632       2.5193       0.9534       2.1946
      19       2.1159       1.2959       2.5257       0.6672       2.0056
      20       2.7678       1.5231       1.9667       0.5657       1.2660
      21       1.7046       1.3150       1.5135       0.8194       1.2642
      22       2.0087       1.2264       2.1176       0.5594       1.6456
      23       2.3234       1.2842       1.6591       0.5203       1.1926
      24       1.4243       1.3680       1.8959       0.4851       1.3976
      25       2.0144       1.2043       2.0316       0.7994       1.2038
      26       2.0356       1.3394       1.8409       0.8746       1.6125
      27       2.2687       1.3520       2.4712       0.7155       1.8024
      28       1.5568       1.4842       1.9950       0.9370       1.8367
      29       2.1056       1.3112       2.0212       0.7777       1.6917
      30       2.8821       1.5488       2.1937       0.6324       1.6510
      31       2.8873       1.6737       2.2215       0.8957       1.8066
      32       2.3013       1.3457       2.9305       0.9273       2.1661
      33       2.1592       1.4200       2.2626       0.9958       1.9917
      34       2.1524       1.5424       1.9380       0.6966       1.3577
      35       2.1264       1.9667       2.3235       0.6907       1.1218
      36       2.2957       1.8291       2.0803       0.9203       1.8983
      37       3.5639       1.4883       3.0249       1.0529       2.1793
      38       3.1490       1.5025       2.3088       0.9386       1.9087
      39       2.1206       1.7616       2.4515       0.9518       1.9089
      40       2.5903       1.4522       2.6523       0.9321       1.6987
      41       2.3095       1.5247       2.4981       0.7501       1.8394
      42       1.9891       2.1455       2.4012       0.7883       1.6467
      43       2.2724       1.9425       2.7615       0.8812       2.1293
      44       2.3653       1.5101       2.6257       1.0516       2.1427
      45       4.1792       1.5390       3.0828       0.8539       1.8954
      46       4.5013       1.5214       3.3284       0.9906       1.9726
      47       3.1429       1.3438       2.7964       0.7075       1.8754
      48       3.1477       1.4305       2.3066       0.7280       1.0941
      49       1.8858       1.4863       2.2003       0.9100       1.3613
      50       2.4680       1.5961       2.3754       0.3981       1.0106
      51       2.9667       1.5887       2.6197       0.5983       1.5200
      52       3.8576       1.4838       3.6945       0.7616       1.8865
      53       3.3194       1.6015       2.5281       0.7039       1.2647
      54       3.2943       1.7446       2.4620       0.6742       1.5445
      55       4.0424       1.6641       2.8737       0.7503       1.7758
      56       4.0148       1.8109       3.3174       0.6876       1.7125
