#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4553       0.2421       1.1678       0.7581       0.9443
       3       1.6470       0.2356       1.4081       0.8861       1.0766
       4       1.7112       0.2467       1.2455       0.9346       1.0467
       5       1.6853       0.2361       1.3000       0.9054       1.0587
       6       1.7217       0.2398       1.4695       0.8844       1.0070
       7       1.6938       0.3744       1.7136       0.7928       1.1757
       8       1.7704       0.3695       1.8036       0.6803       1.1801
       9       1.7351       0.3826       1.7563       0.7653       1.1397
      10       1.7170       0.3749       1.3889       0.7792       1.0358
      11       1.7555       0.4025       1.8601       0.7259       1.1015
      12       1.6127       0.7206       2.6393       0.6784       0.8533
      13       1.4880       0.7955       2.2316       0.6992       1.3402
      14       1.5149       0.9987       2.2835       0.3971       0.8370
      15       1.3346       1.0879       2.5159       0.5595       1.2495
      16       1.5535       1.0807       1.9883       0.4573       1.6367
      17       1.3639       1.3610       1.1548       0.9910       1.3805
      18       2.0041       1.4339       1.7140       0.6887       1.5872
      19       1.9585       1.2742       1.2445       0.8172       1.2236
      20       2.6355       1.2464       1.5444       1.0579       1.5282
      21       3.4471       1.3047       2.2812       0.9086       1.5613
      22       3.8097       1.3495       1.5697       0.5914       1.1169
      23       1.7149       1.1715       1.7079       0.2836       0.9288
      24       1.8658       1.2492       1.8901       0.5895       1.4131
      25       2.6750       1.2852       2.8170       0.5032       1.3212
      26       2.1836       1.1115       2.4879       0.6293       1.4269
      27       1.4701       1.1992       3.1003       0.4200       0.8353
      28       1.3158       1.2208       2.5299       0.6279       1.1737
      29       2.8663       1.0656       2.5056       0.7408       2.0347
      30       2.0847       1.3981       2.3079       0.8687       1.1160
      31       2.8930       1.2799       2.2744       0.8085       1.3412
      32       1.8251       1.1591       2.9190       0.7246       1.2660
      33       2.2247       1.2590       3.0164       0.4339       1.3336
      34       2.6765       1.4438       2.4749       0.6229       1.1943
      35       3.5699       1.1973       2.8881       0.4827       1.0371
      36       2.1417       1.3525       2.5230       0.4798       1.1050
      37       2.9389       1.4124       2.4512       0.6865       1.1300
      38       1.9209       1.3737       2.5908       0.3601       0.9288
      39       1.6921       1.4337       2.6085       0.9014       1.6289
      40       2.4650       1.4058       2.9417       0.5151       1.4558
      41       2.3974       1.3626       2.7685       0.6120       1.0476
      42       2.4573       1.5294       3.0742       0.6225       1.3082
      43       2.6124       1.5600       2.8441       0.4839       1.0052
      44       2.7758       1.5542       2.7836       0.7912       1.3138
      45       3.1771       1.5175       3.1206       0.5133       1.3863
      46       2.1666       1.1995       3.0737       0.4432       1.3695
      47       2.5254       1.3364       2.9770       0.5270       1.3877
      48       2.2719       1.4005       3.3009       0.4582       1.2736
      49       3.2892       1.4151       2.7949       0.6752       1.4505
      50       2.9564       1.4554       2.9178       0.5825       1.3097
      51       3.0057       1.4860       3.1443       0.5277       1.2182
      52       1.9623       1.6164       3.0827       0.6611       1.5586
      53       2.1294       1.6244       2.6446       0.5497       1.3993
      54       3.3576       1.5193       4.1981       0.6689       1.4980
      55       2.7892       1.5241       3.0404       0.4834       1.2119
      56       3.7972       1.4474       2.8228       0.5961       1.1641
