#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5148       0.1952       0.8229       0.9225       0.8802
       3       1.6211       0.1803       0.8441       0.9660       0.9251
       4       1.7032       0.1829       0.9344       1.0478       0.9514
       5       1.7210       0.1854       1.0511       0.9532       0.9568
       6       1.6603       0.1894       0.9007       0.9470       0.8461
       7       1.5880       0.3349       0.9059       0.8959       0.8361
       8       1.6452       0.2929       0.8508       0.8059       0.8153
       9       1.6509       0.3060       0.9066       0.6931       0.6578
      10       1.5579       0.3530       0.8732       0.7801       0.8294
      11       1.6652       0.2976       0.8224       0.9579       0.9405
      12       1.2516       0.8525       1.8413       1.0347       1.1563
      13       1.2845       0.9899       1.6224       1.0466       1.0655
      14       1.4691       0.8849       1.0433       0.7053       0.5906
      15       1.4099       0.9549       1.0778       0.6124       0.7883
      16       1.2534       0.9892       1.5238       0.9259       1.2138
      17       1.2312       1.6367       0.8993       0.6563       0.6247
      18       1.2596       1.6001       0.5984       0.5948       0.6481
      19       1.5092       1.3603       0.5750       0.7067       0.5182
      20       1.5340       1.2413       0.9222       0.5465       0.6081
      21       1.6353       1.2833       0.9700       0.7299       0.6169
      22       2.1290       1.5551       0.6354       0.2718       0.2130
      23       1.4764       1.7288       0.6492       0.6581       0.5377
      24       1.2357       1.8233       0.5354       0.2964       0.1948
      25       1.7567       1.9191       0.9269       0.2581       0.9052
      26       1.8381       1.3033       0.6890       0.6678       0.7638
      27       1.7662       1.8265       0.7039       0.5990       0.6998
      28       2.0122       1.2896       0.8714       0.5828       0.6279
      29       1.8318       1.1725       0.9069       0.6391       0.7073
      30       2.0453       1.4152       0.8275       0.8365       0.7234
      31       2.1368       1.5458       0.8893       0.7869       0.4982
      32       2.8874       1.2841       1.0523       0.8264       0.6467
      33       2.6255       1.2153       1.5200       0.9427       0.8987
      34       2.4043       1.3381       1.3759       0.6105       0.5493
      35       2.2645       1.3588       0.8727       0.7441       0.6018
      36       2.0756       1.4020       0.6938       0.8424       0.7033
      37       2.2439       1.2827       0.7253       0.6407       0.5094
      38       1.7481       1.2075       0.4641       0.6485       0.6703
      39       1.4839       1.1999       1.1854       0.8479       1.0779
      40       1.8565       1.5069       0.9668       0.8902       0.6166
      41       1.4628       1.2098       0.5508       0.7040       0.5777
      42       1.3011       1.2420       0.6930       0.7427       0.7710
      43       1.1730       1.1606       0.6740       0.6779       0.5915
      44       1.8506       1.1359       0.6081       0.8746       0.6175
      45       1.7467       1.1384       0.7651       0.3971       0.5933
      46       2.0751       1.3465       0.7026       0.7327       0.6378
      47       2.0929       1.2147       0.5114       0.4645       0.2896
      48       1.2081       1.5388       0.8334       0.5526       0.8802
      49       2.3858       1.2878       0.5895       0.5437       0.5542
      50       2.1237       1.4546       0.7247       0.9287       0.8729
      51       2.6004       1.5337       0.5425       0.6204       0.6800
      52       2.6926       1.7189       0.4310       0.5022       0.2280
      53       2.5752       1.9343       1.3209       0.7963       1.0460
      54       2.0697       1.8949       0.9966       0.7924       0.8329
      55       1.9247       1.9357       0.6110       0.8627       0.4186
      56       2.5275       1.9364       1.4262       0.6784       1.2071
      57       2.4046       1.6322       1.1056       0.3034       0.5889
      58       1.9162       1.5613       1.3992       0.6683       0.8835
      59       1.8383       1.5789       1.4964       1.0975       1.0141
      60       1.6282       1.9087       2.4852       0.7202       0.6848
      61       1.8025       1.5783       2.2155       0.6629       0.4873
      62       1.8322       1.4076       2.6826       0.8423       0.7013
      63       1.8100       1.6710       2.2059       1.0047       0.9284
      64       1.8444       1.7311       1.7196       0.2918       1.0888
      65       3.0598       1.7127       1.0323       0.6218       0.4607
      66       2.5342       1.6654       0.8620       0.7287       0.7481
      67       1.9200       1.8440       0.7835       0.8278       0.4887
      68       2.1840       1.6187       0.7530       0.5718       0.7792
      69       2.4575       1.9479       0.4760       0.5901       0.3692
      70       1.8189       1.7205       0.6340       0.7991       0.7033
      71       1.3869       1.5462       0.9665       0.6628       1.0322
      72       1.4173       1.7353       0.9233       0.6773       0.5741
      73       1.7016       1.7421       0.5899       0.3924       0.5180
      74       1.8918       1.7353       0.5101       0.5453       0.3676
      75       1.7817       1.6066       0.8416       0.5480       0.5471
      76       2.2234       1.7100       0.9918       0.6799       0.7236
      77       3.1180       1.6706       0.5301       0.3665       0.5222
      78       3.1428       1.7591       0.5846       0.4842       0.9190
      79       3.7262       1.5449       0.9683       0.8740       0.9504
      80       3.3242       1.6127       0.8950       0.8971       0.9146
      81       3.3769       1.6461       1.3144       0.7468       0.7046
      82       3.1816       1.5788       1.2079       0.5504       1.0080
      83       3.1173       1.5673       1.1100       0.7385       0.6507
      84       2.3132       1.8203       1.3664       0.5071       1.0075
      85       1.8682       1.8646       1.8393       0.7339       1.0789
      86       2.5607       1.9081       1.2979       0.8598       0.9639
      87       2.6460       1.6106       1.2373       0.7571       0.4516
