#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4791       0.1922       0.7754       0.8769       0.8927
       3       1.6561       0.1854       0.8652       1.0077       0.9401
       4       1.7066       0.1872       0.9374       1.0610       1.0372
       5       1.6976       0.1894       0.9872       1.0304       0.9638
       6       1.6901       0.1855       0.9016       0.9513       0.8826
       7       1.6627       0.2851       0.9336       0.9551       0.9713
       8       1.5845       0.3169       0.8763       0.8860       0.9047
       9       1.6741       0.3226       0.8441       0.8421       0.7317
      10       1.6241       0.3229       1.0680       0.9779       0.8950
      11       1.6292       0.3081       0.7674       0.8016       0.6880
      12       1.3785       1.0138       0.8804       0.9267       0.9820
      13       1.3889       0.8935       1.5168       1.1765       1.0343
      14       1.4484       0.8831       1.9698       1.1265       0.9019
      15       1.3283       1.0166       1.6492       0.9487       0.9766
      16       1.4014       0.9675       0.9702       0.9927       0.8288
      17       1.4045       1.5253       1.3054       0.8078       1.0595
      18       1.6675       1.6182       0.7840       0.4579       0.5000
      19       1.1728       1.5374       0.8340       0.5451       0.3534
      20       1.2365       1.3224       0.7996       0.8032       0.5431
      21       2.2930       1.6620       0.8096       0.8627       0.7575
      22       2.1499       1.7483       0.8444       0.5055       0.6916
      23       2.5356       1.6383       0.7793       0.6658       0.5327
      24       2.2848       1.7824       1.3563       0.8711       0.5494
      25       1.8672       1.7919       1.0226       0.6187       0.7002
      26       1.9432       1.4774       1.0003       0.3152       0.3761
      27       2.1637       1.7648       0.9467       0.4710       0.7443
      28       2.1207       1.5239       0.8572       0.6469       0.6041
      29       2.4645       1.5725       0.9303       0.7059       0.5803
      30       1.6110       1.2980       0.6431       0.8421       0.7495
      31       1.4082       1.3182       0.9475       0.7202       0.6990
      32       1.9793       1.3909       1.4565       0.2357       0.7683
      33       1.3844       1.4424       0.7376       0.5679       0.9027
      34       1.9281       1.4323       0.7434       0.7439       0.5084
      35       1.7897       1.5504       1.5770       0.8919       0.8718
      36       1.8042       1.6746       0.5745       0.5506       0.6316
      37       1.4672       1.4998       0.8385       0.7033       0.6034
      38       2.3082       1.7358       1.8579       0.4754       0.9472
      39       2.1689       1.3587       1.2275       0.7836       0.7175
      40       1.8656       1.4421       0.3673       0.3706       0.1775
      41       1.2648       1.2861       1.1333       0.2270       0.5419
      42       2.0950       1.5789       0.5970       0.7851       0.5743
      43       2.5725       1.5664       0.7630       0.3373       0.2792
      44       1.6696       1.0407       0.7538       0.1745       0.5123
      45       1.1573       1.8724       0.6904       0.6252       0.7199
      46       1.8429       1.6366       0.7059       0.5857       0.9683
      47       1.8955       1.5369       0.3937       0.4315       0.4319
      48       1.8594       1.2294       0.5714       0.3807       0.6879
      49       1.4397       1.4862       0.7228       0.5549       0.8474
      50       1.5935       1.3986       0.5896       0.5117       0.6579
      51       2.2502       1.5352       0.6839       0.5501       0.5252
      52       2.0817       1.3740       0.8691       0.4845       0.3193
