#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
      83       1.6814       1.4793       1.9969       0.3421       0.4207,      83       2.3166       1.9731       2.4269       0.5784       0.9274,      83       2.0860       1.6684       2.7010       0.6678       0.8942,      83       2.0859       1.5000       2.6306       0.4101       0.7617,      83       3.9863       1.6451       2.4949       0.4110       0.9110,      83       2.6059       1.5696       3.7500       0.5799       1.6164,      83       7.7228       1.6988       4.7075       0.4165       1.0219,      83       7.1469       1.6697       4.6047       0.4859       0.7755,      83       2.3132       1.4265       1.8731       0.2960       0.7507,      83       3.4477       1.7125       3.0274       0.2460       0.2844
      84       1.5654       1.4467       2.5608       0.6542       0.8085,      84       1.8561       1.6961       2.1333       0.3975       0.5665,      84       1.1468       1.6832       2.7043       0.6322       0.4294,      84       2.5971       1.4853       2.3743       0.3573       0.7503,      84       5.0175       1.8375       3.0293       0.4787       0.8351,      84       2.6532       1.8910       3.4684       0.5317       1.7348,      84       7.1947       1.5662       4.5299       0.5332       1.2211,      84       6.5609       1.2929       5.7216       0.5540       0.8184,      84       2.1797       2.0161       1.4754       0.4616       0.5717,      84       2.7120       1.7324       2.7191       0.3268       0.5230
      85       1.7534       1.4846       3.0487       0.4884       0.8363,      85       1.8978       1.8507       1.9197       0.4842       0.7458,      85       1.4497       2.0033       2.3416       0.4846       0.5861,      85       3.3199       1.6161       2.7259       0.3762       0.7626,      85       5.3459       2.2876       3.6815       0.7083       1.6110,      85       2.2318       1.6065       4.1045       1.1019       2.3864,      85       7.4019       1.4477       4.3019       0.3057       0.8940,      85       6.9062       1.4549       4.7806       0.4235       0.9192,      85       1.8214       1.4564       1.3874       0.4885       0.8527,      85       3.4193       1.7458       3.0472       0.5373       0.7313
      86       1.7013       1.5074       1.8560       0.4739       0.5835,      86       1.2662       1.8387       2.3533       0.3399       0.2702,      86       1.6912       1.6983       2.2788       0.6971       0.5256,      86       2.4540       1.3959       2.1547       0.7837       0.7814,      86       4.5016       1.7197       2.6115       0.6910       1.2400,      86       2.3122       1.5493       3.2979       0.6617       1.7039,      86       6.8015       1.6912       4.0351       0.2704       1.0218,      86       6.7781       1.4216       3.6942       0.4176       0.6204,      86       2.1286       1.9008       1.8040       0.4206       0.5671,      86       1.7904       1.7051       2.6996       0.1948       0.2641
      87       1.9633       1.5069       2.4715       0.3333       0.9910,      87       1.5345       1.7112       2.5099       0.4610       0.5014,      87       1.5738       1.8367       1.6432       0.4533       0.4102,      87       3.0614       1.4250       2.3606       0.5409       0.8065,      87       4.5461       1.9115       2.8745       0.2900       0.8785,      87       2.8059       1.7898       3.0978       0.7216       1.3837,      87       7.4901       1.6044       4.6063       0.5790       0.8672,      87       7.0456       1.3468       3.9674       0.6909       1.0930,      87       1.6112       1.8957       1.4064       0.6864       0.6505,      87       2.2010       1.6507       2.7763       0.3461       0.5073
      88       1.8550       1.5376       2.5685       0.7195       1.1482,      88       1.2226       2.0169       2.0812       0.3003       0.4537,      88       2.1711       1.8555       2.8478       0.5286       0.5853,      88       2.8218       1.3447       2.5632       0.7277       1.2629,      88       4.9498       1.7598       3.0066       0.2670       0.6864,      88       2.2884       1.5977       2.9601       0.3273       1.0128,      88       7.1733       1.5568       4.3936       0.4341       1.1944,      88       6.4488       1.3643       4.3524       0.7352       0.9621,      88       1.4353       1.4798       0.9498       0.5371       0.7165,      88       2.2251       1.5437       2.8491       0.3520       0.3642
      89       2.0261       1.6326       2.2514       0.4956       0.8656,      89       1.9626       1.8147       2.6322       0.4168       0.5435,      89       2.7467       1.6143       2.7961       0.6172       0.8599,      89       2.2871       1.2788       2.2382       0.5520       0.8064,      89       5.2171       1.8626       3.1135       0.4213       1.0045,      89       2.1202       1.8236       3.5209       0.2887       1.2295,      89       8.8045       1.6622       6.0215       0.3185       1.2567,      89       6.0628       1.5203       2.9869       0.3403       0.4510,      89       1.7142       1.4819       1.3053       0.5321       0.8430,      89       2.6860       1.7392       2.7040       0.3855       0.6700
      90       2.2067       1.5601       2.1199       0.3223       0.7607,      90       2.1369       1.7311       2.5142       0.2725       0.5570,      90       2.3993       1.5130       2.5975       0.6283       0.8859,      90       3.0860       1.3548       2.5773       0.3244       0.7826,      90       4.7332       2.1419       3.1149       0.2741       0.9596,      90       2.5183       1.8973       3.0529       0.3161       0.7474,      90       9.1138       1.6785       6.1723       0.4860       1.3048,      90       6.0363       1.4001       3.4854       0.3347       0.7801,      90       1.9439       1.6532       1.5306       0.2686       0.5577,      90       3.1990       1.9721       3.1883       0.2138       0.4866
      91       1.8569       1.7981       1.5154       0.2914       0.5205,      91       2.0007       1.7470       2.4120       0.4556       0.2913,      91       1.9609       1.5242       2.9554       0.6202       0.9748,      91       3.1539       1.2880       2.0578       0.2914       0.6837,      91       5.5645       1.8633       3.8849       0.3389       1.5920,      91       2.5606       1.6674       3.5076       0.2236       0.6571,      91       8.1128       1.7207       4.6406       0.3366       0.9011,      91       6.9104       1.5040       4.2605       0.3424       0.8160,      91       1.6525       1.2922       1.2353       0.3189       0.5394,      91       3.4289       1.7850       2.9446       0.4188       0.9823
      92       1.8577       1.7893       1.9935       0.7052       0.8955,      92       1.7805       1.4697       2.6346       0.3050       0.4210,      92       2.8630       1.6440       2.9960       0.4925       1.2079,      92       2.6599       1.3619       2.4769       0.3510       1.0118,      92       4.7716       1.7475       2.8971       0.3988       0.6073,      92       3.0343       1.7369       4.1036       0.3561       1.0722,      92       8.1156       1.5186       5.7506       0.5118       0.9791,      92       7.8873       1.6121       4.6235       0.5563       0.9909,      92       2.1476       1.3530       1.8149       0.6508       0.5406,      92       3.5206       1.7073       3.3900       0.3753       0.9230
      93       1.8035       1.7504       1.8535       0.4882       0.5295,      93       2.4443       1.6326       2.9547       0.6198       0.5539,      93       2.3293       1.7798       2.2458       0.5842       0.5733,      93       3.4378       1.2528       2.4202       0.2578       0.8892,      93       4.1332       1.9172       2.8769       0.3709       0.8768,      93       2.3744       1.7750       3.5634       0.3803       0.7826,      93       7.2535       1.5991       5.1595       0.3189       1.0496,      93       8.9074       1.6429       5.4479       0.3499       1.0378,      93       2.8869       1.5298       1.7957       0.3454       0.5474,      93       3.4148       1.4711       2.9461       0.4799       1.1690
      94       2.3559       1.9112       2.5712       0.4290       0.5171,      94       2.6300       1.5351       2.8755       0.3077       0.3223,      94       2.8805       1.9215       2.5214       0.5831       0.8908,      94       3.2041       1.1711       2.7301       0.2225       1.0653,      94       5.2177       1.8430       3.0967       0.5591       0.8882,      94       2.8134       1.6665       3.2348       0.3317       0.8668,      94       8.0004       1.7646       5.3375       0.4057       1.3939,      94       8.4508       1.8180       6.3749       0.5041       0.9997,      94       1.9633       1.3372       1.9901       0.3267       0.5408,      94       2.2149       1.7040       2.8258       0.3035       0.8527
      95       2.0022       1.7150       1.8107       0.5603       0.4329,      95       2.3876       1.6303       2.6517       0.4261       0.3953,      95       2.1402       1.8963       2.3037       0.5107       0.7890,      95       3.2095       1.2538       2.3128       0.5047       0.9941,      95       4.5373       1.8364       2.6576       0.5685       0.9500,      95       2.2836       1.7993       2.7082       0.4085       0.9225,      95       8.1357       1.7352       5.4275       0.3383       1.8826,      95       9.1333       1.9288       5.1105       0.5953       1.1758,      95       2.5704       1.6726       1.4175       0.3723       0.4135,      95       1.8660       1.7130       2.3251       0.6384       1.0365
      96       2.0438       1.6596       1.6218       0.2424       0.4859,      96       2.1694       1.4896       2.7357       0.3210       0.4032,      96       2.8211       1.8506       3.1960       0.6162       0.9970,      96       3.1170       1.2947       2.5263       0.4213       0.6555,      96       4.9947       1.6443       2.5768       0.4923       0.5688,      96       2.7117       1.8713       1.4123       0.3929       0.7560,      96       8.0261       1.7246       4.8481       0.5670       1.4615,      96       8.4892       1.4712       6.2641       0.6831       1.3378,      96       2.3525       1.7748       1.9205       0.2968       0.3656,      96       2.5655       1.5674       2.7320       0.3623       0.4889
      97       1.6816       1.9318       1.7313       0.4553       0.4164,      97       2.5236       1.4719       2.3338       0.3941       0.4795,      97       2.8128       1.6028       3.1097       0.6436       0.9129,      97       3.8178       1.2586       2.7459       0.4047       0.7764,      97       4.9201       1.6609       2.6127       0.3970       0.7242,      97       2.4622       1.8409       0.8693       0.3688       0.7614,      97       7.8750       1.8611       5.2992       0.3296       1.6620,      97       8.2465       1.6412       5.6574       0.6750       1.0303,      97       2.3146       1.7758       1.8640       0.4404       0.6241,      97       2.7408       1.7950       2.6222       0.2425       0.7458
      98       2.2037       1.9360       2.4429       0.5902       1.0749,      98       1.7727       1.4745       2.1069       0.5570       0.6019,      98       2.6167       1.8409       3.0129       0.3426       0.9349,      98       1.8272       1.1438       2.2605       0.5256       0.8279,      98       4.3874       1.6116       3.0956       0.4450       0.6493,      98       2.4745       1.8396       1.4246       0.4422       0.3980,      98       7.7598       1.7607       5.5127       0.4205       1.7343,      98       9.0476       1.8340       7.4782       0.6246       1.1152,      98       2.5637       1.9055       2.4348       0.3656       0.3191,      98       2.9390       1.7659       2.3263       0.4546       0.7778
      99       2.3023       1.7703       2.4382       0.5923       1.0150,      99       1.8025       1.8484       2.1553       0.4726       0.7243,      99       3.5515       1.4824       3.0509       0.5626       1.3759,      99       2.3568       1.3293       2.4611       0.5940       1.0378,      99       4.2165       1.8005       2.9006       0.9075       1.6797,      99       2.3603       1.7767       1.4311       0.8169       0.7386,      99       6.3252       1.4467       4.4030       0.3222       1.1936,      99       8.0300       1.8382       6.5074       0.7134       1.0775,      99       2.4145       1.8169       1.8059       0.3278       0.4250,      99       2.4233       1.5771       2.6836       0.5002       0.8367
     100       1.9188       1.7282       2.3634       0.3089       0.8045,     100       2.4500       1.6239       2.2885       0.3983       0.5795,     100       2.1702       1.6624       1.8523       0.5734       0.5983,     100       3.5521       1.3501       2.3291       0.5762       0.7569,     100       4.3808       1.6491       2.8096       0.4106       0.6457,     100       2.5021       1.7331       2.8419       0.4260       1.2150,     100       6.4632       1.7156       4.0094       0.7351       1.4129,     100       9.4056       1.6179       7.5431       0.5751       1.1475,     100       3.0713       1.5772       2.2941       0.3539       0.6874,     100       2.5959       1.7865       2.4214       0.3857       0.5067
     101       2.0771       1.8554       2.1616       0.6426       1.3093,     101       1.5367       1.6799       2.4679       0.5040       0.7239,     101       2.7914       1.5251       2.0583       0.3509       0.4903,     101       3.7960       1.3751       2.5620       0.2260       0.5815,     101       5.7250       1.9182       3.5449       0.7009       0.6530,     101       2.6542       2.0349       2.9191       0.7701       0.9945,     101       7.0237       1.6025       4.6674       0.4458       1.3771,     101       8.6704       1.5859       5.5740       0.3312       1.2235,     101       2.3535       1.6469       1.8487       0.4735       0.6778,     101       2.3194       1.4586       2.5826       0.5883       0.7506
     102       2.8762       1.9012       2.4423       0.6002       1.0947,     102       1.9311       1.6806       2.4448       0.4249       0.6362,     102       2.6881       1.5020       2.4432       0.6456       1.1769,     102       2.4461       1.7357       2.2398       0.3453       0.6191,     102       4.8081       2.2843       3.7670       0.5258       1.3572,     102       2.6328       1.7881       2.9368       0.8038       0.9460,     102       6.9785       2.2608       5.0742       0.4424       1.7881,     102       9.5898       1.3408       7.2314       0.6454       1.4356,     102       1.6481       1.4669       1.4856       0.4791       0.5092,     102       2.9730       1.7399       2.7544       0.5836       0.8123
     103       2.2125       1.8573       2.7786       0.3090       0.8130,     103       1.8102       1.4605       2.7533       0.5423       0.3607,     103       2.3045       1.5918       1.7983       0.3040       0.4702,     103       3.0240       1.5400       2.7657       0.5020       0.5969,     103       5.5495       2.1348       3.1232       0.4762       0.6925,     103       2.0096       1.5877       3.3501       0.4870       0.8506,     103       7.0502       1.9556       5.6875       0.6432       1.8224,     103       9.1344       1.3493       6.3785       0.5284       0.9899,     103       2.6701       1.4900       1.9567       0.5385       0.6175,     103       2.8151       1.7777       2.4375       0.3170       0.6103
     104       2.1575       1.9055       3.0837       0.7348       1.5149,     104       1.3641       1.6208       2.3912       0.2981       0.3214,     104       2.2692       1.6238       2.6908       0.4397       0.7298,     104       3.5723       1.4116       2.4513       0.5592       0.8813,     104       5.0779       1.7958       2.6109       0.3531       0.5846,     104       3.0875       2.0884       3.4365       0.3350       0.6301,     104       8.1164       1.7129       5.6767       0.6627       1.6697,     104       9.8689       1.5723       7.1924       0.6343       1.4687,     104       3.0680       1.6024       2.5065       0.3407       1.0264,     104       2.8892       1.8636       2.2744       0.6991       0.7169
     105       2.5137       1.7742       2.9810       0.5317       1.1990,     105       1.3990       1.6188       1.2699       0.3904       0.4532,     105       1.5070       1.8709       2.8265       0.5197       0.7478,     105       2.4839       1.2979       3.4847       0.4498       0.7401,     105       3.9698       1.8233       2.6699       0.3726       0.6719,     105       2.5332       1.8935       2.9045       0.3687       0.7638,     105       9.5542       1.9624       5.9780       0.7023       1.8585,     105       9.5708       1.5885       6.6867       0.3145       0.8165,     105       3.3456       1.4916       2.6478       0.4198       0.6892,     105       2.6764       1.8333       2.2413       0.3367       0.4731
     106       2.1011       2.2897       2.5369       0.6662       1.2322,     106       3.3516       1.6328       2.0467       0.4031       0.6231,     106       2.9907       1.5456       3.1856       0.6363       1.0741,     106       2.9230       1.6536       3.0651       0.4408       0.8419,     106       3.4854       1.7057       2.7637       0.5600       0.7898,     106       2.4533       1.7738       2.6709       0.6273       0.8045,     106       8.9748       1.8789       6.1682       0.4506       1.5595,     106      10.0790       1.7615       6.1787       0.7155       0.9792,     106       2.6293       1.4778       2.1055       0.6020       0.7680,     106       3.0149       1.5195       2.5043       0.3961       0.3114
     107       2.1437       2.2219       2.5693       0.8186       1.3731,     107       2.0863       1.8375       1.3841       0.4856       0.3268,     107       1.6714       2.1837       1.6086       0.5472       0.5083,     107       2.3530       1.8265       2.8931       0.3327       0.7198,     107       3.8462       1.8523       3.1166       0.6929       1.0719,     107       2.9686       1.9078       2.5389       0.6063       1.0897,     107       8.8795       1.7468       6.0959       0.7782       1.5420,     107       9.3108       1.6282       6.1406       0.5328       1.3003,     107       3.2750       1.3150       2.4792       0.4274       0.4520,     107       2.4153       1.6986       1.3531       0.7953       0.9315
     108       2.0445       1.9036       2.6492       0.8148       1.4206,     108       2.4234       1.7261       1.8018       0.6613       0.6138,     108       1.8168       1.9140       2.3909       0.4508       0.7892,     108       2.7151       1.5930       3.8528       0.3708       0.9093,     108       3.6060       1.9449       2.9055       0.6103       1.0714,     108       2.5562       1.6566       1.8770       0.2967       0.4186,     108       8.4320       1.8644       5.5408       0.3704       1.3570,     108       8.4814       1.3689       5.9627       0.5746       1.1389,     108       2.9061       1.4650       2.8355       0.5353       1.0756,     108       2.0441       1.5272       2.2765       0.4633       0.6213
     109       1.8586       1.9325       2.8391       0.6756       1.0218,     109       2.6146       1.8018       3.0226       0.4849       0.9796,     109       1.3327       1.6910       2.0526       0.7224       0.2542,     109       2.6543       1.5852       3.2309       0.4304       0.9506,     109       3.5678       1.8669       2.8913       0.4501       0.9339,     109       2.8336       1.9456       2.5989       0.2985       0.7735,     109       8.7822       1.7884       5.6707       0.7622       1.2525,     109       7.4282       1.7073       5.3819       0.9947       1.4572,     109       3.5556       1.6354       3.3885       0.5667       0.9882,     109       1.9316       1.6469       2.7668       0.3534       0.5715
     110       2.1295       1.8338       2.1013       0.4754       1.3887,     110       1.9243       1.6382       3.2283       0.4768       1.3444,     110       1.9231       1.6642       2.5072       0.3510       0.4493,     110       3.7467       1.4599       3.1494       0.3908       1.1198,     110       3.6594       1.6615       2.5566       0.4422       0.6201,     110       2.8528       2.0768       3.2291       0.8180       1.2286,     110       7.6007       1.8826       4.7807       0.6482       1.4764,     110       8.0626       1.7365       5.7086       0.8910       1.2057,     110       4.3055       1.7299       2.3129       0.5322       1.0274,     110       2.5641       1.5362       2.5601       0.4351       0.6449
     111       2.4175       1.6852       2.3577       0.8632       1.2002,     111       2.0170       1.6332       2.8080       0.9795       1.9023,     111       2.6518       2.0740       2.4488       0.5285       0.8748,     111       3.8239       1.4600       3.8818       0.7814       1.8599,     111       3.0103       1.7742       3.5408       0.4307       0.6077,     111       2.3813       1.8485       2.8900       0.3609       0.5878,     111       7.2522       1.9618       4.3623       0.3869       0.6706,     111       7.5042       1.5845       5.5837       0.4562       1.0886,     111       4.2849       1.8227       3.5363       0.4804       1.3144,     111       1.8612       1.8492       2.4573       0.4085       0.6560
     112       2.7503       1.6281       2.4087       0.6145       0.8554,     112       1.9300       1.8484       2.4508       0.6801       0.8863,     112       2.9896       1.6918       2.3703       0.5411       0.7210,     112       3.1801       1.4189       3.4101       0.4633       1.1248,     112       3.9803       2.0210       3.8442       0.3888       0.5533,     112       2.0425       1.7186       3.1074       0.6789       1.0851,     112       7.3049       2.0347       3.6437       0.5020       0.7124,     112       7.1715       1.5314       6.4662       0.4377       0.7564,     112       4.5455       1.5685       2.6185       0.3373       0.6243,     112       2.3237       1.6137       2.3915       0.4137       0.4983
     113       2.7906       1.7609       2.5643       0.5745       1.0693,     113       1.7486       1.5202       4.6197       0.3589       0.7260,     113       2.4188       1.9040       2.9224       0.3991       0.5981,     113       3.9094       1.5327       3.9076       0.3905       1.3327,     113       4.2788       1.7896       2.9472       0.4709       0.5836,     113       3.2314       1.7488       3.4370       0.4853       1.2134,     113       5.9952       1.9226       1.7793       0.8040       0.8952,     113       7.1722       1.8055       6.3503       0.4778       0.6410,     113       4.6109       1.5117       2.7353       0.4677       0.6369,     113       2.3707       1.6391       2.3828       0.4342       0.5620
     114       2.4704       1.8864       2.7735       0.7057       1.1600,     114       1.6493       1.6972       4.6417       0.2025       0.4231,     114       2.8433       1.7751       2.3529       0.4538       0.6075,     114       3.3975       1.5754       3.4411       0.5376       1.1115,     114       4.0257       1.8685       3.5889       0.3730       0.5895,     114       3.1083       1.7537       3.5561       0.6703       1.2621,     114       7.4060       2.2889       2.5260       0.5360       0.5683,     114       5.6900       1.7517       4.8291       0.3501       0.6110,     114       4.6331       1.7928       3.0459       0.6506       1.1229,     114       1.8399       1.7104       2.6870       0.3238       0.3932
     115       2.5387       1.9056       3.5207       0.7434       1.1442,     115       1.2703       1.6056       4.0839       0.4098       0.6291,     115       1.8944       2.0920       1.5699       0.4417       0.4925,     115       2.5767       1.6966       3.0654       0.4467       0.9842,     115       3.6473       2.0780       3.3959       0.4826       0.9082,     115       3.0350       1.9796       3.9399       0.6043       1.7260,     115       7.1039       2.1847       2.2921       0.6437       0.8294,     115       7.6381       1.8263       5.7916       0.7576       0.8239,     115       4.4461       1.6453       3.0720       0.4059       0.6527,     115       1.4892       1.8239       2.5522       0.3551       0.7251
     116       2.5651       2.0582       3.4188       0.6516       0.9807,     116       1.0518       1.5795       3.4980       0.5114       0.4126,     116       2.2678       1.8863       2.0272       0.4623       0.6645,     116       2.2123       1.5352       3.6771       0.6132       1.3408,     116       3.8485       1.8173       3.7775       0.4028       0.6026,     116       2.2962       1.8097       3.1281       0.7478       1.1101,     116       7.2186       1.8347       3.7106       0.7844       1.2094,     116       7.3283       1.6822       6.3577       0.5731       0.9360,     116       4.4975       1.5437       3.2418       0.4984       0.6054,     116       1.3678       1.9300       2.3781       0.5500       0.6569
     117       2.3950       1.9548       3.2517       0.6502       1.2665,     117       1.7591       1.6315       2.8362       0.4287       0.4628,     117       1.9759       1.9534       2.2362       0.3423       0.8676,     117       2.4316       1.9323       3.8378       0.4461       1.1859,     117       4.3964       2.2313       3.5594       0.6429       1.1874,     117       2.1975       1.8786       3.1738       0.8711       1.2282,     117       8.6468       1.9798       3.3505       0.6734       1.4221,     117       7.7002       1.6317       5.9622       0.5856       0.8907,     117       4.2608       1.7143       2.7307       0.5402       0.7326,     117       1.6465       1.6895       2.2874       0.5598       0.6294
     118       2.4038       1.7438       3.3635       0.3799       1.0075,     118       1.2133       1.7199       3.6085       0.3859       0.4991,     118       2.7930       1.8717       3.0050       0.3831       1.2393,     118       2.7997       1.7846       3.2330       0.5609       0.6917,     118       3.5820       1.8939       3.0957       0.6772       1.5923,     118       1.9809       1.7960       3.1308       0.9065       1.0474,     118       6.3618       2.1711       3.1777       0.8363       1.2984,     118       7.7536       1.8736       6.3452       0.7198       1.5370,     118       4.1840       1.7646       2.9274       0.6381       1.0977,     118       2.3391       1.5234       2.6378       0.3483       0.5311
     119       2.4837       2.2420       3.1730       0.1728       0.6007,     119       1.2671       1.6393       3.6151       0.3748       0.3087,     119       1.8720       1.7303       2.9531       0.5223       0.2545,     119       3.9032       1.6441       4.0926       0.5919       1.3534,     119       3.8632       1.9302       2.9158       0.4397       0.8033,     119       1.7281       1.9051       3.1372       0.6442       1.1835,     119       7.3658       2.3632       2.8582       0.6854       1.2022,     119       8.4040       1.6637       6.9708       0.7786       1.7562,     119       4.6485       1.7771       4.0200       0.5899       1.4169,     119       2.4150       1.7848       2.8780       0.6539       0.7894
     120       3.2128       2.0949       2.3254       0.6506       0.4710,     120       1.3966       1.9019       3.6968       0.3340       0.4447,     120       1.5194       1.8411       2.4551       0.5430       0.9340,     120       3.6711       1.4594       3.9599       0.7128       1.1996,     120       3.9883       2.2497       3.3689       0.7140       0.9607,     120       2.5614       1.9080       3.1276       0.3954       1.1591,     120       7.5654       2.1471       2.3762       0.5518       1.1086,     120       7.2252       1.7606       6.0527       1.1603       2.6162,     120       5.3205       1.7145       3.3083       0.6016       1.5164,     120       2.5159       1.7410       2.5269       0.2338       0.4233
     121       3.3888       2.3124       2.5282       0.4648       0.6938,     121       1.6671       1.9375       3.5556       0.3197       0.8003,     121       2.3590       1.7186       2.4404       0.4591       0.7501,     121       3.5132       1.5750       3.5086       0.3542       0.8895,     121       3.8082       1.9060       3.5727       0.2383       1.0864,     121       1.8112       1.8534       2.8984       0.5959       1.2391,     121       7.5982       1.8655       2.1947       0.6428       0.7453,     121       6.9293       2.0055       5.8141       0.9805       1.6741,     121       4.2462       1.6503       2.6241       0.3410       0.5167,     121       2.9499       1.9482       2.3580       0.2396       0.4514
     122       2.8757       2.0711       2.9860       0.5822       0.7587,     122       1.2541       1.8613       3.7963       0.3655       0.4527,     122       2.0014       1.6765       2.0864       0.4667       0.5756,     122       3.3842       1.6009       3.1575       0.2957       0.5716,     122       3.0448       1.8261       3.2293       0.5217       0.8635,     122       2.4425       1.8397       3.5170       0.8137       1.8435,     122       8.1559       2.1116       3.0121       0.5711       1.0844,     122       6.1784       1.6900       5.7524       0.2570       0.7660,     122       7.0940       1.6930       4.5682       0.5538       1.0995,     122       2.3006       2.0670       2.3239       0.4406       0.5775
     123       2.8924       1.9943       2.9792       0.2978       0.7952,     123       2.5497       2.0247       3.8673       0.3945       0.7435,     123       2.2248       1.9213       2.7399       0.3224       0.7374,     123       3.1698       1.7697       3.8286       0.6195       1.2190,     123       4.1184       1.8007       3.1816       0.4774       0.9110,     123       1.0969       2.0870       2.9540       0.5731       0.7500,     123       6.0568       2.0593       2.7711       0.5492       0.5604,     123       6.5656       1.6467       5.4155       0.9969       0.9928,     123       5.9145       1.7245       4.0537       0.5157       0.7965,     123       2.4508       2.0421       2.4532       0.3541       0.5515
     124       2.2012       1.9430       2.9378       0.5028       0.6147,     124       1.3574       1.7699       3.7152       0.4256       0.5433,     124       2.3683       1.5059       3.0883       0.4206       0.6315,     124       3.3120       1.6199       3.8767       0.4086       0.8142,     124       3.3825       1.9104       3.4906       0.9262       1.0952,     124       1.4402       1.9562       3.1184       0.6402       1.2149,     124       6.3337       2.0324       2.8416       0.5386       0.7799,     124       7.0467       1.5666       5.7639       0.5714       0.8931,     124       6.9350       1.9603       4.4022       0.4382       0.9357,     124       2.2242       1.9562       2.3815       0.3838       0.5827
     125       2.1450       1.7822       2.8310       0.5505       0.5331,     125       1.3278       1.5158       3.4510       0.3745       0.7880,     125       2.2118       1.6259       2.8655       0.4452       0.8499,     125       2.6177       1.5956       3.5407       0.3743       0.5795,     125       3.1333       1.9440       3.9841       0.3401       0.7446,     125       1.4003       2.0057       3.2268       1.0228       1.3964,     125       5.4304       2.0940       2.9388       0.3956       0.6620,     125       7.5859       1.7244       5.3088       0.6159       0.7470,     125       7.2495       1.8271       4.5497       0.7324       1.1459,     125       2.6095       1.9556       2.4559       0.3977       0.5096
     126       2.1356       2.0054       2.8173       0.3371       0.4606,     126       1.5695       1.7877       3.3817       0.3147       0.5254,     126       1.4629       1.6484       2.5892       0.4045       0.8601,     126       3.1623       1.6127       3.7955       0.7649       1.0407,     126       3.0713       1.7787       3.4331       0.6841       1.3005,     126       1.5443       2.0369       3.0914       0.8558       1.3484,     126       7.2583       2.1091       2.3448       0.3756       0.7611,     126       8.3253       1.9293       6.1066       0.4017       0.9299,     126       9.3169       2.1009       5.8756       0.8897       1.4208,     126       3.4074       1.8905       2.4398       0.3330       0.4994
     127       2.0672       2.0115       3.2445       0.5782       0.9738,     127       1.1565       1.5216       3.3245       0.4057       0.4954,     127       2.7155       1.7891       2.6310       0.3194       0.8662,     127       3.5195       1.6699       3.6596       0.6745       1.2897,     127       3.1042       1.8261       3.1837       0.8284       1.1685,     127       1.0082       1.9408       2.7975       0.7636       0.9736,     127       5.5010       1.8452       3.8046       0.4530       0.9338,     127       8.3723       1.7898       5.1701       0.7084       0.8317,     127       8.6518       1.9526       5.3321       0.7924       1.1510,     127       2.9181       1.7303       2.7178       0.4322       0.6361
     128       2.0991       1.9002       2.6957       0.5146       0.7082,     128       1.2987       1.4742       3.5450       0.6395       0.5791,     128       2.8367       1.6617       3.1898       0.3101       0.9187,     128       3.2013       1.6972       3.2053       0.3936       1.0821,     128       2.3284       1.8396       3.5847       0.6213       0.8626,     128       2.1482       1.9746       3.1667       0.7357       1.4581,     128       5.2212       2.1249       2.9127       0.5929       0.8433,     128       8.1510       1.8628       5.0228       0.5329       1.2250,     128       8.6675       1.7108       5.5313       0.8653       1.4623,     128       2.6388       1.5182       2.3889       0.2930       0.4006
     129       3.1526       1.8401       2.6605       0.4747       0.6493,     129       1.2877       1.7588       3.9020       0.5164       0.2630,     129       2.1192       1.5413       2.5089       0.3787       1.0160,     129       3.1203       1.4736       3.8498       0.3376       0.6945,     129       2.8873       2.0115       2.9945       0.4556       0.6963,     129       1.2566       1.7820       3.2335       0.8257       1.4136,     129       4.5447       1.9255       3.5350       0.5462       0.7918,     129       8.3342       1.7891       6.0948       0.4853       1.0102,     129       9.6917       1.8415       6.1153       0.5449       1.0328,     129       2.8248       1.7235       2.5168       0.5084       0.5260
     130       2.4154       2.2304       2.6834       0.6855       0.6115,     130       1.4470       1.5703       3.4363       0.6507       0.4084,     130       2.5864       1.6327       2.3574       0.4382       0.2530,     130       2.9307       1.8537       4.0501       0.4507       1.3489,     130       3.0602       1.9322       3.4180       0.4379       0.6707,     130       1.2968       1.9711       3.7156       0.8875       1.8819,     130       4.8051       1.8541       2.8132       0.5486       0.5481,     130       7.0620       1.8528       5.4827       0.5839       0.8226,     130       9.2683       2.1070       5.6013       0.5480       1.0135,     130       2.9665       1.7663       2.6939       0.3567       0.5203
