#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.6063       0.1777       1.1235       0.8303       0.9781
       3       1.7532       0.1795       1.2115       0.8627       1.0967
       4       1.8203       0.1907       1.2359       0.8300       1.0537
       5       1.8421       0.1845       1.2018       0.9695       1.1827
       6       1.8228       0.1854       1.2843       0.8361       1.0580
       7       1.9080       0.2925       1.5494       0.7612       1.2840
       8       1.9271       0.3064       1.5368       0.8130       1.1327
       9       1.8812       0.2878       1.5679       0.7889       1.1365
      10       1.8430       0.2944       1.4387       0.7371       1.2363
      11       1.9126       0.3167       1.4426       0.7514       1.1392
      12       2.0149       0.6161       1.8749       0.6017       1.6436
      13       2.3259       0.8847       1.7716       0.4643       1.2394
      14       2.5344       0.9934       1.3598       0.3966       1.0343
      15       2.5428       1.0079       2.1465       0.4864       1.0337
      16       2.5898       0.9046       1.7986       0.6331       1.1538
      17       2.8258       1.1289       2.5800       0.8318       1.6888
      18       2.3899       1.1614       1.7490       0.4839       1.2034
      19       2.7525       1.1006       2.3714       0.3324       0.8724
      20       2.3587       1.1435       1.7112       0.4951       1.0564
      21       2.6062       1.1525       1.8218       0.6669       0.8219
      22       2.5023       1.2882       2.4380       0.5518       0.7111
      23       2.0999       1.3691       2.3332       0.5040       0.8836
      24       2.6377       1.2180       2.6939       0.1894       0.3977
      25       2.3496       1.4555       2.5512       0.5231       0.8201
      26       2.3442       1.3540       2.6705       0.4100       0.6894
      27       2.8728       1.3265       2.6493       0.4837       0.5983
      28       2.2491       1.4096       2.3632       0.4029       0.4588
      29       2.2333       1.4376       2.5392       0.2089       0.7332
      30       3.1754       1.4646       2.2994       0.4999       0.6330
      31       3.1077       1.4301       2.5348       0.4967       0.6689
      32       2.8936       1.3536       2.4759       0.6885       1.2503
      33       1.9730       1.3767       2.5333       0.6545       0.8600
      34       2.8759       1.4620       2.7783       0.4683       0.4635
      35       2.7479       1.4577       2.0958       0.6739       0.8200
