#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4486       0.2256       0.6935       0.6440       0.6329
       3       1.6451       0.2230       0.7854       0.7872       0.7636
       4       1.7051       0.2403       0.7677       0.7560       0.7725
       5       1.7058       0.2274       0.8570       0.7745       0.7720
       6       1.7142       0.2167       0.8086       0.6896       0.7894
       7       1.6336       0.3750       0.9483       0.5072       0.6143
       8       1.7187       0.3752       0.8241       0.5920       0.7908
       9       1.6727       0.3704       0.6781       0.5040       0.5981
      10       1.7780       0.3449       1.0558       0.4718       0.5405
      11       1.6860       0.3610       0.8879       0.6603       0.8583
      12       1.9228       0.7990       2.5153       0.8636       1.1239
      13       1.8423       0.8885       2.8629       0.7295       1.0328
      14       1.7826       1.1318       3.0151       0.6309       0.5584
      15       1.7743       0.9698       3.0647       0.4700       0.9317
      16       1.6606       1.1028       3.1007       0.4633       1.0480
      17       1.4117       1.3212       3.4813       1.1936       1.8069
      18       1.9161       1.3852       2.6851       1.2529       1.1460
      19       1.3336       1.1706       1.8278       1.0462       1.0386
      20       1.6383       1.7702       2.2747       0.5884       1.0042
      21       2.0034       1.6495       2.0177       1.0889       1.1552
      22       3.1383       1.3554       2.3686       0.7873       0.8247
      23       2.2619       1.1259       2.9477       1.0391       2.0031
      24       2.2370       1.2852       2.5135       1.1963       1.7496
      25       2.3030       1.2944       1.5239       0.4922       0.4746
      26       1.8177       1.2571       2.1951       1.0211       1.1196
      27       2.2983       1.4262       2.3855       0.5710       0.6419
      28       1.8572       1.2007       2.3393       0.7967       0.6925
      29       1.7421       1.2896       2.4797       0.9305       1.0395
      30       2.7037       1.7329       3.0224       1.2446       1.2834
      31       3.3652       1.6129       2.4669       0.7505       0.7014
      32       1.7794       1.7743       2.2676       1.0408       1.0856
      33       2.0662       1.5149       2.5350       0.9168       1.1911
      34       2.1302       1.7959       2.3473       0.8740       1.1557
      35       2.8287       2.0104       1.4601       1.0303       1.3455
      36       2.8883       1.9536       1.7870       0.7493       0.5942
      37       1.7537       1.9735       2.0509       0.9829       0.8781
      38       2.2897       2.0590       2.7854       0.9394       1.0511
      39       1.2563       2.2279       2.5419       0.9528       1.0017
      40       1.6126       2.0050       1.8948       1.2143       1.3459
      41       2.3934       2.0208       2.7024       0.5312       0.6440
      42       2.2814       1.5665       2.2761       1.1017       1.0005
      43       2.6003       1.8604       1.9694       1.1700       1.1069
      44       2.2186       2.2804       1.3532       0.9880       1.3069
      45       2.2858       2.0772       1.9644       1.0828       1.1300
      46       2.6428       2.1328       1.6293       0.6938       0.5622
      47       2.5011       2.3130       2.1678       0.9871       1.0433
      48       2.4354       2.2063       2.0767       0.5911       0.8404
      49       2.1369       2.2340       2.4607       0.6763       1.1032
      50       2.5860       2.3600       2.2408       0.8898       0.9181
      51       5.3849       2.2360       2.4947       0.8066       1.2678
      52       3.9667       2.1346       2.8315       1.0333       1.1315
      53       3.0719       2.0437       2.9518       1.4260       1.4543
      54       1.7312       2.0460       2.5987       1.2145       1.5271
      55       2.3552       2.1834       3.0089       1.0786       1.2861
      56       2.8268       2.3122       3.2367       1.4512       1.6142
