#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5814       0.2301       0.9840       0.8987       0.9802
       3       1.7085       0.2299       1.1662       0.9587       1.0435
       4       1.7320       0.2295       1.1252       0.8477       1.0142
       5       1.7261       0.2199       1.2348       0.9805       1.0491
       6       1.7202       0.2389       1.1105       0.9387       0.9891
       7       1.6819       0.3392       1.4420       0.6475       1.1699
       8       1.6540       0.3714       1.3735       0.5859       0.9971
       9       1.6620       0.3796       1.3416       0.6593       1.0666
      10       1.7173       0.3393       1.1865       0.7846       1.0054
      11       1.6547       0.3593       1.4922       0.6510       0.9992
      12       1.5864       0.8160       2.6202       0.6027       1.1924
      13       1.5158       0.8273       2.4261       0.6175       1.5856
      14       1.7961       0.9138       2.3884       0.8707       1.6660
      15       1.8329       0.9266       2.6472       0.7270       1.3963
      16       1.7421       1.1746       2.1585       0.4445       1.4048
      17       1.7728       1.2781       2.7201       0.9358       1.9404
      18       2.0231       1.1958       2.4090       0.6448       2.0210
      19       2.5353       1.1966       3.0333       0.7767       1.9036
      20       2.3991       1.5401       3.0651       0.7400       2.1297
      21       2.8978       1.5153       3.2438       1.2238       2.1095
      22       2.3151       1.4043       2.6751       0.8951       1.8466
      23       3.5226       1.4512       3.2738       0.7578       1.9555
      24       2.3165       1.4127       3.2403       0.5762       1.7834
      25       2.7548       1.4182       2.5869       1.0038       1.9151
      26       2.7041       1.3570       2.6380       0.8179       1.8362
      27       3.5583       1.2699       3.2624       1.0328       2.1310
      28       4.4278       1.3593       3.5854       0.9520       2.0507
      29       4.2340       1.2290       3.6249       1.0381       2.3436
      30       3.0803       1.6358       3.7461       1.3363       1.9983
      31       3.8960       1.4646       3.7548       0.9903       2.1775
      32       2.8649       1.4203       3.1161       1.0242       2.2806
      33       2.5803       1.3714       3.5090       1.3065       2.3884
      34       3.2770       1.6652       3.8753       1.0936       2.3166
      35       3.0262       1.6000       3.5670       0.5375       2.6624
      36       2.9975       1.2708       3.4747       0.6751       2.2545
      37       4.2897       1.4376       3.7340       1.1418       2.8480
      38       4.3141       1.3235       3.9213       0.9119       2.4895
      39       4.3387       1.5233       4.3833       0.8849       2.4340
      40       4.5591       1.4191       5.2427       0.9073       2.0460
      41       2.9864       1.3801       4.6969       1.2214       2.0769
      42       2.4311       1.4410       4.5537       1.6634       2.6097
      43       2.2869       1.4573       3.2087       0.9265       2.2096
      44       2.5850       1.3960       4.3835       1.1322       2.3244
      45       2.4245       1.3880       3.3817       0.8865       1.8112
      46       3.4663       1.4249       4.1830       0.7825       2.1998
      47       1.3955       1.5552       3.6068       0.9711       2.2778
      48       1.4970       1.2973       3.3138       0.9977       1.8105
      49       1.6286       1.4991       3.2142       0.4294       1.1082
      50       1.3372       1.4626       3.6274       1.0301       1.5822
      51       1.5913       1.2617       3.2052       0.8713       1.6615
      52       1.3244       1.3434       3.3093       0.7680       1.6966
      53       1.4325       1.4344       3.4945       1.0120       1.9910
      54       1.6884       1.7233       2.9902       0.6963       2.1346
      55       2.3576       1.5909       3.3639       1.0461       1.9154
      56       3.2939       1.4757       5.1498       0.9355       1.7332
