#Frame           CRBN        GSPT1
      88       2.2405       2.6615
      89       2.2646       2.1550
      90       2.3949       2.8703
      91       1.9345       2.7312
      92       1.9004       2.7433
      93       1.8774       3.0769
      94       2.1035       2.7927
      95       1.7840       2.5788
      96       2.3789       2.7197
      97       1.8254       2.8307
      98       2.2502       3.5296
      99       2.5091       2.6378
     100       2.0253       2.6112
     101       2.1604       2.6940
     102       2.1559       2.4647
     103       2.2237       2.8494
     104       2.0873       3.1571
     105       1.4919       3.2255
     106       2.1203       3.0974
     107       2.1955       3.5464
     108       1.8143       3.4984
     109       1.9522       3.6463
     110       2.4315       4.0783
     111       1.7546       3.9918
     112       1.9832       3.2037
     113       1.9302       2.9244
     114       1.9475       2.7740
     115       2.1263       2.9577
     116       1.9911       3.9423
     117       1.9444       3.9344
     118       1.7152       4.2870
     119       1.8655       4.0429
     120       1.7937       3.7539
     121       2.0094       4.3872
     122       2.2265       3.7972
     123       2.4124       3.3877
     124       2.0034       3.4239
     125       2.0975       3.4468
     126       2.2212       3.1982
     127       2.3857       3.2353
     128       2.1137       3.8079
     129       2.0787       3.7423
     130       2.2341       3.5204
     131       2.3137       2.4011
     132       1.7269       3.0512
     133       1.7171       3.5261
     134       2.1526       3.7779
     135       2.5385       2.7642
     136       2.2887       2.7450
     137       2.0655       3.3209
     138       2.0371       4.2966
     139       1.9060       4.1712
     140       1.9981       4.1214
     141       2.0562       3.3362
     142       1.8426       3.4200
     143       2.1862       3.9756
     144       2.0981       4.0965
     145       2.0854       3.8329
     146       2.0439       4.4016
     147       2.0459       3.6545
     148       1.9479       4.0622
     149       2.0912       2.8824
     150       2.1520       3.3731
     151       2.5099       3.6289
     152       1.8332       3.9399
     153       1.9815       3.0449
     154       1.6993       4.1435
     155       2.0780       2.5841
     156       2.2955       2.9146
     157       2.1032       2.3247
     158       1.9571       3.3446
     159       2.1387       2.6175
     160       1.8379       2.5111
     161       1.6634       2.7270
     162       1.6886       2.5116
     163       1.7285       3.3953
     164       2.2006       2.9792
     165       2.0254       3.4965
     166       2.0149       4.5192
     167       2.1785       3.5357
     168       2.3680       2.7986
     169       1.9594       3.6050
     170       2.3327       2.8829
     171       2.3250       4.1539
     172       1.9503       4.0467
     173       2.4177       2.6922
     174       2.5086       2.5450
     175       2.4317       3.2576
     176       2.3005       3.0214
     177       2.3573       3.2586
     178       2.3032       3.2627
     179       1.9937       3.0984
     180       2.4276       2.6658
     181       2.6698       2.4730
     182       2.8118       3.4715
     183       2.7495       2.8883
     184       2.8489       2.7102
     185       2.4944       2.9847
     186       2.5028       3.5255
     187       2.8519       3.4632
     188       2.8596       3.7837
     189       2.7796       4.0469
     190       2.7279       4.6233
     191       2.8513       4.7257
     192       2.3936       4.4079
     193       2.7569       3.3018
     194       2.4947       4.2315
     195       2.7112       3.2074
     196       2.0447       3.4314
     197       1.9458       3.1862
     198       2.5351       3.0106
     199       2.3148       2.8871
     200       2.2449       3.9631
     201       2.2453       4.9986
     202       2.4181       4.1511
     203       1.9618       4.0207
     204       1.9904       5.5791
     205       2.1709       4.8596
     206       2.1881       4.0557
     207       2.2750       3.2712
     208       2.0177       4.4455
     209       2.2715       5.0000
     210       2.5742       4.3821
     211       2.3979       3.8925
     212       2.0209       5.2059
     213       2.0659       4.3337
     214       2.3389       4.9858
     215       1.8441       5.1255
     216       2.0058       4.0795
     217       2.2963       4.2962
     218       1.9549       3.7437
     219       2.2703       4.9149
     220       1.8205       6.6932
     221       1.6053       7.3180
     222       2.0282       6.4959
     223       1.9501       6.6502
     224       1.7922       5.6511
     225       2.0402       4.3989
     226       1.8082       4.7856
     227       1.6880       4.5114
     228       1.8563       4.6323
     229       1.9016       4.9987
     230       2.2017       5.8938
     231       2.1244       5.0059
     232       2.0448       5.0273
     233       2.2102       5.0435
     234       2.1696       4.2608
     235       2.1201       4.8020
     236       2.2707       5.3105
     237       1.9683       4.8791
     238       2.0434       6.0294
     239       2.1156       5.2387
     240       1.9586       4.4368
     241       1.9377       3.4536
     242       2.0226       3.9169
     243       2.0129       4.0576
     244       1.8071       4.4222
     245       1.8470       3.3463
     246       1.7340       4.2125
     247       2.0670       3.6631
     248       1.9020       3.7760
     249       1.9815       2.1266
     250       1.8548       2.0842
     251       1.8617       2.9377
     252       1.7792       3.5856
     253       2.1641       2.8664
     254       2.4545       2.4437
     255       2.7280       2.9457
     256       2.4791       3.1922
     257       2.5534       3.3334
     258       2.8787       3.3413
     259       2.5678       2.8695
     260       2.1961       3.4723
     261       2.0557       2.8180
     262       2.0334       3.4826
     263       1.9858       3.5205
     264       2.0720       3.2437
     265       1.9747       4.1881
     266       1.8232       3.1747
     267       1.9803       3.4251
     268       1.9038       3.3514
     269       1.9521       4.9827
     270       2.0303       4.4048
     271       1.8066       4.3257
     272       1.8277       4.1230
     273       1.8185       3.8174
     274       2.0611       2.3510
     275       1.8113       3.9975
     276       1.8950       3.0347
     277       1.8381       4.0016
     278       1.9962       4.3193
     279       2.0574       4.3942
     280       1.7024       5.5770
     281       1.8745       5.9950
     282       2.1255       5.5099
     283       2.1956       6.0233
     284       2.0206       6.0910
     285       2.0407       6.1348
     286       2.2824       5.3965
     287       1.9235       5.6107
     288       2.0495       6.6764
     289       2.0789       6.2004
     290       1.8733       6.4957
     291       2.1545       6.6012
     292       2.1992       6.7633
     293       2.0339       6.6164
     294       1.6636       7.9846
     295       1.7426       6.1863
     296       1.8421       5.6702
     297       1.9196       6.1248
     298       1.8063       6.9154
     299       1.8194       6.8833
     300       1.7823       6.6379
     301       1.9568       7.1386
     302       1.6146       7.5197
     303       1.5750       7.6285
     304       1.5474       7.4783
     305       1.7490       7.9848
     306       1.6442       7.2022
     307       1.9361       7.2919
     308       2.0848       7.3741
     309       2.0105       7.4280
     310       2.0147       6.8499
     311       2.0593       7.7808
     312       1.8703       7.3945
     313       1.7052       7.5369
     314       1.5239       7.2403
     315       1.9165       7.0664
     316       2.0361       6.3600
     317       1.8617       7.1456
     318       1.8888       6.2487
     319       1.6564       7.0453
     320       1.7296       6.9923
     321       1.8028       7.1446
     322       1.9235       7.1599
     323       2.1241       7.7995
     324       1.7654       8.1262
     325       2.0271       8.0656
     326       1.9377       6.9597
     327       2.1729       8.5770
     328       2.0006       8.2925
     329       1.7407       9.0167
     330       1.7791       8.8841
     331       2.0163       7.2328
     332       2.1020       6.9895
     333       2.1029       6.5538
     334       2.1360       7.6248
     335       2.5751       8.6012
     336       1.7258       7.6930
     337       1.9774       7.3017
     338       2.2776       6.9494
     339       2.1348       8.7625
     340       2.1178       8.6479
     341       2.2796       8.5295
     342       2.0823       8.5745
     343       1.7941       8.5064
     344       1.9431       6.6421
     345       1.8028       7.0014
     346       2.1730       7.5619
     347       1.8725       7.3900
     348       2.2950       8.5281
     349       2.1258       8.3555
     350       2.0483       8.0620
     351       2.2577       9.0833
     352       2.4604       8.9469
     353       2.3595       8.3188
     354       1.8665       8.4074
     355       2.0241       7.5014
     356       2.2676       8.0521
     357       1.8079       9.1338
     358       1.8803       8.9467
     359       2.0390       9.0953
     360       2.0673       8.5551
     361       1.9189       8.7176
     362       1.9558       8.4454
     363       1.7254       7.7250
     364       1.9293       8.0433
     365       1.8731       8.9858
     366       2.0106       9.3137
     367       1.7707       9.0035
     368       1.9902       8.0076
     369       2.1192       8.3336
     370       1.8924       8.2201
     371       1.9306       8.1890
     372       2.0483       7.3992
     373       1.7492       6.4010
     374       1.7957       6.7580
     375       2.4161       7.0075
     376       2.0975       7.4194
     377       2.0601       5.0450
     378       1.8052       4.3176
     379       1.8112       6.1255
     380       2.1782       7.2565
     381       2.1826       6.7381
     382       1.7086       6.1900
     383       1.9117       6.0717
     384       1.8736       6.7289
     385       1.6523       6.2046
     386       1.8032       3.9782
     387       1.8641       6.1158
     388       1.7509       7.2801
     389       1.9884       6.3749
     390       1.9186       4.5091
     391       1.9973       5.0782
     392       2.1061       4.7480
     393       2.1528       5.0753
     394       2.3348       4.2658
     395       2.2641       4.2153
     396       2.4800       4.6791
     397       2.1386       4.4860
     398       2.1740       6.1682
     399       2.1463       4.8186
     400       2.4296       4.2886
     401       2.1380       3.4855
     402       1.8819       3.9516
     403       1.8794       4.1627
     404       1.9878       3.2634
     405       2.2058       2.7953
     406       1.8571       4.1976
     407       1.8669       4.0502
     408       1.7974       4.3498
     409       1.7684       4.8933
     410       2.1483       3.9332
     411       1.9864       3.6872
     412       2.0328       4.1864
     413       1.8418       4.3176
     414       2.0939       4.3592
     415       1.9081       4.0047
     416       2.0424       4.8357
     417       2.1003       3.1597
     418       2.0065       3.3187
     419       2.2839       2.7196
     420       2.1176       4.7036
     421       2.2836       4.0146
     422       2.2529       4.8026
     423       2.2456       5.1556
     424       2.2970       6.2314
     425       1.9881       8.0271
     426       1.8221       7.4900
     427       2.0355       6.5047
     428       2.0532       6.8533
     429       2.3971       5.9363
     430       2.0983       4.9891
     431       2.3041       6.5413
     432       2.5093       5.8835
     433       2.5490       6.5460
     434       3.0482       7.8648
     435       2.7192       7.1131
     436       2.7758       9.5107
     437       3.2547       9.6439
     438       2.8151       9.0153
     439       3.0522       9.1803
     440       2.8436       8.2195
     441       2.9382       5.7362
     442       2.8582       5.7848
     443       2.8688       5.4240
     444       3.0532       5.5822
     445       3.1811       5.3401
     446       3.0187       7.7344
     447       3.0958       6.8000
     448       2.6939       6.7326
     449       2.6273      10.5173
     450       2.7062       9.6733
     451       2.6180      11.5765
     452       2.8020      11.0167
     453       2.5138       8.8732
     454       2.5183       7.5237
     455       2.4965       9.1521
     456       3.0174      12.5672
     457       3.3953      11.8714
     458       3.3721      12.2483
     459       2.9678      11.9664
     460       2.7997      12.1187
     461       2.9087      12.0063
     462       2.5683       9.5253
     463       2.5114       7.3830
     464       2.7871       8.6270
     465       2.3926       6.9652
     466       2.7880       7.9866
     467       2.5801       8.2140
     468       2.6672       9.1252
     469       2.3048      10.3464
     470       2.6709      10.6407
     471       2.5922       9.7132
     472       2.3396       7.8703
     473       2.3028       8.6758
     474       2.6777       8.8542
     475       2.6706       5.5176
     476       2.1090       4.7294
     477       2.2322       3.3572
     478       2.3805       4.2550
     479       2.0706       3.2293
     480       2.1024       4.3272
     481       2.1867       4.0163
     482       2.3480       4.3344
     483       2.5101       5.3357
     484       2.2846       6.2952
     485       2.4309       6.7996
     486       2.3284       5.9262
     487       2.4256       7.3148
     488       3.1071       8.6495
     489       2.9077       5.9851
     490       2.8866       5.4548
     491       3.1821       6.3884
     492       2.8812       7.7289
     493       3.0867       6.3925
     494       2.9011       6.6253
     495       2.6867       6.2246
     496       2.6736       7.0298
     497       2.5010       7.7487
     498       2.6936       9.4096
     499       2.3340       8.4659
     500       2.7811       9.1342
     501       2.8469       6.7760
     502       2.6979       7.5435
     503       3.7223       7.2454
     504       2.9814       4.8725
     505       2.9855       6.8542
     506       2.7369       6.5902
     507       3.3613       7.7214
     508       3.1832       8.3805
     509       3.1251       7.1655
     510       3.4463       9.0997
     511       2.9186      10.7852
     512       3.1908       9.7386
     513       3.2507       8.9827
     514       3.5285       9.2259
     515       3.2886       8.2772
     516       3.4971       9.3941
