#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4968       0.1791       0.8387       0.6618       0.7531
       3       1.6584       0.1869       0.9126       0.8204       0.7825
       4       1.7143       0.1978       0.8792       0.8725       0.8766
       5       1.7417       0.1853       0.9574       0.8354       0.8719
       6       1.7257       0.1882       0.9207       0.9726       0.9264
       7       1.6687       0.3327       0.9872       0.7329       0.8397
       8       1.7204       0.3227       0.8340       0.8150       0.8835
       9       1.6893       0.3431       0.7558       0.8542       0.9195
      10       1.5942       0.3849       1.0052       0.8039       0.8777
      11       1.7027       0.3270       0.7266       0.8569       0.9331
      12       1.6053       0.6058       0.5374       0.6738       0.7036
      13       1.4039       0.6990       0.7820       0.4191       0.5467
      14       1.4452       0.7316       0.5832       0.7315       0.4916
      15       1.4852       0.7989       0.9008       0.5339       0.7241
      16       1.4384       0.6881       0.7546       0.6133       0.4916
      17       0.8613       1.0513       0.5713       0.5590       0.3994
      18       1.3549       1.2918       0.7693       0.5132       0.5350
      19       1.1983       1.0563       0.8967       0.5116       0.6275
      20       1.6920       1.1701       1.6504       0.8978       0.6759
      21       1.7913       1.2457       1.4957       0.6448       0.5885
      22       1.5262       1.2065       1.3417       0.9973       0.4773
      23       2.0161       1.1785       0.7951       0.5941       0.4427
      24       2.0303       1.2001       1.0533       0.4782       0.5976
      25       1.8550       1.3599       1.4289       0.4943       0.7495
      26       1.3483       1.5523       1.5728       0.6019       0.5802
      27       2.0210       1.5160       2.2158       0.4807       0.8819
      28       2.1514       2.0835       2.0680       0.6357       0.4315
      29       1.9822       1.5573       1.9442       0.6685       0.9114
      30       1.4480       1.6658       2.0747       0.4683       0.5645
      31       1.5008       1.6912       1.8095       0.7774       0.7489
      32       2.6082       1.7428       2.6275       0.5858       1.5055
      33       1.8590       1.4018       2.5477       0.7203       1.3415
      34       1.3895       1.8745       2.5961       0.6689       1.5422
      35       1.6753       1.9343       2.7660       0.9508       2.0802
      36       2.0004       1.6729       2.7722       0.9307       2.1040
      37       1.3796       1.7473       2.8919       0.8856       1.9406
      38       1.7198       1.8641       2.8546       0.7829       1.7244
      39       2.0656       1.7937       2.6775       1.1106       2.0315
      40       1.4964       1.7710       2.6750       0.7143       1.8723
      41       1.3855       2.2232       2.8785       0.7450       1.6426
      42       1.8565       2.1454       2.7015       0.8543       2.1546
      43       2.3740       2.1886       2.9771       0.9328       1.9048
      44       2.1476       2.4230       2.6051       0.9520       1.6929
      45       1.9631       2.1355       2.7954       0.9347       2.2164
      46       1.9710       2.1577       2.3159       0.8344       1.9502
      47       1.7323       2.2712       2.4638       0.7335       1.5935
      48       1.9190       2.4286       2.7474       0.7693       1.3380
      49       3.0370       2.2769       2.6763       0.6656       0.5353
      50       2.6847       2.4646       2.8873       0.7848       0.8573
      51       2.3301       2.5426       2.3540       0.3859       0.8410
      52       1.1314       2.2707       2.1610       0.7204       0.7659
      53       2.2482       2.0208       2.7519       0.8401       0.6675
      54       3.4166       2.4743       2.4599       0.6441       0.6830
      55       1.9556       2.1317       2.6386       0.6868       0.6157
      56       2.5735       2.0158       2.8481       0.6344       0.8426
      57       2.1390       2.1088       2.3771       0.8913       1.2645
      58       1.5989       2.0017       2.4870       0.6780       1.4349
      59       1.9904       1.7589       3.0285       1.3226       2.7135
      60       2.0863       2.0429       2.9874       0.9273       0.9715
      61       1.6969       1.8347       2.9854       0.7073       1.0398
      62       3.2676       2.5398       2.8630       0.7214       1.1311
      63       2.7761       1.8717       2.8477       0.6154       0.8969
      64       2.3486       2.1103       2.8288       0.6544       0.9028
      65       1.7514       2.3130       2.6150       0.6731       0.7692
      66       1.5306       2.0522       2.8107       0.7376       0.9245
      67       2.1838       1.7352       2.4331       0.7499       0.8090
      68       1.2743       1.9876       2.8955       0.3131       0.8587
      69       1.7964       1.9147       3.1650       0.4536       0.4810
      70       1.8716       1.6469       2.5024       0.5064       0.5354
      71       1.7560       1.6080       4.6586       0.2738       0.3775
      72       1.7125       1.8698       5.3518       1.1066       0.7838
      73       1.1710       1.7207       4.7955       0.6656       0.8570
      74       1.5535       2.0455       5.2719       0.6474       0.3568
      75       1.4023       1.7758       5.2798       0.5743       0.9230
      76       1.6484       2.2516       5.8186       1.1886       1.2417
      77       2.9195       2.4893       5.3488       0.4812       0.7212
      78       3.0745       2.6402       6.1055       0.6407       1.3276
      79       3.7662       2.0523       6.0445       0.7696       1.1839
      80       4.6157       1.9394       6.1165       0.4721       2.3326
      81       4.9175       1.6521       5.7476       0.3716       2.0435
      82       5.9679       1.9315       5.6156       0.9118       1.8142
      83       6.1802       2.0696       5.4460       0.8348       1.9470
      84       6.2735       2.2947       5.8756       0.4070       1.9144
      85       6.6537       2.7475       7.2297       0.4806       1.7836
      86       7.0908       2.3774       6.1704       0.4062       1.4622
      87       7.4917       2.5075       6.8859       0.5016       1.4402
      88       5.8984       2.5019       7.5425       0.4523       1.4885
      89       5.4223       2.5910       6.0954       0.5699       2.2935
      90       4.6112       2.2403       6.6424       0.3721       1.6681
      91       5.3611       2.2030       6.4078       0.4869       2.0390
      92       5.3767       2.3205       6.6636       0.2720       1.7924
      93       5.9724       2.4057       5.8601       0.7394       1.6014
      94       5.2541       2.6075       6.5465       0.6476       1.5281
      95       5.5161       2.5007       6.9134       0.6848       1.6065
      96       4.7242       2.7025       7.2807       0.5929       1.7310
      97       4.1467       2.8165       7.1733       0.4942       1.6814
      98       6.2321       2.8958       6.8187       0.4739       1.5031
      99       5.4753       2.6484       6.6165       0.6204       1.9750
     100       4.3017       2.2696       6.5743       0.5914       1.2572
     101       5.3836       2.3099       6.6906       0.5775       1.7398
     102       6.3355       2.7217       6.7270       0.3875       1.7797
     103       3.6913       2.9042       7.0222       0.2629       1.9017
     104       3.4869       2.5756       6.3516       0.4119       1.3147
     105       3.4089       2.4867       6.2969       0.4390       1.5762
     106       3.9909       2.8325       6.0190       0.3469       1.7874
     107       4.8680       3.2120       7.8359       0.5711       1.5589
     108       4.7944       2.8339       9.1243       0.4181       1.0699
     109       3.9101       2.9993       8.0475       0.8241       2.1463
     110       4.6671       3.5605       8.1849       0.6849       1.8754
     111       5.5633       3.3843       8.4960       0.6770       1.4795
     112       3.5944       3.0735       7.6418       0.3633       1.5864
     113       5.7747       3.5562       8.2078       0.5995       1.5816
     114       6.9254       3.3550       8.3251       0.7091       1.3477
     115       5.2901       3.0943       7.6206       0.6336       1.4697
     116       6.7438       2.7906       8.8550       0.6459       1.6731
     117       6.3675       2.4759       8.3524       0.8356       1.6622
     118       4.8521       2.5701       8.2372       0.6584       1.3453
     119       4.4421       2.9367       8.8604       0.6212       1.2956
     120       3.9516       3.0976       8.3590       0.4926       1.5681
     121       4.3247       2.7552       7.9925       0.3762       1.1913
     122       3.9792       3.2941       7.3619       0.6198       1.5165
     123       4.8908       3.1008       7.2830       0.4518       1.1859
     124       5.0899       3.1181       7.7247       0.4652       1.2355
     125       4.6025       2.9468       7.9438       0.4876       0.9415
     126       4.6033       2.9889       8.5099       0.7081       0.9188
     127       5.1302       3.1559       7.4667       0.6607       1.2109
     128       5.4260       3.1816       7.5041       0.4447       1.6759
     129       5.1589       3.3754       7.6533       0.4739       1.5490
     130       4.8993       3.3507       7.8371       0.2947       1.5511
     131       5.5212       3.2358       7.3398       0.4819       1.7525
     132       5.2231       2.9957       7.4674       0.4655       1.4511
     133       5.1324       3.4210       7.5187       0.3872       1.4935
     134       5.0726       3.9694       7.4855       0.3877       1.1771
     135       4.2375       3.8205       8.1003       0.4743       1.7424
     136       4.5569       3.7688       7.3515       0.9537       2.2409
     137       3.9020       3.4710       7.1146       0.6888       1.7309
     138       3.5567       3.2643       6.7588       0.9669       2.0280
     139       3.3762       3.5164       6.8864       0.2774       1.1378
     140       3.0824       3.4674       7.7919       0.5679       1.4949
     141       2.8242       3.3122       7.6549       0.4494       1.8293
     142       2.9161       3.6892       7.9657       0.3796       0.9829
     143       3.7543       3.7134       7.7420       0.6184       1.5354
     144       4.8089       3.6959       7.4412       0.4382       1.8623
     145       4.4807       3.5572       7.7446       0.7670       1.7717
     146       4.0054       3.5723       8.0801       0.9392       1.3179
     147       3.5717       3.6119       7.2259       0.8515       1.9588
     148       3.5176       3.5229       7.2902       0.4727       1.5768
     149       3.1350       3.4539       7.4814       0.5143       1.7534
     150       4.6038       3.0814       7.8497       0.3244       0.9453
     151       4.0085       3.6596       7.8910       0.7284       1.6553
     152       4.2634       3.3081       7.3977       0.2952       1.8543
     153       6.6754       3.1972       7.5069       0.5550       1.1126
     154       6.0623       3.5982       7.4078       0.5195       1.4062
     155       4.7852       3.0993       6.6465       0.3744       1.6491
     156       4.3503       3.4023       7.3782       0.4455       1.1578
     157       3.6854       4.0343       6.8734       0.5833       1.4281
     158       3.6067       3.3910       6.6193       0.3084       1.6598
     159       3.4441       3.2663       6.7983       0.4114       1.5720
     160       2.5591       4.0233       6.7982       0.7067       1.3778
     161       1.6263       3.7787       6.2469       0.5901       2.0237
     162       2.1648       3.1372       6.3933       0.5002       1.8243
     163       2.1336       3.4373       6.2971       0.5990       2.1005
     164       2.2470       4.0868       6.5505       0.8641       2.2057
     165       2.8684       3.6663       6.9736       0.5616       1.3462
     166       2.4469       4.2891       6.8448       0.4841       1.1360
     167       2.0845       3.8614       7.0346       0.4515       1.9321
     168       1.8737       3.3990       6.5637       0.3605       1.5691
     169       1.7650       3.8940       6.3661       0.6471       1.8926
     170       2.3775       3.7266       7.3616       0.3641       1.6695
     171       1.9770       2.9693       6.3753       0.5435       1.6854
     172       2.0018       3.4315       6.7274       0.5739       2.4644
     173       2.1860       3.4559       6.5028       0.4994       1.7922
     174       2.2999       3.4871       6.3851       0.5709       1.4055
     175       2.9140       3.7169       7.6267       0.5370       2.0664
     176       2.5619       3.3166       7.1816       0.4213       1.8494
     177       2.0128       3.6159       7.1444       0.6730       2.3119
     178       2.0987       3.4539       6.6421       0.3901       1.6717
     179       1.6280       3.6513       6.4775       0.4732       1.8946
     180       1.8109       4.3153       6.3893       0.4438       1.8592
     181       2.0032       3.6284       6.7891       0.5383       1.7100
     182       2.1562       3.5286       6.8973       0.5584       2.0451
     183       2.8053       3.1066       7.1497       0.4594       1.7910
     184       1.8566       3.4993       6.3582       1.1138       2.2162
     185       2.0247       3.3426       6.3892       0.5151       1.9704
     186       1.4643       2.8968       6.0707       1.0298       1.8394
     187       2.7326       3.3954       6.1964       0.3561       1.5416
     188       2.0773       3.6685       6.4087       0.3625       1.7528
     189       2.8483       3.3888       6.6084       0.9665       2.5539
     190       2.1434       3.4302       6.1846       1.0514       2.1725
     191       2.9909       3.3497       7.0568       0.6946       1.1928
     192       2.8383       3.5415       6.8362       0.6272       1.4855
     193       1.8254       3.1987       6.1993       0.4937       1.9494
     194       2.1277       3.2967       6.2717       0.5124       1.3240
     195       2.9207       3.4351       6.1153       0.4286       1.6815
     196       2.8584       3.6485       6.4963       0.6270       1.7579
     197       2.2451       3.4490       6.1891       0.5252       1.6366
     198       2.7590       3.7701       6.4562       0.3563       1.6621
     199       2.9723       3.6757       6.7247       0.4968       1.5516
     200       1.8955       3.6362       6.5123       0.5856       2.0913
     201       2.4317       4.0196       6.3026       0.4193       1.8586
     202       2.7956       3.6909       6.3074       0.3561       1.9809
     203       2.3547       4.0866       6.3025       0.6101       1.9687
     204       2.9196       3.3354       6.4443       0.5250       1.8159
     205       3.1004       3.7252       7.1996       0.5552       1.6496
     206       2.7469       3.2583       7.0950       0.8053       1.5929
     207       3.1572       3.7101       7.3596       0.7428       1.6341
     208       2.0909       4.0321       7.2114       0.4259       1.7534
     209       3.3032       4.2388       7.7276       0.5284       1.3675
     210       2.9422       3.4167       7.1026       0.7601       1.5825
     211       3.1591       3.7492       7.2114       0.7824       1.3571
     212       3.0609       3.7006       7.5113       0.8569       1.9423
     213       2.6360       3.9512       7.1417       0.4194       1.3494
     214       2.8747       3.4817       6.7094       0.4562       1.5537
     215       2.3645       3.5293       6.7060       0.7735       1.6358
     216       3.4241       3.8588       6.6221       0.3353       1.6441
     217       2.2282       3.9939       7.1072       0.3779       1.4493
     218       2.1422       3.7460       6.7216       0.3226       1.5947
     219       1.9328       3.2781       6.8844       0.7173       1.5239
     220       2.3354       3.2731       6.8572       0.3841       1.6996
     221       2.1203       3.3769       6.2217       0.4236       2.2573
     222       1.8162       3.3380       6.0633       0.5124       2.0441
     223       2.9916       3.0652       7.3392       0.3905       1.3650
     224       2.7588       2.9753       7.3449       0.5694       1.5065
     225       2.6594       3.0313       7.2238       0.4450       1.5895
     226       2.4123       3.0478       7.3102       0.3934       1.4455
     227       2.8057       3.4867       7.3409       0.4432       1.2289
     228       2.4103       2.7832       7.5892       0.5727       1.5326
     229       2.9652       2.7651       6.6778       0.4226       1.3314
     230       3.3177       3.1107       7.2691       0.5367       1.2837
     231       3.1683       3.3997       7.0954       0.2714       1.0804
     232       4.2626       3.0058       7.1639       0.6451       1.5904
     233       3.5988       3.2370       7.3107       0.7265       1.4354
     234       2.6826       2.5183       7.0946       0.4809       1.5243
     235       2.9596       3.0883       7.3539       0.4425       1.2973
     236       2.5586       3.3422       6.8725       0.4855       1.6666
     237       2.6005       3.8047       7.2519       0.6605       1.6294
     238       3.3616       3.0952       7.0780       0.7005       1.6901
     239       4.9873       2.6198       7.4405       0.5015       1.4322
     240       3.9891       3.0024       7.3379       0.5303       1.1642
     241       3.3812       3.3560       6.3925       0.4787       1.9756
     242       3.3083       2.6533       7.0052       0.5678       1.4549
     243       4.0810       2.8739       7.4307       0.6691       1.2681
     244       4.5475       3.0100       6.9187       0.6384       1.7867
     245       3.8982       3.2056       6.5925       0.3174       1.6063
     246       1.8795       3.0442       6.0941       0.6586       1.8393
     247       3.1796       2.9873       7.0915       0.8243       1.8883
     248       3.5927       2.8749       6.9324       0.6957       1.2310
     249       3.5139       3.4998       6.5604       0.3904       1.1573
     250       2.8134       3.5301       6.6851       0.7086       1.4367
     251       3.4498       3.1574       6.9137       0.6006       1.4268
     252       1.5735       3.1986       6.5819       0.6889       1.5770
     253       2.2125       3.2394       6.8185       0.4550       1.8082
     254       2.4123       3.1920       7.2442       0.5864       1.8726
     255       3.4521       3.1373       7.0920       0.3917       1.5276
     256       2.8867       2.9918       6.8873       0.5867       1.7266
     257       1.8639       3.2090       6.0583       0.8422       1.6265
     258       2.9853       3.1229       6.2133       0.4634       1.2904
     259       2.4048       2.9969       6.4956       0.6095       1.4147
     260       2.6589       2.6510       6.6506       0.6402       1.3786
     261       3.4882       3.1278       6.9327       0.6773       1.6198
     262       3.7731       2.5470       6.5896       0.5707       2.2657
     263       3.9416       2.5315       6.8295       0.3208       1.6520
     264       5.0771       2.4584       7.3422       0.6554       1.4526
     265       4.6282       2.7144       7.0321       0.6036       1.3298
     266       4.1167       2.4826       7.0290       0.5647       1.9870
     267       4.0510       2.4134       7.6088       0.7718       0.9519
     268       2.3317       2.6786       7.0879       0.3710       1.4203
     269       3.2281       2.3610       7.0994       0.4785       1.5748
     270       3.2208       2.1417       7.3842       0.6428       1.4735
     271       4.6346       1.8639       7.7992       0.8042       1.4320
     272       4.7881       2.4363       7.8509       0.7441       1.3214
     273       5.6824       2.2444       7.7738       0.4890       1.4638
     274       4.8748       2.2270       7.6853       0.6480       1.6204
     275       3.5197       2.4243       7.0690       0.6228       1.6953
     276       4.7951       2.5505       6.9962       0.8022       1.4163
     277       4.7845       2.3145       7.0308       0.7648       1.2979
     278       5.8494       2.0478       7.8288       0.5748       1.3114
     279       6.0351       2.0813       7.4448       0.4295       1.3676
     280       6.1220       1.8558       7.2824       1.1103       1.5397
     281       4.9476       1.7403       7.2525       0.9714       2.1261
     282       4.3371       1.8126       7.5683       0.7137       1.7575
     283       5.2972       1.8582       7.5170       0.7615       1.8413
     284       5.8865       2.1518       7.6192       0.8664       1.8578
     285       6.0775       2.2094       7.1367       0.5483       1.7862
     286       4.6567       2.0496       7.2598       0.7348       1.2330
     287       4.7085       2.0752       7.2515       0.7612       1.4468
     288       4.6150       2.2591       7.9459       0.3922       1.4083
     289       3.6936       2.3080       7.1058       0.3591       1.7706
     290       2.5268       2.5981       6.6328       0.4610       1.8563
     291       3.9509       2.1988       7.5514       0.4554       1.6873
     292       4.5549       2.1414       8.1855       0.3971       1.1336
     293       3.8072       2.7634       7.4108       0.3430       1.3999
     294       3.6870       2.5854       7.3050       0.5468       1.8709
     295       3.8122       2.6898       7.6005       0.2665       1.7741
     296       3.7185       2.9984       7.4057       0.5538       1.1993
     297       4.1589       2.5012       7.7442       0.6378       1.1248
     298       2.2409       2.6262       6.9947       0.4784       1.1615
     299       3.2866       3.1109       7.3677       1.2208       2.5770
     300       2.5956       3.0039       7.2071       0.5963       1.5960
     301       3.9945       2.9023       7.0357       0.6123       1.6129
     302       4.1456       3.3983       6.9814       0.5518       2.0885
     303       6.8778       2.6339       7.6390       0.4590       1.2582
     304       5.0289       3.3754       7.6641       1.0738       1.9016
     305       7.8105       2.9153       8.3919       0.5837       1.3043
     306       7.6130       3.1700       8.7505       1.2061       2.3621
     307       7.2984       2.5427       8.3748       0.9369       1.7685
     308       6.2732       2.7788       8.3210       0.9206       2.0408
     309       6.0818       3.2808       8.4762       1.2464       2.0726
     310       5.1681       3.2662       8.2914       0.9484       2.7156
     311       6.1915       2.6247       8.8054       0.5683       1.8259
     312       5.8418       3.1170       8.7344       0.8589       2.0716
     313       4.7669       2.6586       8.0694       0.6104       1.4564
     314       4.9660       3.3516       8.6806       0.7804       2.0162
     315       6.3871       2.3385       8.4877       0.6351       1.5854
     316       6.2328       3.0212       8.4883       0.7011       2.2401
     317       5.8918       3.1519       8.7328       1.3007       2.6805
     318       5.8715       3.4599       8.3339       0.6627       1.5523
     319       6.0481       2.8236       8.6301       0.5437       1.9560
     320       5.8019       2.6820       8.3238       0.5151       1.6517
     321       6.6859       2.6800       8.1281       0.7764       2.1281
     322       7.8477       2.6910       8.6761       0.9359       2.1993
     323       7.5645       2.6890       9.2413       0.7040       1.5708
     324       7.0613       2.7123       8.7753       0.8717       1.8689
     325       5.3368       2.5954       8.1749       0.5688       1.3460
     326       5.4532       3.0539       8.6640       1.2075       2.2656
     327       6.3334       2.9482       8.2323       0.8017       1.6272
     328       8.2881       3.0951       8.6313       0.6358       1.9591
     329       7.2900       2.8326       9.0632       0.8312       2.0461
     330       9.2812       3.0245       9.1479       1.0737       1.6543
     331       7.3195       2.8755       8.4538       0.5375       1.3771
