#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4768       0.2220       1.0226       0.7596       0.9554
       3       1.6676       0.2307       1.1450       0.9713       1.1022
       4       1.7018       0.2204       1.1068       0.8812       1.0130
       5       1.6898       0.2341       0.9754       0.8612       0.9988
       6       1.7285       0.2304       1.1063       1.0037       0.9815
       7       1.7727       0.3597       1.4458       0.7997       1.0398
       8       1.6706       0.3718       1.3310       0.8330       1.1766
       9       1.7023       0.3474       1.3346       0.6685       1.1415
      10       1.7317       0.3460       1.3767       0.7829       1.2075
      11       1.7228       0.3496       1.3729       0.6730       1.0208
      12       1.6919       0.7264       1.5085       0.6321       1.1473
      13       1.6405       0.7625       3.0861       0.9035       1.2547
      14       1.6863       0.8486       2.6505       0.6610       1.0011
      15       1.7075       0.8370       2.7294       0.8949       1.1361
      16       1.6245       0.8844       2.4794       0.7037       0.9827
      17       2.3047       1.1468       2.7015       0.7212       2.2732
      18       2.2687       1.2328       2.8095       0.6768       1.5132
      19       2.1559       1.2535       2.7530       0.9100       1.4233
      20       1.6150       1.2920       2.6705       1.0472       2.2359
      21       1.8146       1.3738       3.2846       0.7004       1.9404
      22       2.1864       1.6145       2.9279       0.8513       1.9366
      23       1.7330       1.3014       2.6632       0.5106       1.5250
      24       1.3736       1.5210       2.4936       0.8098       2.1746
      25       2.0619       1.7263       2.6653       1.1720       1.9708
      26       1.5726       1.6124       2.8659       0.6761       1.9541
      27       1.2793       1.7054       2.5152       1.0206       2.3800
      28       1.1831       1.4971       2.8351       1.1009       2.2654
      29       1.2525       1.6619       2.7260       0.4281       1.9064
      30       1.3147       1.5346       2.4498       0.7353       1.6945
      31       2.1357       1.6306       2.4677       0.7219       1.3384
      32       2.1018       1.5917       2.5916       0.8750       2.3090
      33       2.3007       1.5924       2.6543       0.8066       2.2841
      34       1.8717       1.6627       2.8241       0.7712       2.6805
      35       2.0936       2.0855       3.6178       0.9756       2.7208
      36       2.7499       1.8470       3.5906       0.7070       1.8164
      37       2.7378       1.9743       3.4774       0.7858       1.6421
      38       2.2777       2.1195       3.3872       0.5627       1.9746
      39       2.4862       1.7998       2.7648       0.6757       2.0296
      40       2.9729       1.7288       2.8287       0.7366       1.5703
      41       2.9667       1.8982       4.0677       0.9143       1.5924
      42       2.4363       1.6216       3.5762       0.8570       2.0042
      43       3.2819       1.7082       3.3075       0.8011       2.4686
      44       2.9900       1.7300       3.2654       0.5203       1.7705
      45       3.1160       1.8239       2.7754       0.7029       2.4182
      46       1.8020       1.8841       2.6734       1.1927       3.0928
      47       2.4562       1.7788       2.6063       1.1721       2.0864
      48       2.4649       1.7613       2.9024       0.8748       2.3389
      49       1.7174       2.0161       3.0655       0.7934       2.2797
      50       1.9531       1.8565       3.1585       0.8150       2.8349
      51       1.7354       1.7507       3.0508       1.0861       2.6291
      52       2.6942       1.8640       2.9735       0.5559       2.2695
      53       2.3387       1.9955       3.2160       0.8467       2.0386
      54       1.4035       1.8862       2.9384       0.8053       2.3096
      55       1.9694       1.6264       2.7906       0.7908       2.4629
      56       2.2861       1.6014       2.9096       0.8425       2.1318
