#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
     130       3.0519       2.2703       4.6501       0.7774       1.4519,     130       3.0604       2.5761       3.5616       0.8964       1.0493,     130       2.7665       1.3281       2.4792       0.7261       0.8096,     130       4.2996       1.9550       3.3110       0.4332       1.1389,     130       5.4814       1.5629       5.8403       1.8972       3.6153,     130       2.1827       1.7750       3.0668       0.4637       1.4808,     130       4.7683       2.2379       3.9531       0.5545       1.6011,     130       2.5891       2.0936       2.4626       0.5742       0.7018,     130       3.1093       3.7788       2.9524       0.3721       1.4747,     130       4.8993       3.3507       7.8371       0.2947       1.5511
     131       3.0013       2.3492       4.0073       0.4637       1.5220,     131       3.5708       2.0982       2.7861       0.5955       0.4639,     131       2.4625       1.4410       3.1118       1.0023       1.2984,     131       2.5997       1.9737       3.9669       0.6085       1.2063,     131       4.9745       1.8905       5.7716       1.6450       3.4498,     131       2.3175       1.8065       2.8029       0.6315       1.1908,     131       4.6563       2.2177       4.0662       0.7670       1.3099,     131       2.6112       1.9187       3.0128       0.5531       0.6488,     131       2.8420       3.3955       3.1134       0.4924       1.2188,     131       5.5212       3.2358       7.3398       0.4819       1.7525
     132       2.9820       2.3835       4.3465       0.4631       1.6867,     132       4.4000       2.3868       3.0116       0.7868       0.7867,     132       2.6943       1.6178       2.6201       0.9718       0.7718,     132       2.9599       1.7755       3.2317       0.3607       1.1819,     132       4.6038       1.6051       4.9391       1.1078       2.8803,     132       3.2388       1.8111       3.1206       0.4321       1.5235,     132       3.8486       2.1822       3.1418       0.7535       1.2239,     132       2.2843       1.9555       2.8869       0.6432       0.8958,     132       3.4959       2.9028       3.5139       0.6943       2.1520,     132       5.2231       2.9957       7.4674       0.4655       1.4511
     133       3.0372       2.4448       3.7933       0.6997       1.4101,     133       3.7693       1.8850       3.1519       0.8076       1.0745,     133       3.1978       1.4471       2.9291       0.6950       1.5556,     133       3.1897       1.8600       3.5061       0.4516       0.9700,     133       3.5571       1.7321       4.6565       1.1022       2.8057,     133       2.9543       1.9253       3.0917       0.2977       1.7042,     133       3.8521       2.1256       3.5830       0.5638       1.2708,     133       2.1063       2.2198       2.9968       0.4044       0.5987,     133       3.4259       3.0844       3.2901       0.4655       1.5899,     133       5.1324       3.4210       7.5187       0.3872       1.4935
     134       2.4485       1.7775       3.4697       0.6152       2.0285,     134       3.6912       1.8538       3.5152       0.5927       0.6104,     134       2.9788       1.5135       2.8115       0.6817       0.6704,     134       3.4208       2.0475       3.4352       0.4926       0.8899,     134       3.8075       1.4374       5.4677       1.0600       2.1017,     134       2.8092       2.2623       3.5251       0.4010       1.3600,     134       3.9509       2.1963       3.3065       0.4620       1.1842,     134       2.2914       1.9898       3.1236       0.4447       0.7817,     134       2.6294       2.7970       3.0665       0.5506       1.2206,     134       5.0726       3.9694       7.4855       0.3877       1.1771
     135       3.0697       1.8929       3.7237       0.6499       1.7334,     135       3.4240       2.3400       3.7291       0.6075       1.1005,     135       3.1232       1.6780       2.3757       0.3909       0.5426,     135       2.2262       2.0606       2.9557       0.5117       1.1698,     135       2.7647       1.3498       5.3786       0.8380       1.9170,     135       3.4398       2.1205       3.3960       0.5030       1.6044,     135       3.9786       2.2406       3.4673       0.7381       1.1619,     135       2.7440       1.8455       2.9145       0.4886       0.5025,     135       3.4914       2.9034       3.0765       0.5767       1.0871,     135       4.2375       3.8205       8.1003       0.4743       1.7424
     136       3.5965       1.7350       4.0504       0.4324       1.6984,     136       3.8157       2.2554       3.9851       0.5362       0.6729,     136       3.9291       1.4575       2.5439       0.3698       0.5302,     136       3.1123       2.3372       3.3721       0.4440       1.1487,     136       3.0480       1.5630       5.5689       0.8765       1.9022,     136       3.1749       2.2554       3.4055       0.5068       1.8705,     136       4.7644       1.8385       3.6762       0.7097       1.0790,     136       2.0885       1.9160       2.6613       0.5823       0.7712,     136       3.5416       3.0760       3.4157       0.3836       1.2609,     136       4.5569       3.7688       7.3515       0.9537       2.2409
     137       2.9648       1.6638       3.7562       0.4802       1.3500,     137       4.9022       2.0809       4.8211       0.6741       1.0561,     137       3.3952       1.7789       2.9818       0.5133       0.7530,     137       3.7465       2.3041       3.2580       0.3837       1.8122,     137       2.3054       1.7880       5.4926       0.4986       1.2235,     137       2.8931       2.3975       3.4719       0.4667       1.6246,     137       3.9798       1.9659       3.6808       0.6005       1.2016,     137       2.8532       2.1024       3.0700       0.2243       0.3265,     137       3.7408       3.0279       3.6973       0.7611       1.1905,     137       3.9020       3.4710       7.1146       0.6888       1.7309
     138       3.3516       1.7348       4.7493       0.9004       1.9135,     138       5.4407       2.1694       3.5157       0.8607       1.1878,     138       3.7898       1.7258       2.6359       0.3328       0.8244,     138       3.1122       2.0868       3.1341       0.4685       1.3106,     138       2.8004       1.9285       4.6929       0.5797       0.8537,     138       3.3944       2.4524       3.4223       0.4845       1.7560,     138       3.8206       1.8866       3.7932       0.5696       1.6350,     138       2.7932       1.8200       2.9531       0.4495       0.5427,     138       2.9038       2.5184       2.8423       0.3486       1.2667,     138       3.5567       3.2643       6.7588       0.9669       2.0280
     139       2.6047       1.6235       4.0302       0.4549       2.1564,     139       6.4155       2.4075       2.6896       0.6602       0.9625,     139       4.2614       1.8735       2.6856       0.8124       0.9630,     139       3.1416       2.1201       2.9927       0.3485       1.2868,     139       2.5943       1.5471       5.0678       0.5647       0.6360,     139       3.5440       2.3262       3.6451       0.6495       1.8087,     139       3.7519       1.8327       3.6951       0.4451       1.5502,     139       2.6325       2.0900       2.4694       0.5138       0.6446,     139       3.1099       2.7819       2.9110       0.9579       0.7013,     139       3.3762       3.5164       6.8864       0.2774       1.1378
     140       2.6097       1.8514       4.1109       0.6383       2.0511,     140       4.9458       2.0497       3.2956       1.0519       1.2742,     140       4.7343       1.8373       2.5715       1.0132       0.9942,     140       2.4550       2.2120       2.7251       0.3343       1.2461,     140       3.0200       1.6430       4.1673       0.5486       0.7807,     140       3.1859       2.5190       3.7231       0.6202       1.9945,     140       4.2877       2.2578       3.7137       0.4249       1.2549,     140       2.6147       1.9391       2.6145       0.3361       0.3949,     140       2.7777       3.2610       2.9525       0.8368       1.7752,     140       3.0824       3.4674       7.7919       0.5679       1.4949
     141       2.8524       2.0018       4.3443       0.4487       1.9514,     141       4.9449       2.2192       3.5161       1.0429       0.9157,     141       3.8628       1.7009       2.2248       0.4123       0.4554,     141       2.7589       2.2703       2.6860       0.4793       1.6146,     141       3.4194       1.7949       4.4090       0.4741       1.2432,     141       3.2276       2.3581       3.8597       0.8953       2.1135,     141       5.1164       2.0656       3.8682       0.4868       1.3332,     141       3.6884       2.5454       2.5705       0.7417       0.6352,     141       4.0595       3.0235       3.6203       0.4921       1.6208,     141       2.8242       3.3122       7.6549       0.4494       1.8293
     142       2.8142       2.0430       4.4572       0.7258       1.6901,     142       4.1857       1.9090       4.2500       0.5654       0.9671,     142       4.8452       1.6294       2.4813       0.3832       0.9007,     142       3.0600       2.3341       3.2229       0.5087       0.8131,     142       3.8462       1.8838       5.3377       0.6945       1.6961,     142       4.2476       2.2739       4.6329       0.6167       1.9836,     142       4.3161       1.7044       3.8239       0.6597       1.3215,     142       3.6941       2.6191       2.6035       0.5399       0.6998,     142       4.5830       2.9694       4.1222       0.3891       1.0610,     142       2.9161       3.6892       7.9657       0.3796       0.9829
     143       3.2323       2.0540       4.5150       0.6457       1.8212,     143       4.2338       1.8666       3.5384       0.4798       0.6789,     143       3.0576       1.7018       3.5469       0.8094       0.5934,     143       2.1873       2.2608       2.9247       0.4697       1.3444,     143       4.5012       1.8098       5.0445       0.4518       1.2325,     143       4.1297       2.1199       4.7907       0.6250       2.0976,     143       4.7208       1.8477       4.1101       0.3188       1.6845,     143       4.0449       2.1128       1.8715       0.5887       1.0840,     143       4.7609       2.2798       3.8696       0.8321       1.4526,     143       3.7543       3.7134       7.7420       0.6184       1.5354
     144       2.8891       2.0994       4.8762       0.6163       2.0432,     144       4.9281       2.2487       3.3333       0.4900       0.8774,     144       2.7833       1.6317       3.5284       0.6375       0.8768,     144       2.0670       2.9529       2.9608       0.5686       1.4510,     144       3.6756       1.6330       4.1614       0.4982       1.1355,     144       4.0122       2.5808       4.4222       0.4558       1.7841,     144       4.0868       2.0260       3.9587       0.5463       1.1515,     144       2.6745       2.5087       3.3655       1.0105       1.1399,     144       4.2794       2.6142       3.7012       0.7438       1.3413,     144       4.8089       3.6959       7.4412       0.4382       1.8623
     145       2.0244       1.9601       3.5103       0.4655       2.0312,     145       5.5167       2.1727       3.5863       0.7131       0.9142,     145       3.4391       1.6764       2.8966       0.6331       0.7372,     145       2.2949       2.7918       2.9870       0.3718       1.4822,     145       2.9754       1.9378       4.1142       0.4901       0.9388,     145       3.9619       2.4228       4.7280       0.6910       2.3806,     145       3.9447       1.9568       3.8019       0.5248       1.3230,     145       2.7787       2.4027       2.8736       0.4574       1.2707,     145       4.1313       2.6288       4.3867       0.8591       1.2570,     145       4.4807       3.5572       7.7446       0.7670       1.7717
     146       3.1559       1.8860       4.5646       1.0526       1.5803,     146       4.9127       2.1154       3.6995       0.4793       0.7472,     146       3.3561       1.6379       2.4453       0.5925       0.6374,     146       2.4037       2.7854       3.2798       0.4687       1.4797,     146       3.8674       2.0701       4.3712       0.5685       1.0750,     146       3.1806       2.4477       4.4835       0.4118       2.3173,     146       3.6914       1.9272       3.7643       0.4850       1.1756,     146       2.8274       2.2940       2.5356       0.6041       0.8033,     146       5.5378       2.3913       4.5319       0.6168       1.6379,     146       4.0054       3.5723       8.0801       0.9392       1.3179
     147       2.1587       1.7196       4.7352       0.4167       2.0941,     147       4.9177       2.3020       4.6456       0.6736       0.6964,     147       2.8890       1.6275       3.1341       0.7256       0.8190,     147       2.5201       2.7501       2.8917       0.3701       1.1033,     147       3.6860       1.6561       4.2863       0.8047       1.2938,     147       3.0046       2.0827       4.4142       0.4242       1.5202,     147       4.7531       2.0711       3.8281       0.5038       1.2780,     147       2.2744       2.3860       3.0326       0.4960       0.6653,     147       5.6216       2.5840       4.6672       0.8176       1.0054,     147       3.5717       3.6119       7.2259       0.8515       1.9588
     148       2.3337       1.7522       4.7517       0.6490       1.9494,     148       4.6544       2.3119       2.6700       0.8449       0.9152,     148       2.8404       1.3232       3.0348       0.6495       0.9770,     148       3.1266       2.3507       3.4682       0.3183       1.4463,     148       3.2013       1.8511       4.2212       0.5575       1.2444,     148       2.1762       2.3110       4.6065       0.5392       2.0630,     148       4.7969       2.0010       4.1736       0.6857       1.2976,     148       2.3751       2.4977       3.2974       0.4448       1.0959,     148       6.3146       2.5579       5.0478       0.8488       0.9160,     148       3.5176       3.5229       7.2902       0.4727       1.5768
     149       2.3071       1.5451       4.8118       0.8106       1.6788,     149       3.6125       1.9897       4.1720       0.8247       1.5149,     149       2.8295       1.4408       3.1042       0.6798       0.8192,     149       1.6621       2.4612       2.9671       0.4436       1.0863,     149       3.8351       2.0977       4.5451       0.7278       1.6804,     149       2.4450       2.0766       4.5577       0.4851       1.8695,     149       3.6396       1.8429       3.4064       0.4485       1.1570,     149       2.7839       2.7207       2.5309       0.6089       0.8126,     149       5.8428       2.4974       5.2376       0.6109       1.1258,     149       3.1350       3.4539       7.4814       0.5143       1.7534
     150       1.3411       1.8957       4.0721       0.9546       1.8507,     150       2.9484       1.7657       4.2507       1.0176       1.5247,     150       2.4022       1.5336       3.4449       0.4406       0.7037,     150       2.2457       2.3508       2.9582       0.3780       1.8943,     150       3.3404       2.0213       4.7872       0.5671       1.4573,     150       2.8135       2.2252       5.1070       0.5883       2.1028,     150       3.5803       1.5944       3.7960       0.5309       1.0779,     150       2.1102       2.8885       2.4595       0.6119       0.5485,     150       4.9092       2.5586       4.1175       0.5752       0.9963,     150       4.6038       3.0814       7.8497       0.3244       0.9453
     151       1.6803       1.7155       4.6565       0.8038       1.9944,     151       2.7561       1.5532       4.3552       0.8107       1.1247,     151       3.2960       1.6581       3.1652       0.3463       0.6414,     151       2.5769       2.8109       2.9103       0.7896       2.2434,     151       4.1448       2.2790       4.5990       0.6597       1.3026,     151       2.2415       2.2890       5.2134       0.6692       2.4171,     151       3.8608       1.7459       3.6549       0.4803       1.1131,     151       2.9505       2.7265       2.5031       0.5875       0.6870,     151       3.9776       2.6527       4.0047       0.7740       1.3038,     151       4.0085       3.6596       7.8910       0.7284       1.6553
     152       2.1674       1.5066       3.5652       0.4067       1.7948,     152       2.2652       1.7603       3.6832       0.4871       0.9598,     152       3.7711       1.5365       2.2950       0.5482       0.7429,     152       3.3526       2.8218       4.1031       0.3648       1.4353,     152       3.4381       2.0564       5.6530       0.4409       0.9119,     152       2.4259       1.8813       4.7639       0.7744       1.7676,     152       4.2934       1.9674       3.2703       0.3635       1.3077,     152       3.0212       2.4357       3.0678       0.4006       0.7103,     152       5.2500       2.8515       4.1784       0.4558       1.2629,     152       4.2634       3.3081       7.3977       0.2952       1.8543
     153       2.0599       1.6123       3.7114       0.9310       1.8005,     153       3.4100       1.9311       4.9468       0.5938       0.9124,     153       5.0335       1.8467       3.3703       0.4973       0.8595,     153       3.6059       2.0579       3.4995       0.3894       1.5019,     153       3.3849       2.1468       4.6469       0.5283       1.5313,     153       1.8011       1.9185       4.8430       0.7467       1.2897,     153       3.4464       1.9021       3.4128       0.5971       1.3079,     153       2.9716       2.0412       2.7928       0.2824       0.5114,     153       4.3992       2.7951       4.6475       0.6875       1.3396,     153       6.6754       3.1972       7.5069       0.5550       1.1126
     154       1.7961       1.5109       3.6163       0.7230       2.0556,     154       3.0093       1.7809       4.2600       0.3034       0.9127,     154       5.2556       1.9195       3.4776       0.5884       0.8242,     154       2.8809       3.0937       2.5297       0.4464       1.3684,     154       3.4142       2.1227       4.9332       0.5523       0.8982,     154       3.3094       2.1461       4.8376       0.6945       2.1892,     154       3.2428       1.9889       3.4500       0.4641       1.2361,     154       2.1369       1.9560       2.4684       0.3837       0.5103,     154       5.6917       2.9561       5.0283       0.6682       1.3086,     154       6.0623       3.5982       7.4078       0.5195       1.4062
     155       2.2132       1.3573       4.7154       0.6563       2.0228,     155       3.3191       1.6406       5.3571       0.7400       1.0678,     155       4.1769       1.8384       3.2566       0.5319       0.7577,     155       2.3689       3.1831       2.8269       0.4966       1.4271,     155       4.3345       2.0466       4.6417       0.9025       1.5180,     155       3.0588       2.4421       4.7551       0.7605       1.8967,     155       4.1704       1.9966       4.8965       0.2948       1.4670,     155       1.9558       2.0251       2.5043       0.4210       0.8214,     155       5.1783       2.7224       4.8502       0.7365       1.6042,     155       4.7852       3.0993       6.6465       0.3744       1.6491
     156       2.5974       1.5377       4.3681       0.7613       1.3034,     156       4.2763       1.7518       4.5323       0.7924       1.3882,     156       4.5342       1.8389       3.0935       0.5398       1.1121,     156       3.2031       2.6694       3.1340       0.3289       1.2480,     156       4.2236       1.8684       4.6959       0.4581       0.7777,     156       2.6276       2.6211       4.5901       0.4911       2.0372,     156       3.4459       2.1456       4.7547       0.4956       1.2331,     156       1.7881       2.0558       2.9599       0.3951       1.1100,     156       3.2134       2.7925       3.8535       0.5909       0.9836,     156       4.3503       3.4023       7.3782       0.4455       1.1578
     157       2.1940       1.5701       4.9436       0.9420       2.3657,     157       4.5940       1.7550       4.3978       0.8161       1.2707,     157       5.5163       1.5871       2.8561       0.8659       0.7191,     157       3.4213       3.2401       3.0303       0.4170       0.9175,     157       3.8030       1.7087       5.5974       0.6832       1.4859,     157       3.4089       2.9048       4.8122       0.3828       2.2475,     157       3.6025       2.2147       4.9765       0.4337       1.1662,     157       2.3502       2.1053       2.5383       0.4061       0.8516,     157       3.3528       2.9019       4.5047       0.6241       1.6925,     157       3.6854       4.0343       6.8734       0.5833       1.4281
     158       2.0832       1.5767       4.3993       0.7800       1.4399,     158       4.1062       1.8823       4.3320       0.7253       0.9453,     158       4.8001       1.4843       2.5464       0.4479       0.6150,     158       2.9464       2.6963       3.3127       0.5043       1.0291,     158       3.4426       1.5856       4.9976       0.6169       1.4169,     158       3.2321       3.0040       4.8671       0.5307       1.7514,     158       2.7896       2.1698       4.2421       0.3218       0.9477,     158       1.6849       2.2710       2.8623       0.7321       0.4773,     158       3.1352       2.5554       4.7241       0.3383       1.1803,     158       3.6067       3.3910       6.6193       0.3084       1.6598
     159       2.1173       1.4932       4.5842       0.4905       1.8673,     159       3.4035       1.7763       3.5786       0.7981       1.0312,     159       4.8939       1.4655       3.3618       0.5256       1.2575,     159       2.8207       2.8502       3.2303       0.5744       1.0076,     159       3.5387       1.8907       5.1084       0.5249       1.1273,     159       2.9896       3.0011       4.2317       0.4007       1.9654,     159       2.0675       2.3753       4.9155       0.7604       1.6405,     159       3.3185       2.2575       3.1141       0.6765       0.9335,     159       3.6055       2.8446       5.0105       0.5666       1.3040,     159       3.4441       3.2663       6.7983       0.4114       1.5720
     160       1.6991       1.5321       4.5723       0.5022       1.9528,     160       3.0873       1.6842       4.7487       0.8344       0.7673,     160       5.6530       1.4665       3.2307       0.8035       1.2817,     160       2.7347       2.7820       3.0111       0.7204       1.0360,     160       3.4577       1.9924       5.2482       0.3420       0.7270,     160       3.1916       2.8333       4.3946       0.3871       2.3154,     160       2.9886       2.5212       3.2804       0.4217       1.1879,     160       2.1905       2.0263       3.2963       0.4404       1.1381,     160       3.1044       3.1806       3.7265       0.5511       1.2919,     160       2.5591       4.0233       6.7982       0.7067       1.3778
     161       2.5302       1.4313       4.9175       0.7976       1.8531,     161       4.3651       1.8450       4.2332       0.4176       0.7371,     161       6.6523       1.4224       2.7662       0.6900       1.1191,     161       2.7186       3.1242       3.2372       0.7470       1.3781,     161       2.7501       2.1395       5.2121       0.4820       1.1836,     161       2.6046       2.8493       4.6029       0.3602       2.0130,     161       2.7711       2.3255       3.2289       0.7303       1.6344,     161       2.3551       2.4863       2.6780       0.5902       0.8098,     161       5.0464       2.8829       3.8554       0.8821       1.5920,     161       1.6263       3.7787       6.2469       0.5901       2.0237
     162       2.7645       1.5270       5.4575       0.9581       1.9462,     162       3.2989       1.9928       4.2919       0.4291       0.5699,     162       7.1679       1.5154       2.6858       0.4780       0.4406,     162       2.6768       2.1125       2.8429       0.3777       1.0716,     162       3.1437       2.2223       5.3121       0.5255       1.0895,     162       2.8876       2.6948       4.2035       0.4228       2.2218,     162       3.6881       2.3462       4.0592       0.5401       0.9877,     162       2.8563       2.6381       2.7704       0.7454       0.8661,     162       4.3066       3.1017       4.1768       0.4541       1.3643,     162       2.1648       3.1372       6.3933       0.5002       1.8243
     163       2.6996       1.7211       4.6666       1.2005       2.0335,     163       3.5012       1.6525       4.4299       0.9458       1.1892,     163       5.0816       1.3408       2.6536       0.4059       1.0649,     163       3.3361       2.6078       2.9933       0.4078       0.8885,     163       2.9802       2.1223       5.5730       0.8361       1.4051,     163       2.7951       2.1365       5.1118       0.4543       1.7463,     163       3.2278       2.4028       3.7297       0.5921       1.3943,     163       2.4259       2.4924       2.7101       0.2468       0.5209,     163       4.1824       2.8609       4.5220       0.8835       1.0319,     163       2.1336       3.4373       6.2971       0.5990       2.1005
     164       3.4477       2.0927       5.0042       0.4170       1.6006,     164       3.6229       2.0347       4.4150       0.5069       1.1376,     164       4.4416       1.5054       3.6029       0.4594       0.8425,     164       2.8194       2.6113       3.1073       0.5505       1.1727,     164       2.3721       1.8262       4.7081       0.3554       0.6008,     164       1.6625       2.3380       5.8234       0.5732       1.8376,     164       3.0796       2.3517       3.3014       0.5315       1.0693,     164       2.3901       2.1678       2.4081       0.5936       0.8638,     164       4.0480       2.7853       4.6949       0.5074       1.2083,     164       2.2470       4.0868       6.5505       0.8641       2.2057
     165       3.7519       1.6596       6.5326       0.6643       1.9762,     165       4.1558       1.8718       4.0077       0.5095       0.6321,     165       5.4038       1.5052       2.9049       0.5611       1.0138,     165       3.9195       2.7557       3.4787       0.4365       0.9966,     165       2.8446       2.3499       5.1732       0.4396       1.1477,     165       1.9330       2.1086       5.4951       0.7049       2.3811,     165       3.2248       2.3904       3.8875       0.6462       0.8995,     165       1.8242       1.8663       2.6503       0.6262       0.6525,     165       3.6223       2.6704       4.3863       0.4378       1.1202,     165       2.8684       3.6663       6.9736       0.5616       1.3462
     166       3.9120       1.7079       6.8238       0.7250       2.0889,     166       4.7525       2.5638       4.5210       0.9793       1.5754,     166       6.5406       1.5333       4.5477       0.5494       0.8664,     166       3.4527       2.9470       2.9940       0.4399       1.0242,     166       3.6843       2.0232       5.7207       0.6128       1.0639,     166       2.5720       2.1718       5.4376       0.5910       2.0895,     166       3.8030       2.2368       4.0579       0.6398       1.1282,     166       2.0164       1.9499       1.8736       0.3342       0.6071,     166       3.3978       2.6928       4.2802       0.7382       1.5948,     166       2.4469       4.2891       6.8448       0.4841       1.1360
     167       3.2700       2.0307       6.5939       0.9381       2.1037,     167       4.0891       2.1384       4.4009       0.6436       1.1412,     167       6.4048       1.4533       4.7565       0.4283       1.0659,     167       2.9516       2.9666       3.5439       0.8548       1.3641,     167       2.5535       2.3785       5.0067       0.6571       0.9610,     167       1.8510       2.0739       5.1400       0.4922       2.0864,     167       3.3011       2.2551       3.3986       0.7951       1.1219,     167       2.7989       2.3207       2.4009       0.5818       0.9180,     167       3.5968       2.5928       4.5340       0.5173       1.3786,     167       2.0845       3.8614       7.0346       0.4515       1.9321
     168       3.6190       2.0481       6.3124       0.6766       2.3664,     168       3.7717       1.8133       3.9586       0.4735       1.2516,     168       6.9311       1.4204       4.7567       0.5514       0.7324,     168       3.8895       2.9131       3.3861       0.5714       1.0411,     168       2.9686       2.6655       5.6392       0.6953       0.8706,     168       2.1540       1.7664       4.6105       0.3383       2.1330,     168       3.3719       1.9907       3.4564       0.7482       0.9826,     168       2.2337       2.6717       2.0868       0.3446       0.5336,     168       3.0875       2.7626       4.0780       0.5460       1.1664,     168       1.8737       3.3990       6.5637       0.3605       1.5691
     169       3.1629       1.9795       6.1547       0.7640       2.1354,     169       2.5420       2.1044       4.2083       0.5092       0.6710,     169       5.8144       1.7666       4.1741       0.3964       0.5949,     169       4.1199       2.4521       3.3296       0.5936       0.9608,     169       3.0744       2.1053       6.5311       0.5677       1.4412,     169       2.2898       2.0848       4.5500       0.5077       2.0098,     169       2.6036       2.0612       3.4063       0.4493       0.9811,     169       1.5010       1.8504       2.3499       0.3776       0.4960,     169       3.4869       2.6177       4.9903       0.3126       1.0446,     169       1.7650       3.8940       6.3661       0.6471       1.8926
     170       3.9022       2.3991       6.5971       0.5686       1.8821,     170       3.7642       1.7454       5.4207       0.4729       1.3328,     170       5.6471       1.7358       4.1116       0.8785       1.0104,     170       4.0371       2.3731       3.5928       0.4371       1.2089,     170       2.7959       2.4231       6.1498       0.6014       1.3240,     170       2.4675       2.1308       5.4986       0.3233       2.0220,     170       3.0973       1.8477       3.7592       0.9692       1.2131,     170       2.2359       1.8687       1.8434       0.4186       0.9003,     170       3.6898       3.1467       5.4668       0.4152       0.9504,     170       2.3775       3.7266       7.3616       0.3641       1.6695
     171       3.2309       2.1001       6.2813       0.6879       2.2672,     171       3.2437       1.9402       5.7822       0.5255       1.8303,     171       5.8806       1.5002       3.6966       0.9367       1.3614,     171       2.5831       2.8872       3.1335       0.2925       0.9470,     171       2.1399       2.2990       6.4792       0.6742       1.4788,     171       2.4149       1.9723       4.4072       0.2882       2.0521,     171       3.0753       2.1921       3.7549       0.4075       1.2538,     171       2.7287       2.2316       2.6273       0.5309       0.4772,     171       2.9811       2.8841       4.3614       0.4378       1.1024,     171       1.9770       2.9693       6.3753       0.5435       1.6854
     172       3.5904       2.1091       6.7639       0.6996       1.8337,     172       4.2716       1.9953       6.1164       0.5170       1.6858,     172       4.9266       1.8290       4.4467       1.0128       1.6001,     172       3.9233       2.9409       2.9545       0.5411       1.5437,     172       3.1321       2.8404       6.3645       0.9240       1.8035,     172       2.1352       2.0546       4.6753       0.4129       1.4990,     172       3.1434       2.1063       3.2083       0.8490       0.9555,     172       2.7223       2.2631       2.0621       0.5906       0.8390,     172       3.4263       2.9395       5.1333       0.4996       1.2709,     172       2.0018       3.4315       6.7274       0.5739       2.4644
     173       4.0271       2.2323       7.1652       0.4341       1.6317,     173       4.2702       1.9375       6.1612       0.4714       1.8324,     173       4.7186       1.6722       5.3466       0.6393       1.6388,     173       4.5392       3.0436       3.1573       0.4940       0.9180,     173       3.4030       2.1432       6.7064       0.6566       1.5489,     173       2.1729       1.9944       5.0418       0.4650       1.5782,     173       2.7299       2.2673       3.0900       0.6282       0.8895,     173       1.9322       2.0332       2.1312       0.6619       0.7362,     173       2.7348       2.8111       5.4195       0.5752       1.0544,     173       2.1860       3.4559       6.5028       0.4994       1.7922
     174       3.2864       2.0842       6.4922       0.7597       1.7473,     174       3.6537       2.0268       6.2920       0.5492       1.5427,     174       6.2008       1.6737       3.9513       0.5479       1.1012,     174       3.1162       3.1385       3.3825       0.2468       1.1499,     174       3.3457       2.0366       5.6147       0.7638       1.9147,     174       1.6718       2.1125       5.1116       0.3034       1.9709,     174       3.1177       2.1298       3.6174       0.8436       1.0939,     174       2.6811       2.1708       2.4211       0.4251       1.2875,     174       4.0310       2.7191       4.7675       0.3785       1.1225,     174       2.2999       3.4871       6.3851       0.5709       1.4055
     175       2.8172       2.0342       5.9159       0.6024       1.9394,     175       4.5066       1.9413       6.0489       0.5192       1.5264,     175       7.3644       1.6791       3.7028       0.9689       1.5495,     175       3.8430       3.5673       3.6888       0.3904       1.1171,     175       3.0142       2.0759       4.9625       0.3377       0.9944,     175       2.1025       2.1779       4.9341       0.5244       2.0325,     175       2.4575       2.6960       3.0308       0.6510       1.0818,     175       1.9780       2.0149       2.1746       0.2277       0.4166,     175       3.3117       2.7592       4.7930       0.4999       1.2027,     175       2.9140       3.7169       7.6267       0.5370       2.0664
     176       3.6775       2.1142       6.8670       0.5294       1.7540,     176       3.2771       2.3623       6.0250       0.5318       1.7976,     176       6.7850       1.6194       4.5586       0.7419       1.3730,     176       4.3738       3.7136       3.3207       0.2967       1.1034,     176       2.5855       2.1776       4.9949       0.5380       1.4527,     176       1.8954       1.9215       5.1999       0.3558       1.9100,     176       3.2290       2.4423       3.8038       0.9935       1.0186,     176       1.7693       2.2373       2.6988       0.3926       0.6366,     176       3.4889       2.3300       5.1187       0.5219       1.2686,     176       2.5619       3.3166       7.1816       0.4213       1.8494
     177       5.1013       1.9508       6.9856       0.4474       1.4444,     177       4.3306       2.0345       6.1931       0.3976       1.9323,     177       5.2822       1.6129       4.9425       0.2831       0.6557,     177       3.6446       3.5631       3.5144       0.4306       1.1753,     177       2.5556       1.7951       5.3021       0.6040       1.5254,     177       1.3416       2.5092       5.4265       0.6644       2.2684,     177       3.5965       2.3789       4.1832       0.8055       0.8869,     177       1.8765       2.2558       1.8241       0.5542       0.5165,     177       4.0028       2.6243       4.9114       1.2573       1.0986,     177       2.0128       3.6159       7.1444       0.6730       2.3119
