#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
     302       2.8922       1.6543       3.4291       0.8853       2.6434,     302       3.3214       1.9678       3.7464       1.0359       2.9669,     302       3.4199       2.1699       2.7576       0.5077       0.8640,     302       5.5206       2.4114       3.1027       0.7300       2.7904,     302       2.9475       2.0137       2.5988       0.6261       2.3957,     302       4.0986       2.1639       4.3657       0.6604       2.9722,     302       4.6880       2.0684       4.3200       0.7195       3.1886,     302       6.6407       2.3641       5.3840       2.4164       4.2973,     302       6.8398       2.0977       3.8682       0.7664       1.6204,     302       4.4901       2.1688       4.6577       0.5973       2.1090
     303       3.5969       1.8770       3.3643       0.8950       2.9471,     303       5.0328       1.9654       3.8281       0.8222       2.3671,     303       4.3358       2.4285       4.6207       0.5629       1.4312,     303       6.2027       2.3414       2.8734       1.0231       2.6656,     303       3.5638       2.5446       3.0148       0.5811       2.5517,     303       3.9968       2.2147       4.3670       0.4439       3.2316,     303       6.0491       2.2165       4.1292       0.4444       3.0070,     303       6.5154       2.6149       5.1758       1.7127       2.7982,     303       6.0528       2.0783       3.8969       0.6789       1.3689,     303       4.1532       2.0206       4.4516       0.6548       2.1876
     304       3.5579       1.6204       3.6890       0.9082       3.1015,     304       3.9137       1.8393       3.1876       1.0301       2.7554,     304       4.3084       2.3149       3.3897       0.6495       2.3667,     304       5.4417       2.2001       2.4419       0.8518       3.0405,     304       4.1269       2.5254       3.1100       0.9779       3.0291,     304       6.3405       1.8468       3.8980       0.6496       2.3531,     304       4.6637       2.1186       4.9098       0.7232       3.0174,     304       6.9245       2.3794       5.2099       1.3791       2.4168,     304       7.8533       2.0681       3.9485       0.9392       1.4260,     304       6.1138       2.0067       4.4616       0.4949       2.6371
     305       4.1206       1.8704       3.4702       0.8930       2.9876,     305       3.9112       1.8162       3.3887       1.1290       2.6670,     305       3.8841       2.2480       2.7833       0.6451       0.6671,     305       7.3538       2.1388       2.8885       0.8199       2.9442,     305       2.4777       1.8936       3.2081       1.0069       2.8688,     305       7.8503       2.0962       4.3125       1.0028       2.5278,     305       4.0587       2.1159       4.5911       0.9611       2.7106,     305       7.9792       2.4102       5.5204       2.1840       3.5872,     305       7.8308       1.7929       3.9603       0.8943       1.7860,     305       5.2734       2.0052       4.5211       0.5822       2.9515
     306       2.8954       1.7637       3.6080       0.8323       3.3702,     306       4.2269       2.0949       3.4426       0.9536       2.9901,     306       2.7541       2.5089       2.1589       0.4069       0.7647,     306       7.2414       2.0161       3.0065       1.0039       2.8291,     306       3.4254       2.5349       2.9810       0.8247       2.7492,     306       8.6890       1.8945       4.7041       0.5041       1.7414,     306       4.9872       2.6362       4.4365       0.9935       3.0955,     306       8.2064       2.4831       5.3614       2.4645       4.2729,     306       6.9781       2.1531       3.8431       1.1509       2.0290,     306       5.8532       2.1408       4.5833       0.6334       2.6055
     307       2.6517       1.6775       2.9142       0.9506       2.2972,     307       4.1917       1.9557       3.5744       0.7693       2.8994,     307       2.9332       2.1831       2.4020       0.4190       0.6769,     307       6.6140       2.1000       2.8190       1.1709       2.8533,     307       2.8912       2.3796       3.4881       0.6152       2.8853,     307       7.5756       2.0532       4.9833       0.5114       1.6710,     307       4.9138       2.2675       4.4557       0.9907       2.5439,     307       6.5107       2.7758       5.1330       2.2058       4.1469,     307       6.6067       1.9159       4.3740       1.2634       1.9787,     307       5.6597       2.1007       4.2584       0.9312       2.5342
     308       2.2678       1.5574       2.5961       0.7257       2.1310,     308       3.3786       1.9613       3.2038       0.9129       2.4364,     308       3.4167       2.1846       2.4475       0.2155       0.6903,     308       6.2875       1.8087       2.3691       1.2288       2.7993,     308       2.1746       2.6323       2.6728       0.6942       2.8671,     308       6.8800       2.1165       4.5683       0.4531       1.8069,     308       4.2620       2.2564       3.9736       1.0480       3.0503,     308       7.2618       2.3064       5.1273       1.2535       2.8320,     308       7.0539       1.9166       4.2716       0.7979       1.9900,     308       5.7594       2.1013       4.5495       0.5605       2.3128
     309       2.3226       1.5361       2.5983       1.0261       1.8699,     309       3.3290       1.9162       3.5475       0.7798       2.6887,     309       4.1328       2.1888       3.0789       0.5069       1.0989,     309       6.5999       2.1257       2.7196       1.1587       2.8881,     309       2.8095       2.6711       2.8059       1.0486       3.0439,     309       5.3116       1.9570       3.8271       0.5157       2.0425,     309       3.3967       2.4104       4.2795       0.7572       2.9638,     309       6.7168       2.3129       4.6740       1.4007       2.7447,     309       7.6837       1.9947       4.0153       1.0376       2.0868,     309       5.1422       2.1282       4.2147       0.6543       2.4378
     310       1.7112       1.6824       2.7592       0.8440       2.0693,     310       3.6364       2.2319       3.3683       0.8888       2.8689,     310       3.7936       2.2962       2.5780       0.6299       0.6608,     310       5.6381       1.9902       2.5151       0.8671       2.9214,     310       4.7315       3.1063       2.9711       1.2119       3.3203,     310       5.1236       2.0006       4.1126       0.5578       1.9157,     310       3.7105       1.9319       4.1934       1.1015       3.0635,     310       5.5351       2.2091       4.4928       1.3616       2.1483,     310       6.6243       1.7298       3.5272       0.8724       1.5743,     310       4.9270       1.8687       4.4780       0.6281       2.1711
     311       2.3740       1.7439       2.6344       0.9445       1.8488,     311       3.6249       1.8345       3.3888       1.1219       2.6506,     311       3.5005       2.2281       2.8341       0.5467       0.9398,     311       5.0734       2.1223       2.8686       0.8772       3.0242,     311       4.2027       2.4545       3.5603       0.7952       3.1450,     311       7.4477       2.0023       4.1210       0.7592       2.4525,     311       3.9578       2.3431       4.2623       0.5749       2.7551,     311       5.1466       2.3568       4.4026       0.8617       2.3226,     311       6.7740       1.7910       4.1294       1.5440       2.3687,     311       4.6699       1.8690       4.8952       0.7730       1.9785
     312       2.5649       1.6858       2.9446       0.9264       2.2111,     312       2.7566       1.8908       3.6657       0.8082       2.4518,     312       4.0678       2.1342       2.7778       0.7468       0.8049,     312       4.2957       2.0110       2.8791       1.1416       2.9088,     312       3.8575       2.8045       2.7076       0.9036       2.9717,     312       7.1045       1.9218       3.6661       0.6989       2.1815,     312       3.2650       2.3452       4.5696       0.8035       2.9153,     312       5.1578       2.6040       4.7236       1.3557       2.6697,     312       6.4333       1.8723       3.2044       1.0415       1.9461,     312       3.5847       2.0126       4.2136       0.8512       2.7674
     313       2.0732       1.6444       2.6483       0.8158       2.2910,     313       2.6570       2.0325       3.3553       0.6213       2.8262,     313       3.9790       2.0403       2.4226       0.4180       0.5872,     313       4.7160       2.1235       2.9020       0.6074       2.8328,     313       3.6003       2.3079       2.3903       0.9184       2.9795,     313       6.7714       1.9604       4.1979       0.9881       1.9605,     313       3.1790       2.0610       4.6698       1.0230       3.0626,     313       5.7219       2.5050       4.8593       1.6078       3.1272,     313       6.2756       1.9152       3.4395       0.9251       1.5411,     313       3.7430       1.8562       3.8749       0.7255       2.7326
     314       2.2273       1.9088       2.7701       0.7722       1.3854,     314       4.0703       1.8456       3.4672       0.8916       3.1040,     314       4.1224       2.2463       2.8055       0.3027       0.4322,     314       5.0230       1.9419       2.9233       0.8891       3.1123,     314       4.7371       2.5567       2.5403       1.2534       3.1427,     314       7.2980       1.9671       3.8840       0.3392       1.6190,     314       3.9497       2.1435       4.4400       0.6806       2.5759,     314       4.6601       2.2309       4.1556       1.2785       1.7395,     314       5.8468       1.9272       4.2543       0.8345       1.6473,     314       4.7641       2.1096       4.8133       0.7918       2.7204
     315       2.3764       1.9407       2.8099       0.7179       1.7488,     315       3.6908       1.9709       3.3402       0.7524       2.8832,     315       3.2238       2.2463       2.6401       0.4614       1.1021,     315       6.8012       2.1830       2.8996       0.9343       2.7813,     315       4.7249       2.5154       2.8659       1.1256       2.8117,     315       8.0020       2.2857       3.9130       0.6385       2.0693,     315       3.3239       2.1388       4.1087       1.0691       2.9924,     315       4.6503       2.5700       4.4225       1.1027       1.9427,     315       6.9856       1.7392       4.2209       0.7595       1.9057,     315       4.5629       1.8448       5.1033       0.7556       2.3343
     316       1.9072       1.8612       2.6910       1.3605       1.9991,     316       3.8327       1.8612       3.5782       0.9732       2.5961,     316       3.5373       2.4271       2.7531       0.4787       0.7254,     316       5.6924       2.0756       3.0963       1.1311       3.1894,     316       3.9695       1.9291       2.9579       1.0707       2.9267,     316       7.6933       2.1136       4.0696       0.5120       2.1341,     316       3.7104       2.2548       4.4242       0.8208       2.4501,     316       4.8328       2.4920       4.7033       1.1908       2.1368,     316       6.0286       1.8064       3.6762       1.2789       2.1331,     316       5.2996       2.0243       5.1460       0.5642       2.2085
     317       2.5538       1.8771       2.6188       0.7231       1.3618,     317       3.5046       2.0116       3.6966       0.9360       2.2194,     317       4.1835       2.3375       2.5401       0.5352       0.9262,     317       4.6009       2.2482       2.5839       1.1871       2.9539,     317       3.4820       2.0631       3.3645       0.8800       2.8147,     317       7.0713       2.1904       3.8707       0.6026       1.9435,     317       3.7738       1.9243       4.5102       0.4766       2.5449,     317       4.5598       2.5220       4.6118       1.0869       2.0790,     317       7.7489       1.8841       4.0469       0.6688       1.5561,     317       4.8167       2.0928       5.7703       0.6731       2.3446
     318       2.3102       1.9446       3.1765       0.6661       2.3356,     318       3.1185       1.9372       3.7548       0.7110       2.8234,     318       4.0644       2.0454       2.5645       0.7042       0.9416,     318       4.1013       2.1848       3.1730       0.7310       2.8654,     318       4.1189       1.9144       3.6215       1.4906       3.3265,     318       7.4482       1.8035       4.0231       0.6985       1.9825,     318       3.6075       1.8410       4.6757       0.5978       3.0779,     318       4.3084       2.3867       4.3820       1.2380       1.9735,     318       7.8626       1.8498       4.2489       0.9405       1.8452,     318       5.3613       1.9906       4.8560       1.1211       2.4845
     319       5.2272       1.9374       3.4678       0.7819       2.0881,     319       2.7585       1.9669       3.4487       0.9551       2.8970,     319       4.5523       2.0789       1.9211       0.9109       0.8026,     319       4.6340       2.2355       2.1383       1.1641       2.4898,     319       3.8064       2.1286       3.4707       1.3167       3.4173,     319       8.0002       1.8262       3.8811       0.6994       1.9103,     319       3.1614       1.8592       4.4824       0.6469       3.0547,     319       5.7716       2.2277       4.1193       1.1896       2.0286,     319       6.6134       1.8378       3.8847       1.2133       1.9396,     319       4.5797       1.8023       5.2720       0.8759       2.9668
     320       4.3571       1.8006       3.0644       0.7441       1.9930,     320       4.5480       2.0431       3.3137       0.9386       2.8053,     320       4.3708       2.2271       2.4745       0.5989       1.0447,     320       5.1819       2.2147       2.7806       1.4204       2.9706,     320       4.2676       1.8402       4.0945       0.8017       3.1331,     320       7.2390       1.8881       4.1358       0.3828       1.5000,     320       3.8212       2.1544       4.4121       0.6440       2.8738,     320       5.5538       2.9444       5.2612       1.5432       2.5424,     320       5.8591       1.9991       3.7020       1.1960       1.8866,     320       5.0141       2.3008       5.9483       0.6218       2.2587
     321       4.6893       1.6254       3.0416       0.7542       2.0856,     321       4.2862       1.8410       3.6006       0.7786       2.6552,     321       5.3506       1.9542       2.1751       0.7230       1.4743,     321       3.9162       2.2182       2.8955       1.1522       3.0328,     321       4.9988       2.0611       3.5741       0.6402       3.1580,     321       7.0631       1.7973       3.5907       0.6175       1.5787,     321       5.0434       2.1157       5.2486       0.4589       3.0634,     321       5.4593       2.9189       4.7989       1.8860       3.3309,     321       6.7008       1.8978       3.8751       1.3388       2.3565,     321       4.6526       2.1852       5.2852       0.5355       2.7023
     322       4.2685       1.8872       3.0590       0.9692       1.9004,     322       3.7273       2.3483       3.6618       0.7325       2.3201,     322       5.7791       2.0781       2.2567       1.0350       1.4051,     322       2.8792       1.9436       2.6496       1.1719       2.5806,     322       4.5376       2.5012       3.1508       1.6574       3.1265,     322       8.0354       1.7872       3.6893       0.8313       1.8657,     322       4.7541       1.9657       4.1237       0.4055       2.7652,     322       5.2598       2.8874       4.7336       1.7861       3.5246,     322       8.1252       1.9075       4.1434       1.4687       2.4759,     322       5.7317       2.2222       5.2726       0.4854       2.6926
     323       4.4123       1.9990       3.2248       0.5317       1.9921,     323       3.9234       1.9956       4.0808       0.9196       3.0298,     323       3.7737       2.1761       1.4160       0.4270       0.5207,     323       4.7665       1.9854       2.9958       1.1073       2.5297,     323       3.8074       2.4031       3.3938       1.1199       3.0094,     323       6.9015       2.0274       3.3985       0.7657       1.3758,     323       5.0913       2.1309       4.7771       0.6066       3.1361,     323       6.6280       2.6497       5.3925       1.9005       3.7350,     323       8.6807       2.1165       4.5844       1.5071       3.3361,     323       4.6322       2.0594       5.1099       0.5354       2.9585
     324       5.5783       2.0703       3.4334       1.0647       2.3109,     324       3.8160       1.8469       5.2283       0.7212       3.6902,     324       4.6513       2.1119       2.3836       0.5570       0.8999,     324       2.7550       1.8603       2.3378       0.7398       2.4928,     324       4.4988       2.3300       3.0334       1.4755       3.1776,     324       7.3544       1.7575       3.4145       0.6141       1.7899,     324       4.8143       2.2545       4.8843       0.5238       2.9774,     324       5.6043       2.7879       5.5246       2.1235       4.1359,     324       9.2926       2.3104       5.0392       1.2393       2.5519,     324       4.5777       1.8655       5.2153       0.6603       2.4464
     325       6.0302       1.9166       3.2462       0.6265       2.3801,     325       3.5546       1.9493       4.6120       1.4926       3.5506,     325       4.9060       1.8222       1.8034       0.7955       1.6540,     325       2.8902       2.1288       3.1664       0.6585       3.0973,     325       5.1584       1.8796       3.3211       1.3649       3.3246,     325       6.2305       2.0410       3.2940       0.9022       1.6731,     325       5.4072       2.5525       4.7410       0.7998       3.1676,     325       6.0145       2.8514       4.9928       2.3447       4.4388,     325       6.9776       1.9064       4.7995       1.3855       3.1081,     325       5.0591       1.8934       4.7890       0.4512       2.5549
     326       5.1126       1.9566       3.0196       1.1493       1.8993,     326       4.3801       1.8882       4.2457       1.9344       3.8730,     326       3.9094       2.0549       2.2505       0.4923       0.5807,     326       3.8629       2.3575       2.7586       0.7250       3.1800,     326       4.3113       2.1113       3.1689       1.3736       3.4647,     326       7.7595       2.0752       3.9488       0.6725       1.3615,     326       3.8601       2.3322       4.2514       0.5698       2.6903,     326       6.0862       2.6268       5.0976       2.1191       4.2238,     326       7.2236       1.7896       3.9235       0.7904       2.2125,     326       5.2534       2.0326       5.3877       0.5585       2.0572
     327       7.0070       2.2335       3.8839       1.0547       2.5878,     327       5.3341       2.0519       4.2752       1.1589       3.1494,     327       3.6333       2.0480       2.1472       0.8098       1.2986,     327       2.9969       2.1908       2.3356       1.0263       2.9022,     327       5.0792       1.9230       2.7144       0.9445       3.1429,     327       7.4525       1.9531       3.6092       0.8753       1.8794,     327       4.3042       2.3430       4.2687       0.4893       3.0576,     327       6.2758       3.1230       4.8466       2.2366       3.9488,     327       7.3434       2.0922       4.3738       1.1980       2.2067,     327       4.5814       1.8567       4.8585       0.4725       2.6408
     328       6.8128       1.9122       4.0585       0.6087       1.9630,     328       4.3039       1.7779       4.2943       0.6741       2.9775,     328       4.4523       1.8634       2.0338       0.5274       0.6351,     328       2.5527       2.7065       2.6743       1.1593       3.1168,     328       6.9479       1.9321       3.3183       1.1814       2.8766,     328       7.1580       1.9923       3.4312       0.6195       1.5470,     328       4.6867       2.2561       4.1668       0.5770       3.2227,     328       5.2941       2.7027       4.5166       2.5072       4.2470,     328       7.5726       1.9228       4.1809       0.8119       1.8143,     328       6.7068       1.8639       5.0326       0.4607       1.4762
     329       5.8532       1.8852       3.7988       0.9530       2.7086,     329       1.7845       1.9109       4.2774       1.0429       3.2675,     329       3.0811       1.9795       1.2565       0.6007       0.6923,     329       2.5988       2.1435       2.7382       0.9358       2.9129,     329       4.7040       2.1337       4.3056       1.2899       3.5307,     329       8.6815       1.9111       4.2469       0.3878       1.6704,     329       4.6472       2.2253       4.4640       0.6214       3.1249,     329       5.8577       3.2386       5.5610       2.1891       3.8012,     329       7.0441       1.9882       3.9471       0.8124       1.6095,     329       5.3750       2.1451       5.0708       0.6511       2.7109
     330       3.9510       1.9310       3.0824       0.5612       2.0427,     330       3.3251       1.8912       4.2445       0.9497       2.7425,     330       3.2949       2.2456       1.6909       0.6717       0.5323,     330       3.1402       2.1437       3.3890       0.9289       2.9792,     330       4.3318       2.1093       3.8205       1.0329       2.8123,     330       8.4626       2.0923       3.7887       0.7445       2.5481,     330       3.6154       2.4152       4.5080       0.5425       3.1005,     330       6.0449       2.4690       5.1357       2.1017       4.2765,     330       6.9950       2.1637       4.1466       0.9178       1.7970,     330       6.0309       2.1926       6.0174       0.7580       2.8750
     331       3.9585       1.8732       2.5801       0.7402       1.9291,     331       3.1464       1.9587       4.2467       0.8654       2.9638,     331       4.6779       2.1424       2.0545       0.4149       0.9788,     331       2.0977       2.3194       2.2736       0.8045       2.9447,     331       3.8556       2.0692       2.9882       1.3331       3.3772,     331       8.0220       1.8825       3.5576       0.7425       1.8629,     331       4.1958       2.3890       4.6268       0.4780       3.1685,     331       6.2508       2.7652       5.3770       2.1601       4.3131,     331       8.1664       2.3709       4.1515       0.8475       1.7885,     331       5.1093       1.7920       5.0528       0.5047       1.9233
     332       3.0782       1.9519       2.4012       0.3969       1.4262,     332       3.4994       2.0077       4.1810       0.8751       2.6336,     332       4.4543       2.3489       2.4409       0.5270       1.0574,     332       2.8499       2.2379       2.7486       1.1077       3.0624,     332       4.5260       2.1518       3.6598       0.9895       3.3176,     332       8.3746       1.7462       3.2691       0.7023       2.7842,     332       3.6194       2.3092       4.1757       0.3451       2.6883,     332       7.2936       2.4403       5.5098       2.0431       3.7352,     332       7.0497       1.9953       4.1993       0.9861       2.2706,     332       5.3011       1.9803       5.3064       0.3857       2.7811
     333       3.7162       2.0964       3.0880       0.7821       2.1242,     333       2.7085       2.0464       4.1608       1.1920       2.9139,     333       2.6856       2.1630       1.6132       0.4927       0.8704,     333       2.0463       2.0682       2.8953       0.7973       2.5568,     333       4.0902       1.9781       3.5630       1.1382       3.0899,     333      10.6662       1.8918       3.4834       0.9580       1.3535,     333       3.6622       2.2672       4.3912       0.3862       2.8931,     333       6.1825       2.6600       5.1954       1.5925       2.3177,     333       6.6129       2.0220       4.1266       0.6365       1.4747,     333       5.6843       1.7641       5.7475       0.7456       3.0442
     334       4.5954       2.0650       3.4000       0.8894       1.8857,     334       3.6122       1.9164       4.6285       1.1223       2.9725,     334       2.5821       2.1499       0.9901       0.5128       0.4575,     334       2.3629       2.4155       3.2982       1.0834       3.3865,     334       3.2311       2.8185       3.5942       0.8953       2.8450,     334       9.4226       1.7582       3.2600       0.9327       1.8065,     334       3.7197       2.3533       3.9103       0.5584       3.0503,     334       5.7723       2.8948       4.7108       1.1882       1.7302,     334       7.8937       1.9299       3.5030       0.9096       1.9717,     334       5.1339       1.8084       5.0250       0.8815       2.6650
     335       5.0316       2.1096       3.1554       0.9542       1.7631,     335       3.8379       1.8026       4.1566       0.6818       2.6611,     335       2.5925       2.2910       2.5889       0.7616       1.3051,     335       2.7702       1.9968       2.5519       1.0071       2.9613,     335       2.9271       2.2759       3.4236       0.8842       3.1576,     335       9.1958       1.9649       4.3077       0.5762       1.3487,     335       4.6319       2.2497       4.7253       0.5029       3.2292,     335       5.7542       2.8980       4.6395       1.1410       2.0655,     335       8.6668       2.0227       3.5976       0.8823       2.0776,     335       5.3421       1.6734       4.5265       0.6911       2.4681
     336       4.1130       2.0124       3.4355       0.9530       1.8297,     336       2.2001       2.0762       4.4437       0.9299       2.6231,     336       2.7566       2.1880       2.0407       0.4026       0.8496,     336       2.6598       2.0738       2.3132       0.6684       2.7323,     336       3.2708       2.5171       3.9444       1.1413       3.2777,     336       8.9978       1.8869       4.2145       0.6004       0.9898,     336       5.3759       2.2890       3.9599       0.4435       2.1172,     336       6.1224       2.6606       5.3570       1.9850       3.3105,     336       5.9668       1.8335       2.9958       0.9021       1.9714,     336       4.3537       2.0641       4.8929       0.5034       3.0569
     337       5.3373       2.2715       3.5889       0.6117       1.8453,     337       1.9001       2.2303       3.9190       1.3213       2.9273,     337       2.8864       2.2624       2.0959       0.4888       1.4890,     337       2.0830       2.2235       2.9025       1.0405       2.9545,     337       3.2244       2.2667       3.9517       0.9206       3.3157,     337       8.5324       1.8427       3.3820       0.6763       1.9005,     337       5.7325       2.7463       4.3374       0.7716       3.1613,     337       6.8149       2.3277       4.6487       1.1472       2.1159,     337       4.9115       1.9310       3.6723       1.0416       1.6183,     337       4.3589       1.6933       4.3320       0.6348       2.8425
     338       4.8940       2.0542       3.1554       0.3071       1.8818,     338       2.8238       1.9166       3.5646       1.4368       2.9755,     338       3.1475       2.8566       3.7444       0.6393       1.2437,     338       2.2041       2.0072       3.4620       1.0197       2.7716,     338       3.6695       1.8656       4.2038       1.4416       3.5767,     338       9.2702       1.7935       3.2979       0.9390       1.5910,     338       5.2820       2.7285       4.3894       0.8333       3.4130,     338       6.6968       2.2271       3.6621       1.0648       1.9846,     338       5.0530       2.1737       3.1845       0.9277       1.7177,     338       5.4392       1.9805       4.4620       0.5367       2.7209
     339       4.7352       1.8153       3.0764       0.5104       1.8023,     339       1.7347       1.9596       3.8007       1.3501       3.0635,     339       3.2005       2.1511       2.2114       0.8791       1.4063,     339       3.2811       2.3248       3.0195       1.0126       3.0376,     339       2.4326       1.8406       3.6719       0.6097       3.0487,     339       8.7275       1.6629       3.2383       0.8510       1.4160,     339       5.7442       2.4939       4.5731       0.8216       3.0201,     339       7.8382       2.7162       4.3519       1.2530       2.1899,     339       6.6892       2.2849       3.4527       0.6164       1.5117,     339       5.6527       1.6431       4.6872       0.7429       2.1875
     340       4.1780       2.1131       2.9653       1.0039       2.5379,     340       3.0956       1.9439       3.8389       1.1582       2.1041,     340       3.1527       2.1285       2.0434       0.4848       1.0441,     340       2.1444       2.0741       2.7631       1.0756       3.1596,     340       2.7296       1.7674       4.4349       0.4526       3.1302,     340       9.8057       1.7613       3.6184       0.6156       1.4948,     340       4.7302       2.4523       4.8389       1.1007       3.0926,     340       8.0421       2.3019       3.8478       1.3759       2.2972,     340       5.5241       2.2080       4.2206       0.9451       2.4787,     340       5.0242       1.8367       4.3567       0.7731       2.4700
     341       4.8838       1.9840       3.2119       0.6675       2.4672,     341       2.8145       1.8548       4.2074       0.8961       2.6338,     341       2.5798       2.0881       2.0134       0.6262       0.7755,     341       2.1053       1.9742       2.4936       0.8117       2.6800,     341       2.8939       1.9429       3.6372       0.5809       2.9065,     341       9.5685       1.6993       3.8060       0.5257       2.1522,     341       5.6363       2.4593       4.8604       0.4756       2.7092,     341       7.6522       2.3817       4.2429       1.6856       2.8044,     341       5.7900       2.1113       3.9937       1.1231       1.8431,     341       4.5760       1.9848       4.0302       0.7124       2.7657
     342       6.4458       2.1709       3.3174       0.6347       2.5349,     342       1.5547       2.0041       3.9693       0.6230       1.5736,     342       2.7248       2.2565       1.8466       0.4635       0.4488,     342       2.9303       2.0262       2.2661       1.2937       2.7519,     342       2.9450       1.6207       3.7947       0.8244       3.2696,     342       9.8657       1.7497       3.7833       0.8967       2.1261,     342       5.2450       1.9956       4.8452       0.5556       2.8114,     342       7.0512       2.3330       3.6472       1.2885       2.3454,     342       5.6116       1.8859       3.5943       0.9817       1.7167,     342       4.3789       2.0713       4.7036       0.5816       2.7418
     343       5.7241       2.2480       3.3383       1.2306       2.0446,     343       1.9489       2.0729       4.0696       0.6009       2.3082,     343       3.7718       2.1959       3.1167       0.5952       0.8498,     343       2.3549       2.3738       2.6522       0.8870       2.8901,     343       2.8124       1.7053       3.6266       0.5909       3.3474,     343      10.6082       1.6795       3.9435       0.7440       2.3365,     343       5.0700       1.9609       4.5601       0.4764       2.6369,     343       7.3526       2.4556       4.9159       1.8693       3.5150,     343       6.6404       1.9173       3.6185       1.5105       2.5192,     343       5.0816       1.7943       4.3823       0.5389       2.3927
     344       4.6504       2.3661       3.4251       0.8682       1.8158,     344       3.1709       2.2514       3.8903       0.7586       2.2933,     344       3.1841       2.3233       2.2949       0.7370       0.7270,     344       2.7674       2.2625       3.0776       1.1323       2.9427,     344       1.9945       1.9291       3.3117       0.9251       2.8508,     344      10.5169       1.9797       3.5034       0.9819       1.6769,     344       4.5313       2.1673       4.5855       0.4688       2.7664,     344       7.3146       2.4127       4.1096       1.3738       2.4659,     344       6.7865       1.9415       3.5660       1.1505       2.4829,     344       4.7315       2.0841       4.8964       0.4919       2.7325
     345       5.6492       2.2702       3.4108       0.7411       2.2737,     345       2.4693       1.9178       3.1427       0.7139       1.6939,     345       4.4617       2.3273       2.5585       0.8504       0.7027,     345       3.0446       1.9451       2.7350       1.0310       3.0108,     345       1.9049       2.1318       3.6738       0.7042       3.2262,     345       8.6290       1.6815       3.1144       0.9158       1.3891,     345       5.0636       2.0276       4.8393       0.3361       2.8932,     345       7.9322       2.1630       3.8817       1.6906       3.3550,     345       7.3425       1.9733       3.7804       1.3203       2.3139,     345       4.7935       2.0631       4.7631       0.6403       2.5691
     346       5.6173       2.3303       3.1070       0.8081       1.6574,     346       1.3482       1.9344       2.9904       1.0009       1.0671,     346       4.1585       1.9312       2.3103       0.5319       0.5983,     346       3.3912       1.9743       2.5737       1.1980       3.1110,     346       2.0940       1.9485       3.1387       0.8848       2.9982,     346       8.2420       1.8139       2.9206       0.8531       1.5013,     346       5.9590       1.9577       4.9459       0.7839       3.3431,     346       8.1022       2.3513       4.9548       1.1383       2.0994,     346       7.5969       1.9688       4.6122       1.1020       2.6842,     346       4.8250       1.7498       4.1707       0.3275       2.5297
     347       5.7647       2.0921       3.3242       0.6505       2.1343,     347       2.7113       2.0813       2.9350       0.7633       1.5315,     347       5.2122       2.6113       2.9438       0.5907       1.2525,     347       3.3228       2.0649       3.0298       0.5949       2.9458,     347       2.8250       2.1135       3.4914       1.0546       3.4186,     347       7.9977       1.8858       2.8433       0.8820       1.8390,     347       5.3190       2.0753       5.1021       0.6545       2.8347,     347       8.3053       2.2790       4.2564       1.5562       2.6953,     347       5.8687       2.1547       3.7154       1.2380       2.5803,     347       4.9715       2.0521       4.1248       0.6141       2.8434
     348       4.2965       2.2439       3.4622       0.9037       2.4305,     348       3.2193       2.3421       3.3978       1.1375       2.1844,     348       4.0456       2.3773       3.1751       0.6234       1.2584,     348       2.6594       2.2923       3.6108       1.2073       2.7784,     348       2.4424       2.6726       4.1546       0.7390       3.6136,     348       8.1455       1.8899       3.0326       0.7546       1.3294,     348       6.5343       2.0973       4.6659       0.8196       3.0796,     348       8.9640       2.4880       5.4613       2.1387       3.9949,     348       5.5126       2.1167       3.5150       0.8233       1.8995,     348       5.0953       1.9051       4.4604       0.6566       3.0969
     349       3.8707       2.1352       3.7235       0.7135       3.3437,     349       1.7251       2.1119       2.2211       0.6370       1.6332,     349       5.1590       2.2406       3.3479       0.6434       1.2392,     349       2.4007       2.1401       2.1862       1.1396       2.6125,     349       3.7859       1.9264       3.7175       0.9225       3.1899,     349       7.9004       1.8207       3.0180       0.8797       1.5761,     349       5.2161       1.8190       4.6191       0.5934       2.2553,     349       8.4641       2.5412       5.2239       1.9893       3.9054,     349       4.5729       2.0971       3.9761       1.4790       2.1627,     349       4.6970       2.0507       4.9678       0.5339       2.6849
