#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
      69       3.3705       1.6094       3.2730       0.8786       3.0567,      69       2.4664       1.8372       1.7587       0.7711       1.5519,      69       1.8828       1.9205       2.1862       1.0210       1.4900,      69       3.1060       1.3907       1.7165       0.6832       1.4217,      69       4.5427       1.8206       2.5190       1.0990       2.8921,      69       3.1949       1.5146       3.6792       1.1228       2.5217,      69       1.6984       1.5679       2.6279       0.7598       2.0964,      69       1.5388       1.5284       0.8690       0.5622       0.6184,      69       1.7732       1.5193       1.6794       0.5676       0.5325,      69       2.3538       1.7460       2.7476       1.2773       2.0657
      70       3.8237       1.4084       3.0600       1.0316       2.7985,      70       3.1310       2.0243       2.7047       1.1581       2.6675,      70       2.5165       1.6630       1.9553       1.0382       1.0918,      70       2.2349       1.3344       1.4102       0.7972       1.1057,      70       3.7381       1.5267       2.6491       0.8331       2.7829,      70       2.5844       1.5905       3.0166       0.9010       2.2020,      70       1.6958       1.3882       2.6629       0.8383       1.6230,      70       1.4000       1.6030       0.8347       0.6161       0.6481,      70       1.5920       1.3229       1.4656       0.3545       0.2858,      70       2.3589       1.7271       2.4677       0.5259       1.5043
      71       4.2528       1.7218       2.8396       1.0786       3.2559,      71       3.3848       1.9859       2.5222       1.2061       2.7534,      71       2.4284       1.7167       2.0052       0.8000       0.9046,      71       3.1667       1.4046       2.0614       1.0044       1.3856,      71       3.6211       1.4071       2.6795       1.0803       3.0114,      71       3.2681       1.6831       3.3930       1.1252       2.5884,      71       2.6998       1.4509       2.7229       0.8838       1.6855,      71       1.9509       1.6575       1.3787       0.6951       0.5304,      71       1.4027       1.5055       1.4443       0.5941       0.7712,      71       2.6091       1.7532       2.8588       0.4853       1.5571
      72       3.6036       1.6291       2.3683       1.0610       2.5577,      72       3.5542       1.6724       2.6410       1.0901       2.7034,      72       2.0077       1.6672       1.3913       0.9208       0.9215,      72       2.4483       1.3457       1.4415       0.8850       1.1541,      72       2.4537       1.6464       2.2777       1.1323       2.6987,      72       2.5066       1.4836       3.4066       0.5232       2.1861,      72       2.4381       1.5555       2.5056       0.9395       1.8552,      72       1.4183       1.4163       1.0208       0.3703       0.4011,      72       1.8734       1.3129       1.0074       0.8296       0.8497,      72       2.1257       1.6297       3.0479       0.6660       1.7220
      73       4.2397       1.5990       2.4298       1.2266       2.9453,      73       3.3013       1.9254       2.3115       1.0688       2.8720,      73       2.0221       1.6275       1.5391       0.6563       1.0852,      73       2.7008       1.4403       1.6920       0.7178       1.1856,      73       2.0392       1.8016       2.0293       1.1383       2.3255,      73       2.8612       1.5396       3.1283       1.0373       2.1291,      73       2.6129       1.2881       2.7095       0.9008       1.7614,      73       2.0374       1.6962       1.3025       0.9564       1.0671,      73       2.3304       1.2885       1.2898       0.2724       0.5127,      73       2.5019       1.6252       2.8794       0.6424       1.4972
      74       5.1048       1.7007       3.0119       1.3910       2.9585,      74       2.6683       1.7202       2.2004       0.8739       2.6178,      74       1.8037       1.6258       1.6966       0.8554       0.9124,      74       2.4985       1.3475       1.6936       0.7278       1.2048,      74       2.5843       1.4976       2.5149       0.8910       2.5418,      74       3.2296       1.4924       3.6449       1.1506       2.2767,      74       2.0846       1.4447       2.5512       0.7658       1.9975,      74       2.6943       1.7634       1.3958       0.5897       0.8672,      74       1.9884       1.4259       1.5065       0.6075       0.5638,      74       2.7712       1.7060       2.9057       0.7126       1.5992
      75       5.1744       1.4366       1.9971       0.9945       2.6825,      75       2.3626       1.9217       2.6840       1.0465       2.9798,      75       1.9342       1.5305       1.7393       0.8073       1.1256,      75       1.6697       1.5522       1.4352       0.5298       0.9188,      75       2.7857       1.4191       2.4469       0.7773       2.6306,      75       2.6697       1.4403       3.3292       0.9668       2.4902,      75       2.1255       1.4937       2.4021       0.6663       1.5316,      75       2.7320       1.7838       1.6403       0.6960       1.0611,      75       1.8271       1.2573       0.9792       0.3446       0.5652,      75       3.1798       1.5532       3.0676       0.5320       2.3912
      76       3.8447       1.3365       2.4080       0.9633       2.8792,      76       3.5976       2.0591       3.0366       1.2944       2.9277,      76       1.7638       1.5863       1.8129       0.5219       0.8812,      76       1.5053       1.4602       1.1712       0.5036       0.9755,      76       2.4178       1.6934       2.3753       0.7766       2.7175,      76       3.9311       1.4475       3.6489       1.0622       2.7223,      76       2.2501       1.3568       1.9841       0.7218       1.4460,      76       2.8634       1.7969       1.4550       0.7480       1.0123,      76       1.9303       1.2888       0.9741       0.4977       0.3266,      76       3.6548       1.4404       2.4428       0.4239       2.1903
      77       4.0275       1.3572       2.8495       0.9578       2.7553,      77       3.2480       1.9054       2.9276       0.9786       2.9798,      77       1.6707       1.3676       1.6002       0.7765       0.8617,      77       3.1850       1.5447       1.9569       0.9212       2.2402,      77       2.8337       1.6668       2.1576       1.0875       2.3805,      77       3.4250       1.2793       3.7028       1.0897       3.0382,      77       2.7486       1.4949       2.6725       1.0084       1.7425,      77       2.6800       2.1534       1.2457       0.6875       0.6919,      77       1.7576       1.7606       0.9171       0.5355       0.4928,      77       2.6862       1.5711       2.6085       0.6756       2.1706
      78       3.0792       1.5207       2.9238       0.8456       2.5939,      78       2.9401       1.7952       2.5244       1.1546       2.8161,      78       1.8460       1.5609       1.3159       0.4639       0.9917,      78       3.1635       1.7560       1.9031       0.8983       1.5385,      78       3.7727       1.6222       2.3580       1.2495       2.6696,      78       3.4502       1.4893       3.3487       1.2091       2.4437,      78       3.2480       1.3447       3.1258       0.7589       1.5853,      78       2.1506       1.8549       1.3600       0.4622       0.3815,      78       1.9237       1.8073       1.2827       0.6891       0.7361,      78       2.7149       1.3417       2.8524       0.3332       1.9562
      79       2.8919       1.6328       2.8601       0.9835       2.8297,      79       2.8516       1.8957       2.6483       0.9379       2.9776,      79       2.6786       1.5808       1.4197       0.6702       0.7184,      79       2.2350       1.8529       1.3258       0.8695       1.1935,      79       3.6587       1.8764       2.1262       0.9961       2.3402,      79       3.3773       1.6274       3.8108       1.5944       2.6700,      79       2.4905       1.3881       2.5408       0.8518       1.3775,      79       3.8075       2.0607       2.0151       0.5951       0.4167,      79       1.4939       1.6129       1.1438       0.6866       0.7355,      79       2.0837       1.4478       2.3122       0.4650       2.1228
      80       3.0256       1.8346       2.5816       0.7359       2.3555,      80       2.2551       1.5611       1.9269       0.7939       2.4442,      80       2.9862       1.7442       1.7515       0.7453       1.1138,      80       2.7268       2.0608       1.6117       0.6985       1.8265,      80       4.4295       1.7699       2.6783       1.0429       2.9700,      80       2.9449       1.6600       3.5778       1.0913       2.5004,      80       3.4391       1.5454       3.1019       0.8293       1.4148,      80       3.7851       1.8283       1.3651       0.4373       0.4868,      80       1.1082       2.3711       0.9854       0.6688       0.5126,      80       3.0779       1.7464       2.7118       0.5742       2.1550
      81       3.5963       1.6295       3.6059       0.9709       2.6499,      81       2.5784       1.7324       2.4858       0.9658       2.9641,      81       3.1342       1.7831       2.2162       0.8455       1.9079,      81       2.3283       1.8045       1.3128       0.6398       1.3496,      81       3.5331       1.3725       2.4081       0.8477       2.3462,      81       3.4385       1.4350       4.0181       1.0828       3.0064,      81       3.5247       1.4723       3.2939       0.9349       1.8653,      81       2.7747       2.0137       0.9246       0.4557       0.9527,      81       1.1784       2.0817       1.1794       0.4345       0.5126,      81       2.9404       1.4890       2.9834       0.7993       2.5396
      82       3.4756       1.7771       3.5414       0.7227       2.9369,      82       2.6856       1.9699       2.3543       1.0253       2.7719,      82       4.6071       1.7622       2.8327       0.8328       1.9033,      82       2.6911       1.6086       1.7177       1.1033       1.6858,      82       2.8973       1.5325       2.5144       0.7970       2.7508,      82       2.8663       1.5246       3.2005       1.3031       2.2968,      82       3.4006       1.3294       2.7153       0.6880       1.4485,      82       2.9457       2.1849       1.1329       0.4249       0.7165,      82       1.5240       1.4737       1.1150       0.8054       0.6048,      82       2.9622       1.4774       3.1678       0.8643       2.7738
      83       3.1295       1.7417       2.5722       0.9832       2.9058,      83       2.7398       1.9017       3.0208       0.6214       2.8211,      83       3.9284       1.6714       2.6518       1.0076       2.1153,      83       1.9260       1.6435       1.6830       0.8793       1.7310,      83       2.4590       1.7766       2.4611       0.7092       2.3904,      83       2.2366       1.6136       3.1730       0.7571       2.1613,      83       3.4747       1.4692       3.5809       0.7916       2.0401,      83       1.7205       2.1343       1.2228       0.3619       0.6346,      83       1.9239       1.5751       1.5945       0.9369       0.8395,      83       2.9854       1.6522       3.3940       0.7747       2.6536
      84       3.2249       1.6011       2.9825       0.9321       2.8180,      84       2.9189       1.8999       2.0720       0.8306       1.5713,      84       3.6366       1.7990       2.4347       0.7117       1.8881,      84       1.5356       2.0323       1.7083       0.6205       1.5358,      84       3.0141       1.5093       2.2354       0.8822       2.4484,      84       2.4057       1.5654       3.3995       0.9863       2.5147,      84       3.7476       1.5601       2.9744       1.1297       2.4150,      84       1.6260       2.0465       1.1724       0.3960       0.5139,      84       1.3428       1.5556       1.1225       0.3416       0.6198,      84       3.3476       1.4307       2.7725       0.4967       2.6288
      85       3.0547       1.4977       2.8333       0.8672       2.7200,      85       2.8214       1.6692       2.1564       0.4337       2.0260,      85       1.9089       1.7448       1.9145       0.3838       1.2835,      85       1.4860       1.8332       1.8921       0.6532       1.4496,      85       2.1833       1.5789       1.8812       1.1443       2.3056,      85       3.0662       1.6565       2.9891       1.3060       2.5514,      85       3.1582       1.6789       2.7800       0.8120       1.7286,      85       1.4632       2.2425       0.4195       0.5600       0.2781,      85       1.5987       1.3814       1.8206       0.5970       0.7534,      85       2.8305       1.4143       2.6186       0.5530       2.2238
      86       2.9249       1.3150       2.9812       0.9382       2.8580,      86       3.3378       1.8927       2.2107       1.0894       1.7298,      86       1.5978       1.8882       2.4153       0.8897       1.8870,      86       2.2188       1.8768       2.6573       0.7731       1.7622,      86       2.7991       1.3515       2.0886       0.7584       2.2914,      86       2.6849       1.5801       3.0090       1.0850       2.7137,      86       3.2147       1.6356       2.8661       0.6460       1.9791,      86       2.2724       2.2575       2.3466       0.5759       0.9841,      86       1.8959       1.3492       1.0466       0.7896       0.4191,      86       2.3694       1.5366       3.0287       0.3799       2.4786
      87       3.4908       1.4407       3.0995       0.8194       2.7101,      87       2.7477       2.1395       2.0644       1.0221       1.5798,      87       1.6553       1.8682       2.4375       0.6096       1.5229,      87       2.3570       2.0360       2.0309       0.6476       1.6066,      87       3.2148       1.5655       2.2626       0.7519       2.6262,      87       2.8030       1.8051       3.9519       1.2349       2.7971,      87       3.8998       1.6559       2.8764       0.6877       1.2011,      87       1.7545       2.0655       1.6743       0.3927       0.5309,      87       1.9155       1.3613       1.1899       0.7113       0.6405,      87       3.6234       1.4897       3.6457       0.6276       2.1492
      88       3.0623       1.3369       3.2440       0.7390       2.4497,      88       3.2372       2.1530       2.6296       1.1374       1.9461,      88       1.8746       1.7786       1.8347       0.8873       1.4107,      88       2.5827       1.6658       2.5435       1.0307       2.1960,      88       2.5051       1.3516       1.7312       0.9867       2.3443,      88       2.4871       1.8015       3.5724       1.0875       2.6172,      88       3.6351       1.4974       2.6124       0.6549       1.9445,      88       1.6196       1.8150       1.3092       0.4350       0.3619,      88       2.5619       1.2014       1.3460       0.5375       0.4458,      88       3.7463       1.4702       3.3890       0.7444       2.8695
      89       4.1670       1.4215       2.6851       1.3530       2.9388,      89       3.4636       2.0602       2.3763       1.1993       2.5755,      89       1.3629       1.5064       2.1307       0.7927       1.6922,      89       1.8352       1.7501       2.4382       0.7579       1.6557,      89       3.4551       1.3910       2.4596       1.1169       2.6742,      89       2.1481       1.5061       3.3376       0.6610       1.9355,      89       3.8841       1.6266       3.1450       0.6475       1.5186,      89       2.1711       2.0678       1.3090       0.7516       0.5512,      89       2.0070       1.3592       1.2542       0.6046       1.2486,      89       1.6233       1.6520       2.6288       0.6525       2.4965
      90       3.9152       1.5861       2.9019       0.9417       2.7241,      90       3.0012       2.1582       2.4502       1.0679       2.6870,      90       1.9443       1.3540       2.2951       0.8445       1.5278,      90       2.9468       1.6649       2.2531       0.9267       1.5792,      90       3.0652       1.4955       2.3993       0.7782       2.5321,      90       2.6668       1.8309       3.6880       0.8331       2.0682,      90       3.6715       1.6694       2.8348       0.8738       1.7540,      90       2.2009       2.0466       1.4407       0.4903       0.6521,      90       1.5542       1.3678       1.0313       0.4626       0.4235,      90       2.7193       1.5805       3.1856       0.6566       2.7226
      91       3.5745       1.4186       2.7761       0.8948       2.7549,      91       2.9779       1.7221       2.6778       0.9664       2.2324,      91       1.8757       1.6032       2.3779       0.7064       1.2997,      91       3.5863       1.7589       2.5804       0.9378       1.9575,      91       4.1391       1.5239       2.3038       0.8908       2.6106,      91       2.9160       1.9170       3.8682       0.9588       2.1107,      91       4.3916       1.7187       3.1931       0.7255       1.8477,      91       2.9113       2.0144       2.0255       0.5241       0.6339,      91       1.4572       1.2982       1.5346       0.4819       0.8923,      91       2.7341       1.8102       3.2033       0.7798       2.7100
      92       3.4425       1.5324       2.7170       1.0827       2.7098,      92       4.2569       1.8667       2.7672       1.0850       2.1936,      92       2.3452       1.7653       3.0086       1.1384       1.8078,      92       3.0824       1.7271       2.0353       1.0689       1.7646,      92       4.5118       1.5177       2.4054       1.0661       2.5521,      92       2.2640       1.7736       3.6191       0.7721       2.6237,      92       3.6476       1.7185       3.1382       0.6582       1.9367,      92       2.0889       2.2049       1.3096       0.4756       0.5496,      92       1.6027       1.4363       2.2246       0.6919       1.0165,      92       3.8401       1.5220       3.5119       0.7812       2.3336
      93       3.5422       1.4475       2.9581       1.1264       2.6460,      93       3.6655       2.0312       2.2865       1.0929       1.7794,      93       2.7832       1.5147       2.5574       0.7149       1.5513,      93       3.0677       1.7002       1.8495       0.7040       2.4034,      93       3.6455       1.4795       2.8729       0.7671       2.4119,      93       1.9621       1.8424       2.9772       0.5901       2.2246,      93       3.0555       1.7256       2.7638       0.6354       1.7462,      93       2.9868       1.8593       1.1144       0.7440       0.9444,      93       1.6797       1.4322       2.3075       0.5987       1.1013,      93       3.0953       1.5810       3.2563       0.5174       2.8833
      94       3.1626       1.4553       3.2554       1.0646       2.3523,      94       2.9860       2.1994       2.3614       0.9070       1.3181,      94       1.9506       1.6306       2.3424       0.9348       1.5177,      94       3.1839       1.5043       2.3145       0.9593       2.4125,      94       3.2817       1.7364       2.8644       0.9319       2.0314,      94       2.8020       1.5425       3.2151       0.9560       2.1402,      94       3.3879       1.7343       3.2907       0.7233       1.7557,      94       3.4180       2.1734       1.3944       0.5345       0.8473,      94       3.1860       1.5063       2.1501       0.8474       1.3895,      94       2.5781       1.6567       3.5727       0.8919       2.6917
      95       3.7867       1.8322       2.8694       1.4783       2.9492,      95       2.6172       2.1803       2.2623       0.7939       2.0131,      95       2.1921       1.7244       2.4644       0.5876       0.8669,      95       3.2706       1.7342       2.2138       0.8761       2.5616,      95       2.0595       1.5368       2.8124       0.8651       2.1855,      95       2.4709       1.8557       3.1588       0.8930       2.3633,      95       3.6658       1.7723       3.0153       0.4407       1.7272,      95       2.5037       2.3435       2.5425       0.5481       1.0263,      95       3.0791       1.2617       2.0962       0.7928       1.3732,      95       2.3921       1.4105       3.4036       0.6646       2.8105
      96       3.8393       1.7008       3.1471       1.0483       2.6873,      96       4.2063       2.0247       3.0082       1.1522       2.2373,      96       2.0661       1.8855       2.6492       0.8448       1.7508,      96       4.1833       1.5937       2.5280       0.9169       2.5502,      96       2.1741       1.5843       2.2304       0.7856       2.1448,      96       2.2129       1.6815       2.9937       0.8602       2.2811,      96       3.5247       1.8841       2.7651       1.0740       1.7667,      96       3.1789       1.8190       2.7365       0.6823       2.3732,      96       2.8118       1.3542       1.7734       0.8472       1.3552,      96       2.8886       1.4925       3.8326       0.7312       2.4435
      97       3.8962       1.8637       3.3857       0.9578       2.7272,      97       2.7865       1.9987       1.8844       0.9635       1.5835,      97       1.8460       1.7238       3.4173       0.3896       0.5484,      97       3.0510       1.4854       2.5675       0.8491       2.6849,      97       3.2851       1.5618       2.6381       1.2387       2.8426,      97       2.8546       1.7404       3.1133       0.9106       2.1465,      97       4.1230       1.8242       2.9607       0.6666       1.4780,      97       3.7767       1.9433       3.0126       0.7345       2.8068,      97       1.8047       1.3540       2.1198       0.7739       1.3008,      97       3.7763       1.4107       3.6934       0.6043       3.1251
      98       3.8241       1.5941       3.4902       0.6322       2.3178,      98       2.8345       2.2042       2.6499       1.0165       1.5870,      98       2.0174       1.7471       3.2167       0.5509       1.7720,      98       2.7888       1.5720       2.1203       0.8229       2.3289,      98       2.1788       1.5112       2.2261       0.9216       2.3093,      98       3.2465       1.7531       3.3682       1.2404       2.6895,      98       4.0735       1.9432       3.5038       1.0956       1.6316,      98       3.5223       1.9756       3.6098       0.7367       1.3744,      98       1.9717       1.5063       1.8447       1.1425       1.6561,      98       3.3030       1.2849       2.8365       0.6989       2.8233
      99       4.4830       1.4603       3.0563       0.8764       2.6271,      99       2.7768       2.3378       2.7897       0.8725       1.7675,      99       2.5108       1.6488       3.3510       0.7666       1.9114,      99       3.3313       1.7012       2.5051       0.8453       2.7420,      99       2.4726       1.4985       2.5757       0.6721       2.4052,      99       2.4803       1.7636       3.4501       1.1473       2.3656,      99       3.5185       1.9699       2.8028       0.8888       1.5802,      99       2.3075       2.1813       2.7073       0.5689       1.0255,      99       1.2485       1.2559       2.2322       0.5922       1.0083,      99       2.8175       1.5208       3.8866       0.7642       2.6981
     100       3.7425       1.5397       3.2727       0.8536       2.5086,     100       1.8925       2.0101       1.8048       0.8289       1.0530,     100       1.9355       1.4339       3.1747       0.4872       2.3232,     100       3.4704       1.8185       2.6495       0.7031       2.5454,     100       2.4064       1.5769       2.3793       0.9713       2.6571,     100       2.9035       1.4549       3.4520       1.3955       2.5498,     100       3.7520       2.2483       3.2436       0.8238       2.3342,     100       2.1468       2.0903       1.1869       0.6024       0.4749,     100       1.2683       1.4888       1.9829       0.5005       0.8642,     100       2.7149       1.6085       3.9721       0.6367       2.9674
     101       3.8438       1.7169       3.1799       1.0512       2.2555,     101       1.9921       2.0731       2.2290       0.7841       1.6815,     101       3.0737       1.5423       3.9163       0.6734       2.0525,     101       3.2944       1.6920       2.4214       0.9980       2.5682,     101       1.9469       1.3755       2.1865       0.7710       2.2337,     101       2.2955       1.6560       3.5881       1.0388       2.4646,     101       3.5740       1.9743       3.1485       0.9494       2.2749,     101       1.8872       1.6984       1.7205       0.5355       0.5226,     101       1.5489       1.2805       1.6442       0.9422       1.1853,     101       3.4340       1.6041       3.6200       0.7953       3.4710
     102       3.6057       1.6193       3.4528       0.9069       2.5360,     102       1.8901       2.1273       2.4579       0.7468       1.7746,     102       1.7868       1.5128       3.2357       0.3196       0.3641,     102       3.6277       1.6272       2.4000       0.8399       2.1508,     102       2.3786       1.4929       2.0395       0.7683       2.2703,     102       3.9582       2.0587       3.7411       0.9878       2.3448,     102       2.6457       2.2572       3.6543       0.8343       2.4844,     102       2.9085       1.7852       2.1004       0.8442       1.0469,     102       1.6665       1.1712       2.1855       0.4451       1.0869,     102       3.5324       1.6406       3.5408       0.5621       3.0460
     103       3.2574       1.7147       2.7095       0.7815       2.4944,     103       2.6257       2.2625       2.3983       0.9164       1.7018,     103       1.3395       1.6638       2.4610       0.4984       1.9768,     103       2.1421       2.0148       2.6662       0.7581       2.3380,     103       2.7339       1.2841       2.6626       0.6749       2.3929,     103       2.9382       1.7012       3.6520       0.7438       2.5702,     103       3.1648       2.0508       3.1475       0.7737       1.9375,     103       2.4370       1.6591       1.5366       0.5268       0.8753,     103       1.6451       1.3334       2.2687       0.5723       0.8162,     103       4.9472       1.6396       3.7381       0.5264       2.6404
     104       3.1341       1.5789       3.1146       0.5996       2.5879,     104       2.5254       2.5399       2.6472       0.5681       1.6849,     104       1.6063       1.5197       2.0572       0.9551       0.9223,     104       2.2745       1.7427       2.0889       0.9332       2.6003,     104       1.7174       1.2802       2.5135       0.8780       2.5702,     104       2.9569       1.7203       3.6224       1.0224       2.1206,     104       3.5292       1.7659       2.9754       1.0731       2.1287,     104       2.3614       2.0693       1.4017       0.5665       0.8147,     104       1.7296       1.2717       2.4799       0.5737       1.0154,     104       4.7045       1.6637       3.5180       1.0138       3.0666
     105       3.6837       1.9744       2.7243       1.1514       2.4235,     105       2.0547       2.5533       2.6330       0.6469       1.2882,     105       1.9059       1.4398       2.3261       0.6227       0.7241,     105       2.8650       1.9351       2.4466       1.1197       2.8302,     105       1.6869       1.3156       1.9493       0.6983       2.3343,     105       2.9092       1.4317       3.5035       1.0946       2.4226,     105       2.8080       2.0664       2.4991       0.5769       2.0321,     105       2.4983       2.2181       2.6526       0.6129       0.8169,     105       2.2663       1.2618       2.1888       0.5973       1.2712,     105       4.2176       1.7235       3.7800       0.8557       3.0759
     106       3.6530       1.9005       3.2851       1.0852       2.5144,     106       2.7454       2.8871       2.6672       0.6636       1.7519,     106       1.3877       1.4600       3.1558       0.6820       0.7241,     106       2.3503       2.1167       2.4229       0.9175       2.7020,     106       1.9694       1.3231       2.1612       0.8044       2.1728,     106       2.7625       1.5167       3.1644       1.1090       2.4330,     106       2.4999       2.0479       2.7842       0.9617       2.1292,     106       2.9870       2.1212       2.4732       0.5490       0.9242,     106       2.6965       1.1932       1.9729       0.9489       1.3665,     106       2.8498       1.5915       3.3008       0.5223       2.9801
     107       3.1816       1.8449       3.0188       0.7537       1.7840,     107       3.1322       2.4193       2.8072       1.0307       1.6370,     107       1.8815       1.5611       3.1299       0.7218       0.8609,     107       3.3826       1.7041       2.5196       1.1178       2.6848,     107       2.6541       1.5053       2.4538       0.9287       2.3679,     107       2.1337       1.5992       3.1173       0.8123       2.1866,     107       2.5689       1.8979       3.1860       0.8502       2.0921,     107       2.9437       1.9595       1.7816       0.2942       0.6353,     107       2.2517       1.3006       2.0633       0.6732       1.2658,     107       3.7506       1.6804       4.0720       0.5332       3.0882
     108       3.3378       1.6517       2.8149       0.9999       2.2452,     108       2.9760       2.0151       2.6387       0.6852       1.7921,     108       2.1316       1.5992       2.7196       0.4357       0.8506,     108       3.8526       1.6402       2.6579       1.2087       2.7486,     108       2.7515       1.5550       2.5045       0.7587       2.4769,     108       2.7270       1.4988       3.3376       1.0046       2.5155,     108       3.6713       1.9861       3.2453       0.7835       2.1696,     108       2.5271       1.6988       2.0491       0.7338       0.6849,     108       1.9756       1.5763       2.2399       0.5499       0.8517,     108       2.1612       1.5941       3.9247       0.5753       3.3794
     109       3.1185       1.5677       2.8948       0.8552       2.0470,     109       2.6310       2.0199       2.8218       0.8500       2.2685,     109       2.1264       1.4815       2.7337       0.7753       0.8476,     109       2.7263       1.5580       2.3212       1.1614       2.5164,     109       3.3497       1.2803       2.6245       0.7489       2.5371,     109       2.0317       1.5883       3.8044       0.7442       2.1468,     109       2.9625       2.1589       2.9163       0.9954       2.5421,     109       2.9074       2.0383       2.2259       0.7569       0.6840,     109       2.0152       1.6937       2.1642       0.6031       0.8894,     109       3.1287       1.5746       4.2560       0.9248       3.1228
     110       2.9204       1.6044       3.1276       0.7652       1.8775,     110       2.6478       1.9894       3.0520       0.7160       2.0247,     110       1.8263       1.5063       2.9570       0.6735       0.8100,     110       3.9248       1.7397       2.7425       1.2280       2.9473,     110       3.3665       1.3975       2.6092       0.8223       2.5376,     110       2.0819       1.6320       3.7168       1.1565       2.5630,     110       3.3014       2.1194       3.0561       1.0552       2.1696,     110       1.7569       1.8929       1.5184       0.7987       0.8916,     110       2.0538       1.3861       2.2574       0.7172       1.1213,     110       2.7241       1.7811       3.9583       0.3974       3.0840
     111       4.0307       1.3401       3.5214       0.8652       2.1378,     111       3.2527       2.0255       2.7762       0.8821       1.8512,     111       1.8984       1.5161       2.5359       0.8424       0.8099,     111       2.4357       1.7224       2.6953       1.0376       2.7713,     111       3.6751       1.4186       2.3863       1.1331       2.7730,     111       2.9783       1.7437       4.9894       1.0046       2.4905,     111       3.5117       2.1143       3.4010       1.3053       2.4729,     111       1.5713       1.8137       1.6227       0.6724       0.8397,     111       1.7744       1.3585       2.1295       0.6921       0.9723,     111       2.7825       1.6424       3.9219       0.6687       3.2461
     112       2.3237       1.5564       3.4582       0.9933       2.4547,     112       3.6299       1.9482       2.7487       0.7663       2.0648,     112       1.7793       1.6017       3.2113       0.8322       0.9370,     112       2.6397       1.6957       2.3276       0.9518       2.5691,     112       3.5203       1.4758       2.4748       0.9585       2.7856,     112       2.7284       1.6064       4.3705       1.0249       2.7323,     112       3.3687       1.9951       3.5159       0.9370       2.5216,     112       1.7779       2.2874       1.9569       0.5829       0.8230,     112       2.3232       1.4291       2.1834       0.6660       0.7378,     112       2.9722       1.7606       3.9288       0.7999       3.2754
     113       3.0696       1.3626       3.4717       0.7326       2.3275,     113       3.3923       1.9366       2.4453       0.9741       2.3890,     113       1.7450       1.6617       3.7118       0.2889       1.1321,     113       1.7920       1.5409       2.3882       0.9376       2.9295,     113       3.6830       1.5514       2.2503       0.7526       2.6500,     113       2.9051       1.5444       4.1955       0.9156       2.6077,     113       2.7450       1.9816       2.9044       0.9314       2.6591,     113       2.2184       2.3000       1.9426       0.5064       0.6627,     113       2.3770       1.2049       1.9541       0.5532       0.7854,     113       2.1827       1.6034       3.6229       0.8881       3.2324
     114       2.7917       1.5764       3.2929       0.8966       2.5251,     114       2.9226       1.9924       2.4553       0.8661       2.6996,     114       1.6363       1.7231       2.9052       0.5821       0.8102,     114       1.6456       1.5522       1.8106       0.8584       2.1983,     114       3.7730       1.6119       2.3591       1.0907       2.8421,     114       3.5991       1.5157       4.9629       0.9139       2.7913,     114       2.8672       1.9153       3.2056       0.7678       2.6092,     114       1.4665       1.7747       1.6859       0.4986       0.4006,     114       1.8859       1.7881       1.6331       0.6780       0.8470,     114       2.0871       1.6725       3.2690       0.6487       2.9887
     115       2.7152       1.3837       3.0390       0.8786       2.7047,     115       3.1152       1.9848       2.5848       1.1585       2.3535,     115       0.9772       1.5436       2.3685       0.5034       0.7369,     115       2.5731       1.7471       2.1783       0.7092       2.2241,     115       4.1679       1.5638       2.4219       0.7436       2.6774,     115       3.4790       1.4830       6.5802       0.6725       2.1270,     115       2.5862       1.8331       3.3186       0.9569       2.6699,     115       1.9225       1.7951       1.7589       0.5946       0.9723,     115       1.6142       1.7305       1.8013       0.6508       0.7472,     115       2.4271       1.6827       3.6662       0.8112       3.2303
     116       1.8779       1.5992       3.3459       0.6626       2.1144,     116       3.4285       1.9340       2.3859       0.7956       2.5546,     116       1.2069       1.7119       3.0382       0.7812       0.8875,     116       2.5669       1.7024       2.0723       0.6677       2.3736,     116       3.9121       1.5509       2.3270       1.0607       2.5728,     116       4.8616       1.5048       4.9420       1.3020       3.0528,     116       2.8026       2.0041       2.9647       0.6423       2.4036,     116       1.9671       1.6590       2.1777       0.4940       0.4177,     116       1.9450       1.7671       2.3955       0.6718       1.0723,     116       3.1479       1.7039       4.2124       0.9150       3.2660
