#Frame           CRBN        GSPT1
       1       0.0000       0.0000
       2       0.1768       1.5182
       3       0.1726       1.6229
       4       0.1740       1.6493
       5       0.1797       1.6843
       6       0.1820       1.6900
       7       0.2983       1.6623
       8       0.3043       1.6104
       9       0.3067       1.6717
      10       0.2840       1.6917
      11       0.3009       1.6475
      12       0.7189       1.3701
      13       0.9428       1.3724
      14       0.9773       1.3597
      15       0.9405       1.4028
      16       1.0312       1.1441
      17       1.0539       1.2285
      18       1.0112       1.3673
      19       1.1852       2.1061
      20       0.9722       1.9199
      21       1.0778       1.9857
      22       1.0272       1.4661
      23       1.1118       2.1254
      24       1.2332       1.4675
      25       1.0896       0.9382
      26       1.1168       1.6274
      27       1.1582       1.0485
      28       1.1024       1.5446
      29       1.3857       1.5313
      30       1.5344       1.2584
      31       1.3277       1.3325
      32       1.1825       1.6356
      33       1.3050       1.9411
      34       1.1654       1.8270
      35       1.3363       1.5146
      36       1.2635       2.7680
      37       1.3657       2.4625
      38       1.3045       2.9015
      39       1.5042       3.3648
      40       1.1782       2.9692
      41       1.1374       3.7869
      42       1.2852       3.5279
      43       1.1728       4.6561
      44       1.2242       3.7729
      45       1.1853       3.1050
      46       1.1707       3.9237
      47       1.2210       3.4378
      48       1.3028       2.9012
      49       1.4805       2.5171
      50       1.4832       3.5077
      51       1.3811       3.1772
      52       1.5902       2.7524
      53       1.2335       3.3931
      54       1.4169       3.6214
      55       1.5131       4.8367
      56       1.4284       4.6925
      57       1.1434       2.9874
      58       1.3090       2.7089
      59       1.3074       4.2836
      60       1.3426       4.7439
      61       1.3305       5.1889
      62       1.2972       3.7426
      63       1.3702       3.8061
      64       1.2406       3.0061
      65       1.4719       3.5360
      66       1.2920       4.2632
      67       1.4837       5.6222
      68       1.3990       5.6306
      69       1.3057       4.8196
      70       1.2540       3.9200
      71       1.3224       3.7997
      72       1.2423       3.8465
      73       1.5477       4.9540
      74       1.1540       3.0446
      75       1.2587       4.0466
      76       1.3046       3.8750
      77       1.3461       4.3613
      78       1.3276       4.2830
      79       1.5311       5.2448
      80       1.5238       3.4710
      81       1.3053       4.0983
      82       1.4545       4.4341
      83       1.4336       5.2199
      84       1.5511       4.3755
      85       1.2835       4.5272
      86       1.1833       4.8590
      87       1.2987       3.5494
      88       1.3467       4.7843
      89       1.3125       4.2388
      90       1.4215       4.3300
      91       1.3650       4.4314
      92       1.4014       4.4756
      93       1.3937       4.2945
      94       1.7116       5.1486
      95       1.5558       5.0289
      96       1.5047       5.4786
      97       1.7263       4.9439
      98       1.5709       4.3340
      99       1.4843       4.4522
     100       1.4612       4.1267
     101       1.4176       4.2648
     102       1.3120       3.6324
     103       1.3489       3.9570
     104       1.3255       4.4268
     105       1.4227       5.2475
     106       1.4029       5.3464
     107       1.4841       5.1241
     108       1.4257       5.2097
     109       1.4954       5.2204
     110       1.4354       5.4567
     111       1.3089       4.7212
     112       1.3853       4.8383
     113       1.3492       4.1996
     114       1.2569       3.8202
     115       1.2964       4.2139
     116       1.3113       4.4727
     117       1.4936       4.4801
     118       1.3956       4.1018
     119       1.5285       4.0919
     120       1.5186       4.1457
     121       1.5198       4.4055
     122       1.4575       4.4985
     123       1.4441       4.7351
     124       1.2635       4.6419
     125       1.4630       4.4524
     126       1.3978       4.8333
     127       1.3660       4.5846
     128       1.3742       4.9914
     129       1.3441       5.5122
     130       1.4857       3.5695
     131       1.4440       3.6902
     132       1.5216       3.6189
     133       1.4260       4.8076
     134       1.3207       4.3660
     135       1.4434       3.7816
     136       1.5226       4.2277
     137       1.5188       4.2244
     138       1.4883       5.2683
     139       1.5187       5.7452
     140       1.3518       5.9005
     141       1.3591       6.0002
     142       1.5391       5.7697
     143       1.4600       4.6519
     144       1.4946       4.0927
     145       1.4193       5.3207
     146       1.4990       4.6962
     147       1.3543       5.4541
     148       1.3620       4.7399
     149       1.4132       5.9563
     150       1.5149       5.3033
     151       1.5516       6.0956
     152       1.7832       6.5399
     153       1.5034       5.0966
     154       1.4670       5.4624
     155       1.4940       4.8023
     156       1.5361       4.9383
     157       1.6240       5.6647
     158       1.5100       5.2238
     159       1.4120       5.6282
     160       1.6672       6.2709
     161       1.7762       7.4168
     162       1.4496       4.7383
     163       1.4228       4.4444
     164       1.6663       6.3275
     165       1.6543       7.1792
     166       1.5557       7.0495
     167       1.6745       7.5378
     168       1.7057       5.9736
     169       1.8071       5.2650
     170       1.8030       5.7700
     171       1.8243       5.8224
     172       1.7112       5.8588
     173       1.6843       5.2490
     174       1.6463       6.4867
     175       2.0997       7.0980
     176       1.7158       5.8650
     177       1.9540       5.5960
     178       2.0269       5.8830
     179       1.9394       5.9328
     180       1.9447       5.8165
     181       1.7756       6.8689
     182       1.5720       6.1156
     183       1.6267       6.3554
     184       2.0358       6.9418
     185       1.9339       6.2747
     186       1.8027       6.6696
     187       1.8035       6.1654
     188       1.8349       6.0027
     189       1.8719       6.2816
     190       1.6978       5.2275
     191       1.6609       5.4015
     192       1.6656       5.1264
     193       1.5294       6.5503
     194       1.5060       7.6469
     195       1.7178       7.5084
     196       1.6842       7.4976
     197       1.7820       8.2448
     198       1.7084       7.4122
     199       1.8180       8.1276
     200       1.9208       8.2688
     201       1.7571       7.8547
     202       2.5144       8.7973
     203       2.1685       8.8050
     204       1.8498       8.3253
     205       1.5849       8.6014
     206       2.0385       8.6046
     207       1.7741       9.4277
     208       1.9238       8.2302
     209       1.8917       8.6112
     210       1.9698       9.1706
     211       1.7553       7.5760
     212       2.0283       6.7900
     213       2.1180       6.9778
     214       1.9626       6.8255
     215       2.1739       7.2235
     216       2.0833       6.9376
     217       2.0919       7.9543
     218       1.8578       7.5706
     219       2.0985       8.6736
     220       2.3920       9.4734
     221       2.2599       8.4338
     222       2.1846       6.2030
     223       2.0051       7.4044
     224       2.1530       8.2236
     225       2.2867       8.9001
     226       1.9824       7.9363
