#Frame           CRBN        GSPT1
     227       2.0459       8.8124
     228       2.0078       7.9906
     229       1.8437       7.5945
     230       2.1606       8.1070
     231       2.1802       9.5404
     232       2.2773      10.1745
     233       2.0460       9.1989
     234       2.1162       9.7305
     235       1.8581       8.3632
     236       1.7897       9.9083
     237       1.7312      10.4456
     238       1.7950       9.5702
     239       1.8327       9.9657
     240       2.0652      11.5828
     241       2.0099      11.5964
     242       2.1900      12.8389
     243       1.9923      10.8217
     244       2.0463      10.6536
     245       2.2105      12.0434
     246       2.3408      10.8574
     247       2.0089      11.4092
     248       2.0589      10.7070
     249       2.1857       9.8441
     250       2.2536       9.6652
     251       1.9732      10.5845
     252       2.1225      10.7303
     253       1.9851       9.7452
     254       2.1614      10.6117
     255       2.0279      10.6091
     256       2.2078      13.2002
     257       2.1734      12.1224
     258       2.1240      11.3617
     259       2.3553      10.0528
     260       2.2756      10.1946
     261       2.2487       9.4828
     262       2.3125      10.7590
     263       2.3777      10.8601
     264       2.3090      11.0824
     265       2.9627      10.2897
     266       2.6120      10.3517
     267       2.4059      12.1119
     268       2.6705      11.4127
     269       2.1412      10.5243
     270       2.3035      10.5002
     271       2.1294       9.5046
     272       2.3738      11.1708
     273       2.1927      10.1615
     274       2.1498      12.1187
     275       2.3918      10.8581
     276       1.9979      10.8015
     277       2.0419      10.3386
     278       2.3034      10.6340
     279       2.5101      11.3217
     280       2.1821      10.8886
     281       2.3078      10.3350
     282       2.5573      10.5641
     283       2.5857      12.0404
     284       2.8261      11.6594
     285       2.5793      11.2359
     286       2.9374      10.7251
     287       2.5486       9.5406
     288       2.3048       8.7316
     289       2.8086       9.9141
     290       2.6389      10.2089
     291       2.5708       9.9380
     292       2.3244       9.6608
     293       2.1535      10.6996
     294       2.8030      11.7215
     295       2.4567      10.8237
     296       2.3522      10.6307
     297       2.2672       8.3486
     298       2.2387       6.7670
     299       2.4351       7.2742
     300       2.2038       8.3259
     301       2.2432       9.5961
     302       2.6484       8.6567
     303       2.7139       7.9450
     304       2.7092      10.9021
     305       2.2070       8.4160
     306       2.2420       7.8732
     307       2.2812       6.7776
     308       2.1147       7.0046
     309       2.2762       7.8385
     310       2.6923       7.9447
     311       2.7672       7.5327
     312       2.6298       6.7303
     313       3.0899       7.8543
     314       2.7357       7.5543
     315       2.6681       7.6402
     316       2.5163       7.2651
     317       2.7841       7.4668
     318       2.4912       6.0189
     319       2.6314       6.4066
     320       2.5388       6.3520
     321       2.6152       7.8722
     322       2.6993       6.8397
     323       2.7139       6.2211
     324       2.7613       6.1577
     325       3.1395       6.5835
     326       2.6271       5.4496
     327       2.9172       5.3931
     328       3.2448       4.9114
     329       2.9096       5.7403
     330       2.8535       6.5322
     331       3.5485       6.4783
     332       3.1571       6.7582
     333       3.0303       7.4116
     334       3.5073       9.1649
     335       3.4586       8.5447
     336       3.2740       7.3179
     337       3.6133       6.1448
     338       3.4981       6.9447
     339       2.7863       6.0038
     340       2.7453       5.7884
     341       2.9676       6.5110
     342       2.9026       6.1537
     343       2.5991       4.8858
     344       2.8241       5.6744
     345       2.9600       4.4795
     346       3.3198       5.5927
     347       3.1372       7.0938
     348       2.3902       5.2989
     349       2.9886       5.5626
     350       3.2398       6.2244
     351       2.8190       5.7295
     352       2.7525       5.8668
     353       3.1453       6.4227
     354       2.7613       6.7322
     355       3.1129       6.9899
     356       3.1924       6.8592
     357       3.2114       6.7608
     358       3.0280       6.4468
     359       3.2042       7.8518
     360       3.4500       6.5527
     361       3.5424       7.9230
     362       3.2628       8.2395
     363       3.6380       7.3837
     364       2.7533       7.9037
     365       3.3379       7.6107
     366       3.4107       7.5024
     367       3.1574       6.0984
     368       3.1124       6.2184
     369       3.4726       7.5432
     370       3.1910       6.5744
     371       3.0964       9.4100
     372       3.4170       8.9602
     373       3.0758       8.7016
     374       3.0799       9.8441
     375       2.8817       9.4853
     376       3.1488       7.9698
     377       3.1731       7.9489
     378       2.7040       7.0760
     379       2.8424       7.1884
     380       2.9494       8.1459
     381       2.7395       7.4114
     382       2.6949       7.4144
     383       2.8840       6.9383
     384       3.2395       8.9974
     385       3.0510       8.0612
     386       3.0651       6.4036
     387       2.7676       6.8580
     388       3.1392       6.3367
     389       3.2527       6.5913
     390       3.2247       5.7551
     391       2.9874       7.4633
     392       3.7158       8.4307
     393       3.1534       8.2064
     394       3.0447       8.6477
     395       3.5210       7.0174
     396       3.7321       7.3684
     397       3.8962       9.7426
     398       3.7508       8.1572
     399       4.5003      10.1026
     400       4.1869      11.1338
     401       3.8825       8.1167
     402       3.9823      10.0123
     403       3.8335      10.5924
     404       4.4694      10.0584
     405       3.7996       9.2883
     406       3.4670       7.3874
     407       3.8189       9.0247
     408       3.5839       7.3127
     409       3.8613       7.2908
     410       3.0882       5.8439
     411       3.6179       7.4803
     412       4.0418       9.4133
     413       4.5237      11.3408
     414       4.0387      10.4695
     415       3.8314       9.6302
     416       4.1667      10.7565
     417       4.0760      11.5286
     418       4.4605      11.4142
     419       4.5318      12.8410
     420       4.0548      13.0712
     421       4.7948      12.4883
     422       3.6938      10.9379
     423       3.3696       9.1500
     424       3.2274       9.3347
     425       3.3708       9.5992
     426       3.0267       9.2404
     427       3.0113      10.1786
     428       3.1605       9.0809
     429       2.7938       6.1603
     430       2.6670       6.2442
     431       2.3870       9.1118
     432       3.8297       9.6055
     433       3.1540      11.1173
     434       3.3621      10.2954
     435       3.4382      10.2074
     436       3.6994      10.4350
     437       3.5509       8.3023
     438       3.3336       7.2419
     439       3.7216       8.2130
     440       3.1844       8.7671
     441       3.2736       9.5754
     442       2.6802       6.8402
     443       2.9408       7.0691
     444       2.7606       5.6741
     445       2.8778       5.2002
     446       2.6501       4.7271
     447       2.4552       4.5561
     448       2.5810       5.5445
     449       2.6777       4.6243
     450       2.9620       4.8462
     451       2.6050       6.6392
     452       2.8253       5.8042
     453       3.1675       6.5815
     454       2.9566       5.7101
     455       3.1456       6.2250
     456       3.0620       6.2335
     457       2.9043       4.8061
     458       3.8661       5.2985
     459       3.2294       4.5678
     460       3.2387       4.5622
     461       3.3774       3.9273
     462       3.5359       4.3898
     463       3.7649       5.4957
     464       3.4547       4.5036
     465       2.6530       4.8008
     466       2.7467       3.7499
     467       2.9934       4.6515
     468       2.9257       5.2357
     469       3.0606       4.7955
     470       2.7082       4.6000
     471       3.2109       5.2575
     472       3.0353       5.4576
     473       2.6795       5.0997
     474       3.1109       6.6790
     475       3.0299       7.0836
     476       2.8467       7.0083
     477       3.3874       7.8808
     478       3.4007       7.2266
     479       3.4382       8.9403
     480       3.2274       8.9102
     481       3.4542       8.3362
     482       3.5018       9.4251
     483       3.4977       9.4908
     484       3.5149       8.9466
     485       3.2781       8.7676
     486       3.8953       9.2633
     487       3.2954       9.3661
     488       3.3779       8.7429
     489       3.4326       9.2332
     490       3.3931      10.3186
     491       3.8700       9.6384
     492       3.3916       9.6263
     493       3.7184      10.3517
     494       3.3214      10.9913
     495       3.3845       9.5664
     496       2.9574       7.6132
     497       3.2586       8.1673
     498       2.9960       8.7688
     499       3.2988       8.4500
     500       3.6469       7.0372
     501       3.3341       8.1319
     502       3.2152       7.2692
     503       3.6704       9.1539
     504       3.6178       8.8224
     505       3.6403       9.4335
     506       4.3830       8.8092
     507       3.9855       9.4124
     508       3.6468       8.4662
     509       3.7539       7.8095
     510       3.9561       7.1229
     511       3.6472       7.5736
     512       4.1324       8.4651
     513       4.3953       9.1949
     514       4.3443       9.6515
     515       4.3754       9.5570
     516       4.5351       6.9743
