#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0      102    0.510    1.160    0.261      185    1.187
       1       27    0.135    1.018    0.191        2    0.930
       2       18    0.090    0.978    0.175       30    0.993
       3        5    0.025    0.804    0.092       72    1.122
       4        4    0.020    0.695    0.063       79    1.340
       5        2    0.010    0.773    0.000       18    1.314
       6        2    0.010    0.673    0.000       57    1.300
       7        2    0.010    0.723    0.000       82    1.168
