#Frame           CRBN        GSPT1
       1       0.0000       0.0000
       2       0.1757       1.4752
       3       0.1800       1.6514
       4       0.1781       1.6485
       5       0.1764       1.6518
       6       0.1945       1.6798
       7       0.3301       1.5771
       8       0.3617       1.5784
       9       0.3675       1.6466
      10       0.3221       1.6558
      11       0.3091       1.6146
      12       0.7843       1.6265
      13       0.6672       1.4493
      14       0.6874       1.6083
      15       0.7850       1.6206
      16       0.7476       1.5545
      17       1.2488       1.1962
      18       1.1128       1.2616
      19       1.3916       0.8536
      20       1.6038       1.2308
      21       1.4006       1.4586
      22       1.6334       1.1243
      23       1.3765       0.9596
      24       1.2173       1.2545
      25       1.3379       1.1292
      26       1.2716       1.0655
      27       1.4351       1.0489
      28       1.3066       1.2079
      29       1.2001       1.7292
      30       1.0397       1.6443
      31       1.3581       1.3810
      32       1.2633       1.1578
      33       1.0849       1.4323
      34       1.1301       1.7667
      35       1.0005       1.4570
      36       1.0788       1.0774
      37       1.1986       1.5985
      38       1.1583       1.5630
      39       0.9839       1.8260
      40       1.1189       1.7272
      41       1.0463       1.7006
      42       1.1846       1.9737
      43       1.3870       2.7787
      44       1.3222       2.9083
      45       1.4736       2.9067
      46       1.3902       3.5036
      47       1.5755       4.1342
      48       1.3344       4.3640
      49       1.5273       3.6377
      50       1.4033       3.9466
      51       1.4149       4.0571
      52       1.2723       4.5894
      53       1.4316       3.7202
      54       1.4088       4.0006
      55       1.5315       4.6531
      56       1.3403       4.0186
      57       1.6186       3.5762
      58       1.7770       2.7193
      59       1.7540       2.6738
      60       1.7806       2.9752
      61       1.7858       4.7031
      62       1.6870       4.1875
      63       1.7938       3.5355
      64       1.6294       3.8085
      65       1.7939       3.0951
      66       1.7969       3.0815
      67       1.8114       2.5818
      68       1.6792       2.9063
      69       1.6474       4.2203
      70       1.9795       3.6125
      71       1.7484       3.5975
      72       1.5686       2.9728
      73       1.7643       2.5624
      74       1.4888       3.6285
      75       1.8226       2.8901
      76       1.6068       2.2853
      77       1.7434       2.6580
      78       1.7938       2.9881
      79       1.4630       2.6217
      80       1.5686       2.7680
      81       1.4936       2.6611
      82       1.6162       2.3782
      83       1.9524       2.6299
      84       1.3486       3.0091
      85       1.4757       3.3606
      86       1.7546       3.7229
      87       1.4874       2.9242
      88       1.5436       3.0095
      89       1.3675       3.9166
      90       1.3652       3.1111
      91       1.5690       2.6346
      92       1.3254       3.4108
      93       1.3517       2.8530
      94       1.4391       3.7300
      95       1.4853       2.9345
      96       1.6299       4.0855
      97       1.5538       3.1667
      98       1.6988       3.0290
      99       1.5451       2.9057
     100       1.8977       2.9758
     101       1.6220       3.2937
     102       1.5363       3.3141
     103       1.3908       3.4742
     104       1.4522       3.0181
     105       1.1855       3.1730
     106       1.4860       2.9177
     107       1.4540       3.6135
     108       1.6543       2.6224
     109       1.8159       3.2297
     110       1.8895       3.4679
     111       1.6041       4.0606
     112       2.0588       4.1613
     113       1.8166       3.7427
     114       1.4402       3.6730
     115       1.7808       3.6929
     116       1.8782       3.6655
     117       2.1217       3.3028
     118       1.9027       3.3047
     119       1.8766       4.3466
     120       2.0207       3.9143
     121       2.1712       3.2875
     122       1.9140       3.4818
     123       1.6987       4.3675
     124       1.6381       4.6059
     125       1.7499       4.3651
     126       1.6823       4.0917
     127       1.5988       4.0491
     128       1.6710       3.8878
     129       1.7090       4.1554
     130       1.7319       4.0992
     131       1.6062       4.8840
     132       1.9343       4.2513
     133       1.6942       4.3936
     134       1.8214       3.9553
     135       1.5117       4.3673
     136       1.6381       5.0267
     137       1.4936       4.0887
     138       1.4676       4.6282
     139       1.5652       3.9038
     140       1.5683       5.2036
     141       1.4907       4.4217
     142       1.8522       3.9201
     143       1.7571       5.8139
     144       1.7088       5.8589
     145       1.7419       5.2185
     146       1.7262       4.7963
     147       1.6920       5.2942
     148       1.7269       5.5533
     149       1.4934       4.7512
     150       1.7209       4.6684
     151       1.9706       4.4603
     152       1.7990       4.2419
     153       1.7958       5.1125
     154       1.8754       4.5104
     155       1.5788       5.9953
     156       1.8111       4.1971
     157       1.7695       4.8851
     158       1.5902       5.4444
     159       1.8691       5.4096
     160       1.7132       6.2332
     161       1.6585       5.9932
     162       1.6193       4.4432
     163       1.9172       4.3388
     164       2.1202       5.1263
     165       1.5839       6.0670
     166       1.6509       5.4481
     167       1.8768       6.3242
     168       1.7375       5.8597
     169       1.6296       5.6887
     170       1.5781       5.6710
     171       1.5162       6.1354
     172       1.4779       5.5931
     173       1.4956       5.3844
     174       1.4957       5.5427
     175       1.6394       5.0816
     176       1.9054       6.0318
     177       1.4762       5.4437
     178       1.7585       5.4780
     179       1.4975       5.4540
     180       1.6112       4.7184
     181       1.9008       4.7089
     182       1.9178       5.1036
     183       1.7672       4.7275
     184       1.8679       5.0628
     185       1.8662       4.9299
     186       1.5112       5.2736
     187       1.8358       4.6229
     188       1.6910       5.0743
     189       1.6449       4.4401
     190       1.7531       4.6936
     191       1.9084       5.0983
     192       1.7575       5.0381
     193       1.8677       5.3762
     194       1.8500       4.1178
     195       1.7018       5.2834
     196       1.7381       5.8641
     197       2.0575       6.2059
     198       1.4964       5.5918
     199       1.4403       6.0985
     200       1.7089       5.6636
     201       1.5498       6.1629
     202       1.5300       4.7078
     203       1.7325       4.8357
     204       1.7215       5.5731
     205       1.8410       5.1840
     206       1.7167       5.4038
     207       1.8782       5.3953
     208       1.5544       5.2665
     209       1.8044       4.9064
     210       1.6173       5.0433
     211       1.8145       5.0813
     212       1.7056       3.9695
     213       1.6966       4.6567
     214       1.7161       6.0339
     215       1.8923       5.1082
     216       1.7565       6.1428
     217       1.9881       5.0251
     218       1.7594       3.8827
     219       1.8245       4.7246
     220       1.8150       4.7356
     221       2.1004       5.2554
     222       2.1030       5.0012
     223       2.2555       5.4343
     224       2.2168       5.5282
     225       1.9597       5.8713
     226       2.1738       5.0727
     227       1.6329       5.4737
     228       2.0554       5.3621
     229       2.0452       5.6266
