#Frame           CRBN        GSPT1
     230       1.8939       5.3802
     231       1.8700       5.5071
     232       1.9204       5.3041
     233       1.5708       6.0708
     234       1.6524       5.8543
     235       1.7902       6.5652
     236       1.9411       5.6871
     237       1.8088       4.8022
     238       1.8529       4.1628
     239       1.8892       4.8304
     240       1.5255       5.7975
     241       1.7273       4.5661
     242       1.6668       4.4202
     243       1.5162       6.0521
     244       1.6370       5.2826
     245       1.7360       4.1350
     246       1.6068       5.2188
     247       1.7213       5.3682
     248       1.5545       5.4318
     249       1.4227       5.0846
     250       1.8239       6.5855
     251       1.6589       6.0408
     252       1.7392       5.2462
     253       1.6430       5.3616
     254       1.5999       5.8507
     255       1.8530       5.3988
     256       1.5106       4.8307
     257       1.7365       4.6110
     258       1.5813       4.3004
     259       1.6728       4.5971
     260       1.7686       6.0662
     261       1.7087       5.7128
     262       1.3690       4.5779
     263       1.7263       5.0732
     264       1.5674       4.5836
     265       1.9311       5.8321
     266       1.8214       4.4915
     267       1.8024       4.2528
     268       1.6191       4.5281
     269       2.1237       6.9529
     270       1.5704       5.5413
     271       1.7280       4.9367
     272       1.7327       4.7117
     273       1.6867       5.9848
     274       1.8810       6.2621
     275       1.7477       5.4098
     276       2.0497       4.8456
     277       1.9741       6.6829
     278       2.1089       6.0186
     279       2.2476       7.3344
     280       1.8873       7.0817
     281       2.0862       8.1267
     282       2.0567       7.4906
     283       2.0829       6.3261
     284       1.9807       4.3417
     285       1.9713       5.6999
     286       2.1647       4.7834
     287       2.2133       6.2087
     288       1.8039       5.0495
     289       1.8807       4.7751
     290       2.3856       4.3514
     291       1.8558       5.4475
     292       2.6121       5.8173
     293       1.9509       7.0575
     294       2.0968       7.1831
     295       1.9708       4.8411
     296       1.9631       6.2913
     297       2.0510       6.1585
     298       2.1787       6.2860
     299       2.2979       6.3270
     300       1.9103       6.8627
     301       2.2877       7.0227
     302       2.2358       7.0535
     303       2.0659       6.3801
     304       2.0103       6.7230
     305       2.0485       8.8599
     306       2.2562       9.3721
     307       1.8984       9.4814
     308       2.2395       8.7089
     309       2.3360       8.7272
     310       2.6171      10.7229
     311       2.3894       9.2755
     312       2.0888       8.4544
     313       2.0005       7.7031
     314       2.0618       7.3656
     315       2.1532       6.9541
     316       2.3082       9.2948
     317       2.1808       9.1517
     318       2.2920       9.1093
     319       2.2562      10.4675
     320       2.2403       8.9513
     321       1.9359       8.6302
     322       2.4249       8.5093
     323       2.7168       9.1150
     324       2.4397       8.9929
     325       2.5698       9.4152
     326       2.6846       8.4154
     327       2.5634       6.5273
     328       2.7890       8.6221
     329       2.6060       7.4871
     330       2.8678       7.2482
     331       2.7570       5.9598
     332       2.7038       6.1859
     333       2.5936       7.3103
     334       2.3926       6.5052
     335       2.9743       7.0262
     336       2.1118       6.8994
     337       2.5514       6.1285
     338       2.0574       3.9336
     339       2.1185       5.6108
     340       2.1748       5.5459
     341       2.3717       5.0561
     342       2.7710       5.9603
     343       2.3587       6.2764
     344       2.5434       6.7237
     345       2.7063       8.2924
     346       2.6861       7.4821
     347       2.3549       6.9722
     348       2.8168       7.9831
     349       3.0712       6.4229
     350       2.6594       5.6654
     351       2.9142       6.0686
     352       2.8020       6.2639
     353       2.6810       6.9015
     354       2.6671       6.0732
     355       3.2049       6.7534
     356       3.2675       5.4840
     357       2.8438       5.2901
     358       2.9178       5.3608
     359       2.7054       4.9314
     360       2.7306       5.0538
     361       2.8109       4.8376
     362       2.7235       5.8386
     363       2.5544       5.7338
     364       2.9155       6.5623
     365       2.7129       5.9508
     366       2.6693       7.0150
     367       2.8983       5.9918
     368       2.5386       5.5162
     369       2.9313       6.9218
     370       2.8427       7.9560
     371       2.2605       8.7143
     372       1.9491       8.0225
     373       2.3373       7.4221
     374       2.4301       5.7503
     375       2.3207       6.2197
     376       2.4018       7.5457
     377       2.7498       6.8840
     378       2.5182       5.1601
     379       2.4764       5.9289
     380       2.9945       4.7211
     381       2.8502       5.9194
     382       3.7994       7.5058
     383       3.2001       8.3714
     384       3.0725       6.4113
     385       3.0807       6.3868
     386       3.0880       7.0290
     387       2.3943       7.2557
     388       2.9166       6.8698
     389       2.5328       7.4012
     390       2.4765       6.2565
     391       2.1762       6.3356
     392       2.4249       6.9495
     393       2.4383       5.5999
     394       3.1885       5.8928
     395       2.6165       6.4369
     396       2.8798       6.6134
     397       2.5179       5.6711
     398       2.5345       6.8580
     399       2.4173       5.9807
     400       2.1904       6.1324
     401       2.2456       7.2924
     402       2.3172       7.3252
     403       2.6269       6.8122
     404       2.3078       7.3401
     405       2.8149       7.4653
     406       2.8229       8.2878
     407       2.7642       7.0589
     408       2.2767       6.1211
     409       2.3819       6.4565
     410       2.8109       5.9008
     411       2.8362       5.4957
     412       2.5223       7.2540
     413       2.9160       6.3898
     414       2.8538       6.8176
     415       2.6575       7.8481
     416       2.4283       7.9837
     417       2.4311       8.5377
     418       2.3861       7.0543
     419       2.1028       6.0629
     420       1.8404       6.8111
     421       2.3501       7.6363
     422       2.2068       7.3518
     423       2.2854       6.3447
     424       2.3901       6.6322
     425       2.2663       6.6131
     426       1.9680       6.8149
     427       2.7795       8.0129
     428       2.6524       8.1065
     429       2.4850       7.1694
     430       2.0911       8.1202
     431       2.2446       8.2228
     432       2.5463       8.6168
     433       2.3989       8.4546
     434       2.3896       8.1884
     435       2.1943       9.0161
     436       2.4503       6.6425
     437       2.5656       6.3715
     438       2.3291       6.6118
     439       2.4756       6.4395
     440       2.3776       6.6456
     441       2.7084       7.7732
     442       2.7421       7.5585
     443       2.6514       7.6855
     444       2.4153       8.2793
     445       2.9877       8.1536
     446       2.7694      10.1889
     447       2.8293       8.2598
     448       2.5294       8.4125
     449       2.7352       7.8538
     450       2.5049       7.6848
     451       2.2661       8.6396
     452       2.3364       7.6164
     453       2.6202       7.9161
     454       2.1748       9.3011
     455       2.1715       8.4565
     456       2.2997       7.5646
     457       2.6178       7.6313
     458       2.4592       9.5529
     459       2.2802       7.4475
     460       3.3564       8.9766
     461       3.2876       9.6440
     462       3.2048      10.3428
     463       2.9182       9.0724
     464       3.2406      10.5942
     465       3.1639       9.4959
     466       2.9682       9.0257
     467       3.4807      10.4081
     468       3.4023       9.6623
     469       3.1136      10.7136
     470       2.7989      10.5910
     471       2.6168      10.5807
     472       3.0252       9.0150
     473       2.8423       8.3513
     474       3.3861       9.6741
     475       3.8904      10.0644
     476       3.0453       9.7066
     477       2.9721      10.2039
     478       2.9215      11.0061
     479       3.1343      10.2389
     480       3.8953      10.7375
     481       3.7650      10.1492
     482       3.5966      10.2385
     483       3.3458      11.6122
     484       3.1834      11.3832
     485       3.0764      10.9474
     486       3.3893      11.5337
     487       3.1497      10.5270
     488       2.7404      10.3657
     489       3.1011       9.6800
     490       3.2444       9.2414
     491       2.7408       8.0055
     492       2.8230       8.2533
     493       3.3479       9.0263
     494       2.9001       8.4041
     495       3.0047       8.8246
     496       2.8491       8.9518
     497       3.0396       9.7767
     498       2.6399       8.8854
     499       3.1491       8.0215
     500       2.9487       8.4813
     501       2.8035       7.5386
     502       2.6897       8.0226
     503       2.9289       6.6917
     504       2.8298       7.1730
     505       2.8789       7.5008
     506       2.5509       7.3790
     507       2.7360       8.8205
     508       3.1654       9.2145
     509       2.9233       8.8740
     510       3.0415       9.0081
     511       3.1148       8.3290
     512       2.9079       9.3884
     513       3.7151      10.0470
     514       3.8881       9.8790
     515       3.2003       7.3140
     516       2.9333       8.9400
