#Frame           CRBN        GSPT1
       1       0.0000       0.0000
       2       0.1701       1.4945
       3       0.1755       1.5769
       4       0.1690       1.6342
       5       0.1864       1.6307
       6       0.1789       1.7046
       7       0.3061       1.5945
       8       0.2812       1.6962
       9       0.2772       1.7020
      10       0.3177       1.6553
      11       0.3062       1.6689
      12       0.9516       1.3647
      13       0.8612       1.3848
      14       0.8996       1.4141
      15       0.8312       1.4859
      16       0.8469       1.5743
      17       1.1132       1.9622
      18       1.1882       2.1552
      19       1.3899       1.7661
      20       1.2160       1.8579
      21       1.4382       1.4696
      22       1.4353       2.0155
      23       1.1069       1.6407
      24       1.3833       1.3136
      25       1.3927       1.5739
      26       1.2400       1.3618
      27       1.7717       1.3102
      28       1.1052       1.6119
      29       1.1458       1.8470
      30       1.3812       1.3617
      31       1.0710       1.7613
      32       1.1834       2.1702
      33       1.3553       2.5674
      34       1.3992       1.4994
      35       1.2737       3.1122
      36       1.5372       3.4040
      37       1.2806       2.2778
      38       1.3092       2.4530
      39       1.3665       2.5493
      40       1.8049       2.7239
      41       1.1867       3.4493
      42       1.5053       3.1387
      43       1.1170       3.6510
      44       1.3505       4.1284
      45       1.1665       2.6313
      46       1.1469       3.3205
      47       1.4438       3.0229
      48       1.2189       2.6603
      49       1.1991       1.7117
      50       1.7402       2.0869
      51       1.5699       2.3861
      52       1.3083       2.9454
      53       1.3302       2.0894
      54       1.5404       3.1912
      55       1.4240       1.4910
      56       1.4782       2.8612
      57       1.2747       3.2611
      58       1.3416       2.2869
      59       1.5003       3.5810
      60       1.4175       2.7084
      61       1.8107       3.9068
      62       1.5176       3.5917
      63       1.4638       2.8462
      64       1.6102       2.5380
      65       1.7802       2.1028
      66       1.5487       4.2665
      67       1.7372       4.2668
      68       1.7504       4.1418
      69       1.8599       2.0436
      70       1.7375       1.9335
      71       1.5517       1.6773
      72       1.6791       1.5778
      73       1.5167       1.7962
      74       1.5362       1.9829
      75       1.4914       2.1511
      76       1.6086       2.5664
      77       1.4919       2.7928
      78       1.6312       2.1959
      79       1.8747       2.4863
      80       1.6297       2.1552
      81       1.4683       2.8551
      82       1.5089       3.3585
      83       1.4989       3.3421
      84       1.5068       3.2608
      85       1.7312       3.7322
      86       1.7179       2.9515
      87       1.7245       2.4231
      88       1.9569       2.8007
      89       1.9645       3.2654
      90       1.7371       3.4376
      91       1.9043       4.0661
      92       1.7958       3.1341
      93       1.7201       3.4565
      94       1.9190       2.8628
      95       1.8611       3.7211
      96       1.7297       3.6354
      97       1.8792       3.8555
      98       1.7437       2.6227
      99       1.7046       4.7039
     100       1.7998       4.8046
     101       1.7217       5.7229
     102       1.8201       5.5627
     103       1.6751       4.9057
     104       1.7205       6.1302
     105       1.9496       5.3462
     106       2.0743       4.9173
     107       2.1201       4.7207
     108       1.7886       4.2111
     109       1.7731       3.3241
     110       1.7979       4.5809
     111       1.8627       4.3432
     112       1.9405       4.0503
     113       2.0694       3.0850
     114       1.8451       3.2685
     115       2.0142       4.3085
     116       1.9742       3.6567
     117       1.7096       3.9819
     118       1.8370       3.5169
     119       1.7944       3.9417
     120       1.6860       4.2481
     121       1.6824       3.7542
     122       1.6374       4.5805
     123       1.8704       3.6485
     124       1.7239       4.1136
     125       1.8694       3.7219
     126       1.9383       3.5527
     127       1.9511       2.9011
     128       1.8707       2.3991
     129       1.8297       2.6247
     130       2.2419       2.3631
     131       1.7365       3.3001
     132       1.8101       4.1477
     133       1.8054       4.2367
     134       1.6797       4.0008
     135       1.5392       2.6109
     136       1.6120       2.9693
     137       1.4451       3.6236
     138       1.5558       4.3542
     139       1.7240       3.9637
     140       1.6348       3.8692
     141       1.6432       4.0383
     142       1.4320       3.8107
     143       1.6486       4.4590
     144       1.5919       4.1716
     145       1.6133       5.4145
     146       1.6204       3.4452
     147       1.7124       4.4595
     148       1.7421       4.0547
     149       1.5534       3.2982
     150       1.6715       3.9475
     151       1.5637       3.7516
     152       1.3212       3.7463
     153       1.5212       4.0605
     154       1.7313       4.2872
     155       1.3710       4.0222
     156       1.5956       4.3934
     157       1.6705       3.6842
     158       1.4273       3.3366
     159       1.7075       3.0559
     160       1.3845       4.3814
     161       1.4734       3.5543
     162       1.4713       4.2821
     163       1.5773       3.4693
     164       1.7763       3.7547
     165       1.5245       3.8690
     166       1.6081       4.3141
     167       1.8696       3.6686
     168       1.7375       3.5159
     169       1.6775       3.7303
     170       1.8011       3.9512
     171       1.9475       5.3158
     172       2.0374       4.3267
     173       1.9156       4.0840
     174       2.0282       4.3879
     175       1.6342       5.6658
     176       1.8902       4.9772
     177       1.7730       5.0331
     178       1.6298       6.7237
     179       1.8136       5.6124
     180       1.8181       6.6669
     181       2.1631       3.7287
     182       1.6332       3.8395
     183       1.8421       3.1280
     184       1.6261       3.8651
     185       1.5158       3.6493
     186       1.5503       3.0250
     187       1.9803       3.9380
     188       1.4966       3.4788
     189       1.5468       3.3325
     190       1.8010       3.3281
     191       1.6321       4.1174
     192       1.7623       2.6976
     193       1.7093       2.4218
     194       1.8651       2.8149
     195       1.9471       2.5495
     196       1.9669       2.9543
     197       1.9199       3.7745
     198       1.9722       3.1028
     199       1.7168       2.8998
     200       1.8609       3.4217
     201       1.8590       3.3437
     202       1.8125       3.6890
     203       1.5602       3.8462
     204       2.0487       4.2632
     205       1.8351       5.6780
     206       2.2294       4.0292
     207       1.8233       4.1663
     208       1.8109       3.6009
     209       1.7796       3.1109
     210       1.8209       3.4431
     211       1.9816       2.3620
     212       1.9670       2.5151
     213       1.9692       3.1551
     214       1.8921       3.7373
     215       1.5761       3.2212
     216       1.7623       3.4392
     217       1.7276       3.3479
     218       1.7306       3.4258
     219       2.0677       3.1726
     220       1.8857       3.2227
     221       1.8171       3.9149
     222       2.1711       3.3797
     223       1.9623       3.0731
     224       1.6318       3.7535
     225       1.7822       3.7348
     226       2.0689       3.4466
     227       1.7890       3.7482
     228       1.8307       4.0681
     229       1.7520       3.6433
     230       1.6540       3.9613
     231       1.8551       3.3206
     232       1.8728       3.8273
     233       1.9257       3.6198
     234       2.0691       3.8534
     235       2.0385       4.0545
     236       1.7478       3.4342
     237       2.0738       3.5702
     238       1.8929       3.1800
     239       1.8305       3.4949
     240       2.2060       2.9593
     241       2.1050       3.2592
     242       2.1836       3.2114
     243       2.0269       3.8026
     244       2.2706       3.0790
     245       1.9928       3.4946
     246       2.4952       3.2939
     247       2.1333       2.9228
     248       2.1183       2.7818
     249       2.2846       2.5855
     250       2.1997       3.0190
     251       2.2616       2.7834
     252       1.9494       3.4414
     253       2.0271       3.7558
     254       2.4112       3.5886
     255       2.2520       3.7081
     256       1.7477       4.3958
     257       1.8011       2.8112
     258       1.8579       3.1957
     259       2.2303       4.7797
     260       1.9252       4.7528
     261       2.1536       3.9247
     262       1.9169       4.8378
     263       1.8666       3.5687
     264       1.9326       3.0197
     265       1.9539       4.3838
     266       1.8553       6.1274
     267       2.1286       6.9802
     268       1.8178       6.4411
     269       1.9765       4.4546
     270       2.2105       5.6074
     271       1.6869       5.9253
     272       1.7359       7.4921
     273       1.6233       6.9173
     274       1.7541       7.5897
     275       2.0551       7.3604
     276       2.2436       6.0374
     277       2.1814       7.7556
     278       2.2089       7.0167
     279       1.9669       7.4752
     280       2.3178       7.3417
     281       2.2524       7.2434
     282       2.0620       7.3470
     283       2.2493       8.2573
     284       2.2469      10.2422
     285       1.9735       7.5180
     286       2.2221       7.5393
     287       1.9289      10.5258
     288       2.1326       9.7633
     289       2.2201       9.1490
     290       2.3178      10.4668
     291       2.0178      11.2444
     292       1.9078       8.8819
     293       2.1883       8.2541
     294       2.1340       8.7746
     295       2.3031       7.5008
     296       2.2040       7.6165
     297       2.0745       6.4445
     298       2.4857       6.3797
     299       2.6676       7.2472
     300       2.6245       7.9757
     301       2.2577       6.7560
     302       2.4221       7.1005
     303       2.0330       9.3334
     304       1.9683       8.7017
     305       2.4203       7.6418
     306       2.3080       6.6877
     307       2.2988       5.5216
     308       2.1766       6.2801
     309       2.0890       7.0265
     310       2.3952       7.5646
     311       2.5342       8.2368
     312       2.7863       5.6870
     313       2.8685       6.7878
     314       2.4585       7.8013
     315       2.3436       7.9361
     316       2.3052       6.5228
     317       2.1645       6.2028
     318       2.2630       6.3983
     319       2.1705       6.0593
     320       2.5430       5.8955
     321       2.5795       5.8588
     322       2.1253       6.1693
     323       2.3021       6.3695
     324       2.0938       7.2858
     325       2.1571       7.5053
     326       2.2134       5.4033
     327       2.3180       6.0884
     328       2.0405       6.8442
     329       2.0624       6.1368
     330       1.9200       7.0863
     331       2.0517       5.3540
     332       1.9442       5.1520
     333       2.0669       6.2542
     334       1.6773       5.9176
     335       2.1385       4.9154
     336       2.0723       6.0625
     337       1.9401       6.0608
     338       1.9984       8.5885
     339       2.0382       9.1809
     340       2.1198      10.3636
     341       1.8178      10.3845
     342       2.0744       7.6112
     343       1.8579       7.7560
     344       1.9026       5.7066
     345       2.1956       6.2695
     346       1.9293       6.8955
     347       1.9260       5.7926
     348       1.7575       4.8082
     349       1.7069       3.7934
     350       1.8534       5.9172
     351       1.5929       5.5033
     352       2.1726       5.6720
     353       2.3072       4.2513
     354       2.3122       4.8655
     355       2.2438       5.5243
     356       2.0623       6.2060
     357       2.3895       7.0447
     358       2.2285       6.1475
     359       2.2762       5.8749
     360       2.0536       5.0279
     361       2.4218       5.5091
     362       2.0957       5.8974
     363       2.0500       5.8073
     364       2.3933       4.5604
     365       2.2053       4.9575
     366       2.2535       5.1093
     367       2.2293       5.6211
     368       2.2502       6.5290
     369       2.0953       6.8243
     370       2.2957       5.6019
     371       2.1286       6.4569
     372       2.1486       5.0110
     373       2.1431       5.4963
     374       2.1711       7.7561
     375       2.0936       7.6740
     376       1.9169       4.3929
     377       1.9420       4.8770
     378       1.7982       6.1550
     379       1.9076       4.4200
     380       1.6434       5.1648
     381       1.8604       4.1865
     382       1.7848       5.0117
     383       2.2249       7.0730
     384       1.8896       5.8760
     385       1.8936       7.6374
     386       1.7795       7.9261
     387       1.9578       8.4547
     388       1.9169       7.0758
     389       2.0455       7.7488
     390       2.3018       7.6092
     391       1.9407       7.3880
     392       1.8390       7.1504
     393       2.0082       8.4249
     394       1.8933       7.9823
     395       1.9035       7.2631
     396       1.7068       5.5909
     397       1.8517       5.9276
     398       1.8240       5.7746
     399       1.8898       5.4866
     400       1.8110       5.5181
     401       1.9806       6.4757
     402       2.3009       6.7381
     403       2.2694       6.1677
     404       1.9085       5.8929
     405       2.1597       5.5525
     406       1.7072       6.9772
     407       1.9531       6.7765
     408       1.8530       7.2554
     409       1.9255       5.3225
     410       1.8646       4.8320
     411       1.8881       5.4191
     412       2.0979       5.8078
     413       1.7567       5.5901
     414       1.9145       4.6068
     415       2.0085       4.1235
     416       1.9687       4.8489
     417       2.0533       4.6894
     418       1.9324       4.5382
     419       1.8682       4.9186
     420       1.7548       5.6781
     421       1.8750       4.5975
     422       2.0148       4.6135
     423       2.1066       4.1581
     424       2.1810       4.1986
     425       2.1698       4.0752
     426       2.1888       4.2607
     427       2.3204       4.6412
     428       1.9554       4.7546
     429       1.9351       4.1336
     430       2.1600       3.8343
     431       2.1569       3.3805
     432       2.3571       4.1380
     433       1.8505       3.2196
     434       2.0781       3.7116
     435       2.3526       3.5406
     436       1.8246       2.4358
     437       1.9181       2.9929
     438       1.7314       3.9930
     439       1.9214       2.2716
     440       1.8914       2.5756
     441       2.1374       4.1803
     442       1.7925       3.2855
     443       1.7888       3.8033
     444       1.6926       3.5285
     445       1.6872       3.3241
     446       1.7844       4.1186
     447       1.7066       4.0377
     448       1.9447       3.5388
     449       2.0658       3.4834
     450       2.2674       4.0886
     451       2.1972       3.2837
     452       2.3500       4.3724
     453       2.2969       4.3521
     454       2.0556       5.2670
     455       2.3306       4.0310
     456       2.7671       4.6431
     457       2.3615       5.5698
     458       2.5753       4.1404
     459       2.9084       4.3874
     460       2.4935       4.8124
     461       2.3001       4.9181
     462       2.5452       4.9228
     463       1.8749       3.7479
     464       2.0231       4.4932
     465       2.2489       4.8128
     466       2.2866       4.2571
     467       2.6261       5.0543
     468       2.4871       4.2415
     469       2.0956       4.5775
     470       2.1438       4.7355
     471       1.9832       4.6489
     472       2.1910       4.4506
     473       2.4188       3.9835
     474       2.0702       3.7836
     475       2.2382       4.5369
     476       2.4731       5.9716
     477       2.7581       5.8141
     478       2.2018       6.2818
     479       1.8398       4.6577
     480       2.5432       5.0094
     481       2.3155       4.7639
     482       2.2736       4.1247
     483       1.7535       4.6141
     484       2.2901       5.0239
     485       2.2490       4.1585
     486       1.9711       4.9879
     487       1.9524       4.8181
     488       2.0044       3.8844
     489       2.1092       3.7891
     490       2.1772       4.6861
     491       2.2283       5.1433
     492       1.9699       3.7500
     493       2.0497       6.1444
     494       2.3822       5.1434
     495       2.2452       4.3350
     496       2.6441       5.7283
     497       2.5222       5.6596
     498       2.1000       6.2611
     499       2.4418       6.0558
     500       2.4455       6.1037
     501       2.0699       6.1259
     502       2.2159       6.7981
     503       2.2760       5.8945
     504       2.5269       6.1517
     505       2.4588       3.3680
     506       2.4808       3.6803
     507       2.6677       4.0364
     508       2.3896       3.8713
     509       2.5732       4.4357
     510       2.4398       3.5485
     511       2.0155       4.6742
     512       2.3496       4.4345
     513       2.1894       5.6100
     514       1.9270       4.0566
     515       2.1317       3.5593
     516       2.3867       5.1428
